canonical_key,mean_net_ret,directional_mean_ret,std_net_ret,mean_within_fold_std,mean_support_pct,std_support_pct,presence_freq,presence_freq_units,sign_consistency,min_support_actual,mean_uplift,mean_baseline_ret,mean_oos_ic,p25_oos_ic,p50_oos_ic,p75_oos_ic,mean_delta_ic,positive_ic_fraction,composite_score,required_hurdle,hurdle_excess,n_folds,discovery_count,n_instances,display_arity,structural_depth,pipeline_stage,parent_context_key,side,rule_type,accepted,rejection_reason,dominant_parent_key,dominated_by_parent,preset,preset,preset,preset,is_too_broad,comp_bonus,beats_hurdle
Composite((*)|(LOC_50_AbovePriorHigh==1)|(reg_atr_change_rate_ts_top60==0&reg_price_lt_ema200_ts_bot70==1))_OR_((*)|(LOC_50_AbovePriorHigh==1)|(reg_volume_autocorr_48_ts_band40_60==0)),0.004360145679675043,0.004360145679675043,0.002185786917180358,0.024265776574611663,0.023558898195582444,0.0028704502770249096,1.0,1.0,1.0,24,,,0.019558304894919942,0.005581552484186154,0.02087545170962679,0.035230801587910865,,0.8,0.0006677751422035978,0.00045605849766583667,0.0039040871820092064,5,2,2,3,5,composite,,short,composite,True,,,,production,production,production,production,False,0.3,True
(*)|(LOC_130_ShallowPullback_Long==1)|(reg_bollinger_band_width_ts_band20_80==0),0.00440156776458025,0.00440156776458025,0.0045295923597127585,0.025452831760048866,0.01639633339920648,0.0053440281575634335,1.0,1.0,0.8,13,,,0.021770585914957653,0.01565421833156122,0.026531433019455212,0.03472483361452794,,0.8,0.00044885701254816486,0.0006638126975454635,0.0037377550670347867,5,2,2,2,2,stage_a_context,,short,2-way,True,,,False,production,production,production,production,False,0.15,True
Composite((*)|(LOC_46_AtRangeBreakdownZone_Short==0)|(reg_price_lt_ema200_ts_bot20==1))_OR_((*)|(LOC_95_AbovePrevDayMid==1)|(reg_bollinger_band_width_ts_band25_75==0&reg_price_lt_ema200_ts_top20==0)),0.003819580469280481,0.003819580469280481,0.002915396997478744,0.02950262650847435,0.13879991791192253,0.05317847411432428,1.0,1.0,1.0,54,,,0.05693522939528669,0.050015968019244114,0.05191097263353739,0.057174587157737294,,1.0,0.0014188809891799805,0.0001878899000434978,0.0036316905692369834,5,2,2,3,5,composite,,short,composite,True,,,,production,production,production,production,False,0.3,True
(*)|(LOC_130_ShallowPullback_Long==1)|(reg_price_lt_ema200_ts_bot60==1&reg_volume_zscore_48h_ts_top50==0),0.001848091813735664,0.001848091813735664,0.003901644375686268,0.018479638360440732,0.01607786206162686,0.0054082646978858215,1.0,1.0,0.8,12,,,0.00885590752705311,-0.0034652033809249366,0.01484452663799003,0.03214485476040901,,0.6,0.00018673963855288678,0.00055205696160575,0.001296034852129914,5,2,2,3,3,stage_a_context,,short,3-way,True,,,False,production,production,production,production,False,0.3,True
(*)|(LOC_14_EMAValueZone_Short==1)|(reg_return_autocorr_48_ts_band40_60==0&reg_volume_zscore_48h_ts_band40_60==0),0.001143960322951898,0.001143960322951898,0.0007376390198108497,0.017112160474061965,0.022604497615898736,0.01552161955321258,1.0,1.0,1.0,10,,,0.012603822194587675,0.007888628295554825,0.01261904300841298,0.0134254450470573,,0.8,0.00017186528273890618,0.00046558674786582465,0.0006783735750860733,5,2,2,3,3,stage_a_context,,short,3-way,True,,,False,production,production,production,production,False,0.3,True
Composite((*)|(LOC_46_AtRangeBreakdownZone_Short==1)|(reg_bollinger_band_width_ts_top70==0&reg_trend_persistence_ts_top20==1&reg_volume_zscore_48h_ts_band40_60==1))_OR_((*)|(LOC_46_AtRangeBreakdownZone_Short==1)|(reg_compression_score_ts_top20==1&reg_ema20_gt_ema50_ts_top20==1)),0.0007067652186378837,0.0007067652186378837,0.0010756513392423971,0.02227102927863598,0.10426401957952662,0.0187127715009854,1.0,1.0,0.8,91,,,0.01458358918795571,0.00307833207411019,0.008420497586159809,0.02058400795923876,,0.8,0.00018237507746014927,0.00027872458502324187,0.0004280406336146418,5,2,2,4,7,composite,,short,composite,True,,,,production,production,production,production,False,0.1,True
