canonical_key,dominant_parent_key,composite_score,hurdle_excess
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_price_lt_ema200_ts_bot20==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),0.000376887154491979,0.003688302865677575
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_price_lt_ema200_ts_top20==0),(*)|(LOC_134_Fib382Zone_Long==1)|(*),0.000376887154491979,0.003688302865677575
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_bollinger_band_width_ts_top50==1&reg_compression_score_ts_top50==1&reg_price_lt_ema200_ts_band30_70==1&reg_volume_zscore_48h_ts_top50==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),0.00036245583015311473,0.004049940460922138
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_bollinger_band_width_ts_bot20==0&reg_trend_persistence_ts_band25_75==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),0.0003330245459389645,0.0019611150019837363
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_ema50_gt_ema200_ts_band20_80==0),(*)|(LOC_134_Fib382Zone_Long==1)|(*),0.0003289065872896054,0.0029680135892687217
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_bollinger_band_width_ts_band25_75==1&reg_ema20_gt_ema50_ts_top60==0&reg_return_autocorr_48_ts_top40==1&reg_volatility_autocorr_48_ts_band40_60==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),0.0003011053836901255,0.00443528066546754
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_ema20_gt_ema50_ts_band30_70==1&reg_volume_autocorr_48_ts_bot50==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),0.00023417593218190395,0.0021230530358842177
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_trend_persistence_ts_bot50==0),(*)|(LOC_134_Fib382Zone_Long==1)|(*),0.00021944285090772997,0.00107011962475495
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_bollinger_band_width_ts_top60==0&reg_volatility_autocorr_48_ts_band40_60==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),0.00021520243574012495,0.0025145822894743516
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_bollinger_band_width_ts_bot60==1&reg_ema20_gt_ema50_ts_top60==0&reg_volatility_autocorr_48_ts_band40_60==1&reg_volume_zscore_48h_ts_bot80==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),0.00020772160951644593,0.003366241834979158
(*)|(LOC_09_TouchMidEMA_Long==1)|(reg_bollinger_band_width_ts_top50==1&reg_price_lt_ema200_ts_top20==1&reg_volume_zscore_48h_ts_bot70==0),(*)|(LOC_09_TouchMidEMA_Long==1)|(*),0.00020207583542563814,0.0019227499465921637
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_atr_change_rate_ts_band40_60==1&reg_compression_score_ts_bot40==0&reg_volume_autocorr_48_ts_band30_70==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),0.00018265291421281477,0.0026551186539296263
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_compression_score_ts_band40_60==1&reg_price_lt_ema200_ts_band25_75==0&reg_volume_autocorr_48_ts_top40==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),0.00017787369946115165,0.002726128778883107
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_atr_change_rate_ts_band40_60==0&reg_compression_score_ts_top70==0&reg_trend_persistence_ts_band25_75==1&reg_volume_autocorr_48_ts_band20_80==0),(*)|(LOC_134_Fib382Zone_Long==1)|(*),0.00017622699987305333,0.0018052255449672694
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_bollinger_band_width_ts_bot60==0&reg_ema20_gt_ema50_ts_top60==0&reg_volatility_autocorr_48_ts_band40_60==1&reg_volume_zscore_48h_ts_bot80==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),0.00014874606028425423,0.0022345474451133064
(*)|(LOC_09_TouchMidEMA_Long==1)|(reg_price_lt_ema200_ts_band25_75==1&reg_return_autocorr_48_ts_top50==0&reg_volatility_autocorr_48_ts_top30==0&reg_volume_zscore_48h_ts_bot40==0),(*)|(LOC_09_TouchMidEMA_Long==1)|(*),0.0001391099422998812,0.001589829763962941
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_atr_change_rate_ts_band40_60==1&reg_compression_score_ts_top70==0&reg_trend_persistence_ts_band25_75==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),0.00013897244090715902,0.0007866327735110812
(*)|(LOC_13_EMAValueZone_Long==1)|(reg_atr_change_rate_ts_band30_70==1&reg_bollinger_band_width_ts_top50==1&reg_compression_score_ts_top60==0&reg_return_autocorr_48_ts_bot70==1&reg_trend_persistence_ts_band20_80==0),(*)|(LOC_13_EMAValueZone_Long==1)|(*),0.00013647206952790056,0.002248303317846762
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_atr_change_rate_ts_band40_60==0&reg_compression_score_ts_top70==0&reg_trend_persistence_ts_band25_75==1&reg_volume_autocorr_48_ts_band20_80==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),0.00011907194504532097,0.0006010649302202515
(*)|(LOC_09_TouchMidEMA_Long==1)|(reg_return_autocorr_48_ts_top30==1),(*)|(LOC_09_TouchMidEMA_Long==1)|(*),0.00010309321539467228,0.0004080935051470692
(*)|(LOC_09_TouchMidEMA_Long==1)|(reg_ema50_gt_ema200_ts_band25_75==0&reg_volatility_autocorr_48_ts_bot20==0&reg_volume_zscore_48h_ts_top40==1),(*)|(LOC_09_TouchMidEMA_Long==1)|(*),8.513643537794318e-05,0.0013719980872633692
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_bollinger_band_width_ts_band25_75==1&reg_ema20_gt_ema50_ts_top60==1&reg_return_autocorr_48_ts_top40==1&reg_volume_autocorr_48_ts_band30_70==0),(*)|(LOC_134_Fib382Zone_Long==1)|(*),7.408388444540259e-05,0.0002854912782427056
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_bollinger_band_width_ts_band30_70==1&reg_trend_persistence_ts_band25_75==1&reg_volatility_autocorr_48_ts_band40_60==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),7.155100372217843e-05,0.0004020855557138538
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_ema20_gt_ema50_ts_band40_60==1&reg_volume_autocorr_48_ts_band30_70==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),5.641768052921344e-05,0.000634949219831715
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_atr_change_rate_ts_band40_60==1&reg_compression_score_ts_bot40==0&reg_volume_autocorr_48_ts_band30_70==0),(*)|(LOC_134_Fib382Zone_Long==1)|(*),4.892205172857689e-05,-7.755693138113715e-05
(*)|(LOC_54_NearPriorLow==1)|(reg_bollinger_band_width_ts_top70==1&reg_ema50_gt_ema200_ts_band40_60==0),(*)|(LOC_54_NearPriorLow==1)|(*),2.7117451779217963e-05,-1.8203103351346092e-05
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_atr_change_rate_ts_top70==1&reg_trend_persistence_ts_band40_60==1&reg_volume_zscore_48h_ts_bot80==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),2.146189302269662e-05,-0.0007464194758626554
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_compression_score_ts_top40==1&reg_return_autocorr_48_ts_top40==0&reg_trend_persistence_ts_band25_75==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),1.3696031750025561e-05,-0.0008576469325868293
(*)|(LOC_54_NearPriorLow==1)|(reg_ema20_gt_ema50_ts_band40_60==1&reg_volume_zscore_48h_ts_bot70==1),(*)|(LOC_54_NearPriorLow==1)|(*),-1.163255216759372e-06,-0.0009476294878149477
(*)|(LOC_54_NearPriorLow==1)|(reg_bollinger_band_width_ts_bot60==1&reg_price_lt_ema200_ts_top60==0&reg_volume_zscore_48h_ts_bot70==1),(*)|(LOC_54_NearPriorLow==1)|(*),-9.359664357285744e-06,-0.00069122328379188
(*)|(LOC_09_TouchMidEMA_Long==1)|(reg_price_lt_ema200_ts_band20_80==1&reg_volatility_autocorr_48_ts_top50==0&reg_volume_zscore_48h_ts_band40_60==1),(*)|(LOC_09_TouchMidEMA_Long==1)|(*),-1.2458673142999878e-05,-0.0008627795791473956
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_bollinger_band_width_ts_top50==0&reg_volatility_autocorr_48_ts_bot20==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),-1.6279869823968062e-05,-0.0004224975087527375
(*)|(LOC_09_TouchMidEMA_Long==1)|(reg_ema20_gt_ema50_ts_band40_60==1&reg_return_autocorr_48_ts_top80==0&reg_volume_zscore_48h_ts_bot70==1),(*)|(LOC_09_TouchMidEMA_Long==1)|(*),-2.057794616189868e-05,-0.0006664423790328838
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_bollinger_band_width_ts_top60==0&reg_trend_persistence_ts_top30==0&reg_volatility_autocorr_48_ts_band40_60==0),(*)|(LOC_134_Fib382Zone_Long==1)|(*),-3.0359715893168956e-05,-0.0003232823946326366
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_price_lt_ema200_ts_top70==1&reg_volume_zscore_48h_ts_top30==0),(*)|(LOC_134_Fib382Zone_Long==1)|(*),-3.6374464221481894e-05,0.00026193830941334095
(*)|(LOC_09_TouchMidEMA_Long==1)|(reg_atr_change_rate_ts_bot70==0&reg_ema20_gt_ema50_ts_top20==1),(*)|(LOC_09_TouchMidEMA_Long==1)|(*),-4.203299560174483e-05,6.877744520938575e-06
(*)|(LOC_54_NearPriorLow==1)|(reg_trend_persistence_ts_band20_80==0),(*)|(LOC_54_NearPriorLow==1)|(*),-4.293960945968742e-05,-9.387386304887213e-05
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_bollinger_band_width_ts_band25_75==1&reg_ema20_gt_ema50_ts_top60==1&reg_return_autocorr_48_ts_top40==1&reg_volume_autocorr_48_ts_band30_70==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),-5.424183713162457e-05,0.001897252834210558
(*)|(LOC_54_NearPriorLow==1)|(reg_trend_persistence_ts_band25_75==0),(*)|(LOC_54_NearPriorLow==1)|(*),-6.344631182555831e-05,0.00014077870405602
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_trend_persistence_ts_band40_60==1&reg_volatility_autocorr_48_ts_band20_80==0),(*)|(LOC_134_Fib382Zone_Long==1)|(*),-8.548267518047259e-05,0.0008110220495190688
(*)|(LOC_13_EMAValueZone_Long==1)|(reg_ema50_gt_ema200_ts_top30==0),(*)|(LOC_13_EMAValueZone_Long==1)|(*),-0.00010521193849660414,0.000948213602510457
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_bollinger_band_width_ts_top50==1&reg_compression_score_ts_top50==1&reg_price_lt_ema200_ts_band30_70==0&reg_volume_zscore_48h_ts_top50==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),-0.0001332675985148313,0.003160568275880686
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_atr_change_rate_ts_band30_70==0&reg_compression_score_ts_band40_60==1&reg_price_lt_ema200_ts_band25_75==0),(*)|(LOC_134_Fib382Zone_Long==1)|(*),-0.00013494255719061904,0.003378830244270402
(*)|(LOC_54_NearPriorLow==1)|(reg_bollinger_band_width_ts_bot30==0),(*)|(LOC_54_NearPriorLow==1)|(*),-0.0001610864946304845,0.0010324231774249287
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_bollinger_band_width_ts_top70==1&reg_ema50_gt_ema200_ts_band40_60==1&reg_return_autocorr_48_ts_bot60==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),-0.0001630183452515172,0.0012876813606962961
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_bollinger_band_width_ts_band25_75==0&reg_return_autocorr_48_ts_top40==1&reg_trend_persistence_ts_top20==0&reg_volume_autocorr_48_ts_bot20==0),(*)|(LOC_134_Fib382Zone_Long==1)|(*),-0.0001836706609357509,0.0023933766732444238
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_return_autocorr_48_ts_top40==0&reg_trend_persistence_ts_band25_75==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),-0.0002503452276851735,0.0025868258621617266
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_atr_change_rate_ts_band25_75==0&reg_ema20_gt_ema50_ts_top30==0&reg_volume_zscore_48h_ts_band25_75==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),-0.0002843719070680027,0.004518407797869573
(*)|(LOC_134_Fib382Zone_Long==1)|(reg_compression_score_ts_top40==0&reg_return_autocorr_48_ts_top40==0&reg_trend_persistence_ts_band25_75==1),(*)|(LOC_134_Fib382Zone_Long==1)|(*),-0.0003496433569988917,0.0046172731248423785
(*)|(LOC_54_NearPriorLow==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_compression_score_ts_band40_60==1&reg_price_lt_ema200_ts_band25_75==1&reg_volume_zscore_48h_ts_band40_60==0),(*)|(LOC_54_NearPriorLow==1)|(*),-0.0006875946950216557,0.007028784227790099
