key_a,key_b,pair_retrieval_score,containment_score,overlap_coeff,jaccard,behavior_similarity,fold_similarity,child_candidate_name,child_selection_score,child_mean_net_ret,child_std_net_ret,child_sharpe,child_mean_ic,child_positive_fold_fraction,better_parent_name,parent_selection_score,parent_mean_net_ret,parent_std_net_ret,parent_sharpe,parent_mean_ic,worse_parent_name,worse_parent_std_net_ret,composite_selection_score,parent_a_selection_score,parent_b_selection_score,accept_merge,decision,decision_reason,ridge_mean_net_ret,ridge_positive_fold_fraction
(*)|(LOC_07_TouchFastEMA_Long==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_ema20_gt_ema50_ts_bot60==0),(*)|(LOC_07_TouchFastEMA_Long==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_ema20_gt_ema50_ts_top60==1),1.0,1.0,1.0,1.0,1.0,1.0,parent_b_only,0.0018142585070092003,0.0016519002383574843,0.018509190902113913,0.08924756609262821,0.020328380777647412,0.8,parent_a_only,0.0018142585070092003,0.0016519002383574843,0.018509190902113913,0.08924756609262821,0.020328380777647412,parent_b_only,0.018509190902113913,-0.0,0.0018142585070092003,0.0018142585070092003,False,keep_parent_b,composite_lost_to_parent,-0.00035673193633556366,0.5
(*)|(LOC_170_NotTooExtendedAboveEMA==1)|(reg_trend_persistence_ts_bot80==1),(*)|(LOC_79_AtSessionLowZone==1)|(reg_ema20_gt_ema50_ts_top60==0&reg_volume_autocorr_48_ts_top20==1),0.8337441045819994,0.7632146709816613,0.7632146709816613,0.18455719316551455,0.9947704123728419,0.7674655157135972,parent_b_only,-0.0,-0.0016495691786985844,0.020280616357922554,-0.08133723105778222,-0.022031449688293736,0.0,parent_a_only,-0.0,-0.0007164603837736649,0.01920923013240099,-0.03729771463173748,-0.012681320547335864,parent_b_only,0.020280616357922554,-0.0,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.0007393069143290631,0.0
(*)|(LOC_40_UpperQuartileOfRange==1)|(reg_atr_change_rate_ts_top70==0&reg_bollinger_band_width_ts_top50==0&reg_trend_persistence_ts_top30==1&reg_volume_zscore_48h_ts_bot80==1),(*)|(LOC_95_AbovePrevDayMid==1)|(reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_top80==0&reg_volume_zscore_48h_ts_bot70==1),0.8337145973849145,0.7183718371837183,0.7183718371837183,0.17788068646145463,0.9766632503058997,0.8697931822418853,parent_b_only,-0.0,-0.0017088646767660976,0.018594393879175185,-0.09190214469318857,-0.02635412557864637,0.2,parent_a_only,-0.0,-0.002076627337373793,0.017463642172515392,-0.11891146857337859,-0.0006193270736753631,parent_b_only,0.018594393879175185,-0.0,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.0015865449560806156,0.2
(*)|(LOC_93_NearPrevDayHigh==1)|(reg_atr_change_rate_ts_top20==1&reg_bollinger_band_width_ts_band30_70==0&reg_ema20_gt_ema50_ts_bot30==0&reg_volume_autocorr_48_ts_top20==1),(*)|(LOC_95_AbovePrevDayMid==1)|(reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_top80==0&reg_volume_zscore_48h_ts_bot70==1),0.8330614221117394,0.707774798927614,0.707774798927614,0.07491486946651532,0.9798420873502237,0.8824405455569838,parent_b_only,-0.0,-0.0017088646767660976,0.018594393879175185,-0.09190214469318857,-0.02635412557864637,0.2,parent_b_only,-0.0,-0.0017088646767660976,0.018594393879175185,-0.09190214469318857,-0.02635412557864637,parent_a_only,0.02061891071498394,-0.0,-0.00034321501485200663,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.0035697457497008145,0.0
(*)|(LOC_56_BelowLastSwingLow==1)|(reg_bollinger_band_width_ts_band25_75==1&reg_trend_persistence_ts_band25_75==1&reg_volatility_autocorr_48_ts_bot50==0),(*)|(LOC_56_BelowLastSwingLow==1)|(reg_compression_score_ts_band40_60==0&reg_trend_persistence_ts_band25_75==1),0.8328820697798759,0.784,0.784,0.3277591973244147,0.8889968101408003,0.8535321069505435,parent_b_only,0.006077320379659256,0.0026425936631540026,0.016302701784297824,0.1620954427136276,0.03749223468543775,0.75,parent_b_only,0.006077320379659256,0.0026425936631540026,0.016302701784297824,0.1620954427136276,0.03749223468543775,parent_a_only,0.013353075133636594,0.0,0.0031177793149109534,0.006077320379659256,False,keep_parent_b,composite_lost_to_parent,0.0021880138374399394,0.75
(*)|(LOC_75_BelowInitialBalanceMid==1)|(reg_ema50_gt_ema200_ts_top70==0&reg_return_autocorr_48_ts_band20_80==1),(*)|(LOC_77_NearInitialBalanceLow==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_ema50_gt_ema200_ts_band40_60==1&reg_return_autocorr_48_ts_top50==1),0.8322323146842485,0.728110599078341,0.728110599078341,0.07634694370620923,0.9838144275826148,0.8377528672968424,parent_b_only,-0.0,-0.003059389826375991,0.021240555122494696,-0.14403530457337063,-0.02054858155886375,0.2,parent_a_only,-0.0,-0.001221998222899856,0.021414563432335852,-0.057063886768508515,-0.021006716209249925,parent_b_only,0.021240555122494696,-0.0,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.001225552310643252,0.2
(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_atr_change_rate_ts_top20==1&reg_bollinger_band_width_ts_band40_60==0&reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_band30_70==0),(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_return_autocorr_48_ts_band30_70==0&reg_trend_persistence_ts_band40_60==0),0.8320914110133077,0.78,0.78,0.42391304347826086,0.9642380224556737,0.7672800171064226,parent_b_only,-0.0,-0.0016729439899791031,0.020001643896102907,-0.08364032469876424,-0.008782443738488724,0.2,parent_a_only,-0.0,-0.004778773430734873,0.018310710787773132,-0.2609824100288816,-0.021307020090914917,parent_b_only,0.020001643896102907,-0.0,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.002231197121242682,0.3333333333333333
(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_bollinger_band_width_ts_top70==0&reg_compression_score_ts_bot60==0&reg_volume_zscore_48h_ts_top80==0),(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_ema50_gt_ema200_ts_top40==1&reg_volume_zscore_48h_ts_top80==0),0.8319008023317249,0.6798179059180577,0.6798179059180577,0.30684931506849317,0.9726454887255512,0.9367563922037342,parent_b_only,-0.0,-0.0021842523012310265,0.02020891848951578,-0.10808358212559462,-0.007574499965473892,0.2,parent_b_only,-0.0,-0.0021842523012310265,0.02020891848951578,-0.10808358212559462,-0.007574499965473892,parent_a_only,0.01721025090664625,-0.0,-0.0003597787112072135,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.0026198892931764326,0.3333333333333333
(*)|(LOC_170_NotTooExtendedAboveEMA==1)|(reg_atr_change_rate_ts_bot20==1&reg_price_lt_ema200_ts_top70==1),(*)|(LOC_170_NotTooExtendedAboveEMA==1)|(reg_atr_change_rate_ts_top80==0&reg_price_lt_ema200_ts_top60==1),0.8315499984782055,1.0,1.0,0.06987808504311627,0.8275983100856482,0.5330820218100447,parent_a_only,0.0005833606564819103,0.0018562220939202234,0.013397503644227982,0.13854984803231873,0.0042104748923711055,0.75,parent_a_only,0.0005833606564819103,0.0018562220939202234,0.013397503644227982,0.13854984803231873,0.0042104748923711055,parent_b_only,0.016653906926512717,-0.0,0.0005833606564819103,-0.0,False,keep_parent_a,composite_lost_to_parent,-0.00044256623950786886,0.4
(*)|(LOC_74_AboveInitialBalanceMid==1)|(reg_atr_change_rate_ts_top40==0&reg_bollinger_band_width_ts_band25_75==0&reg_ema20_gt_ema50_ts_top20==1&reg_return_autocorr_48_ts_top40==1),(*)|(LOC_74_AboveInitialBalanceMid==1)|(reg_bollinger_band_width_ts_band40_60==0&reg_price_lt_ema200_ts_top70==0&reg_return_autocorr_48_ts_top40==1),0.8313997399398794,0.8932146829810901,0.8932146829810901,0.27303638218293097,0.9288056263898716,0.6032457787257093,parent_a_only,0.007632637630924076,0.0036129032727330924,0.022262458875775337,0.16228680276932192,0.04703178262605418,0.8,parent_a_only,0.007632637630924076,0.0036129032727330924,0.022262458875775337,0.16228680276932192,0.04703178262605418,parent_b_only,0.021500174701213837,0.0022346196949859175,0.007632637630924076,0.0022147275016679716,False,keep_parent_a,composite_lost_to_parent,0.001184489281149581,0.8
(*)|(LOC_20_AboveVWAP==1)|(reg_price_lt_ema200_ts_top20==0),(*)|(LOC_21_BelowVWAP==0)|(reg_price_lt_ema200_ts_bot20==1&reg_return_autocorr_48_ts_top70==0),0.8313350006987619,0.887378640776699,0.887378640776699,0.5283236994219653,0.9258018720959694,0.6170962028818263,parent_a_only,0.0053818095641813835,0.003684571129269898,0.02647082060575485,0.13919368742459232,0.038664178410367636,1.0,parent_a_only,0.0053818095641813835,0.003684571129269898,0.02647082060575485,0.13919368742459232,0.038664178410367636,parent_b_only,0.027496811747550965,0.004280637205439578,0.0053818095641813835,0.0036143488192134955,False,keep_parent_a,composite_lost_to_parent,0.0026443271082825957,0.8
(*)|(LOC_40_UpperQuartileOfRange==1)|(reg_ema20_gt_ema50_ts_top20==1&reg_return_autocorr_48_ts_band25_75==1&reg_volume_zscore_48h_ts_bot80==0),(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_ema20_gt_ema50_ts_top20==1&reg_return_autocorr_48_ts_band30_70==1&reg_volume_zscore_48h_ts_band25_75==0),0.8312700379038127,0.6478190630048465,0.6478190630048465,0.3276143790849673,0.9798309772524091,0.9832086655036367,parent_a_only,0.006355849572870263,0.004660837817937136,0.02698470316827297,0.17272147812309735,0.036798258340172925,0.8,parent_a_only,0.006355849572870263,0.004660837817937136,0.02698470316827297,0.17272147812309735,0.036798258340172925,parent_b_only,0.02269340679049492,0.0,0.006355849572870263,0.0004956342898210681,False,keep_parent_a,composite_lost_to_parent,0.0006853766564745456,0.8
(*)|(LOC_93_NearPrevDayHigh==1)|(reg_volume_zscore_48h_ts_bot50==1),(*)|(LOC_95_AbovePrevDayMid==1)|(reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_top80==0&reg_volume_zscore_48h_ts_bot70==1),0.8312505168450484,0.8498789346246973,0.8498789346246973,0.19836111896015823,0.9103055552288932,0.7028533187810664,parent_b_only,-0.0,-0.0017088646767660976,0.018594393879175185,-0.09190214469318857,-0.02635412557864637,0.2,parent_b_only,-0.0,-0.0017088646767660976,0.018594393879175185,-0.09190214469318857,-0.02635412557864637,parent_a_only,0.015983978286385536,-0.0,-9.937200163790128e-05,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.0010625244583934545,0.2
(*)|(LOC_79_AtSessionLowZone==1)|(reg_compression_score_ts_top80==0&reg_ema20_gt_ema50_ts_bot40==1),(*)|(LOC_79_AtSessionLowZone==1)|(reg_ema20_gt_ema50_ts_top60==0&reg_volume_autocorr_48_ts_top20==1),0.8306428764564672,0.7857677902621722,0.7857677902621722,0.49018691588785046,0.986539579413197,0.7243419880581224,parent_b_only,-0.0,-0.0016495691786985844,0.020280616357922554,-0.08133723105778222,-0.022031449688293736,0.0,parent_a_only,-0.0,-0.0014305835764389485,0.018445127457380295,-0.07755888809901072,-0.02960836542202925,parent_b_only,0.020280616357922554,-0.0005942157993112915,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.0020599129027687015,0.2
(*)|(LOC_76_NearInitialBalanceHigh==1)|(reg_atr_change_rate_ts_top40==0&reg_bollinger_band_width_ts_band30_70==0),(*)|(LOC_78_AtSessionHighZone==1)|(reg_atr_change_rate_ts_band40_60==0&reg_bollinger_band_width_ts_band30_70==0&reg_price_lt_ema200_ts_band20_80==1),0.8304090975435632,0.733433734939759,0.733433734939759,0.3270651443922095,0.9993608441853398,0.8022226542602786,parent_b_only,-0.0,-0.002017626701854169,0.017958847619593144,-0.11234722542291264,-0.017395870239173834,0.2,parent_a_only,-0.0,-0.00216706907376647,0.021232543885707854,-0.10206356268149186,-0.016593563768557067,parent_b_only,0.017958847619593144,-0.0004604010104062622,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.0014397823892068119,0.6
(*)|(LOC_03_BetweenFastMidEMA==1)|(reg_volatility_autocorr_48_ts_top80==0),(*)|(LOC_13_EMAValueZone_Long==1)|(reg_ema50_gt_ema200_ts_top30==1),0.8303224929583146,0.8608870967741935,0.8608870967741935,0.6692789968652038,0.9569917621855195,0.6233030830170868,parent_b_only,0.004738661439619765,0.005817645834758878,0.026041604205965997,0.22339813587313817,0.02121173223357031,0.8,parent_b_only,0.004738661439619765,0.005817645834758878,0.026041604205965997,0.22339813587313817,0.02121173223357031,parent_a_only,0.021106372028589247,0.0029334575284717663,0.0001390069189321474,0.004738661439619765,False,keep_parent_b,composite_lost_to_parent,0.004703771742060781,0.8
(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_price_lt_ema200_ts_bot80==1&reg_return_autocorr_48_ts_band25_75==1&reg_volatility_autocorr_48_ts_top80==0),(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_bot70==1&reg_volatility_autocorr_48_ts_top20==1),0.8298057699607087,0.7496909765142151,0.7496909765142151,0.564186046511628,0.9994904464313982,0.77039078639957,parent_b_only,-0.0,-0.0006154889008030296,0.021209046244621277,-0.029020112158938818,-0.003179815256522116,0.2,parent_a_only,-0.0,-0.001364798756549135,0.022466665506362914,-0.06074772227158509,-0.007553377383395944,parent_b_only,0.021209046244621277,-0.0,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.0006044026638846844,0.4
(*)|(LOC_111_BelowBBMid==1)|(reg_atr_change_rate_ts_band30_70==1&reg_bollinger_band_width_ts_top50==1&reg_return_autocorr_48_ts_bot60==1&reg_trend_persistence_ts_band20_80==1),(*)|(LOC_55_AboveLastSwingHigh==0)|(reg_atr_change_rate_ts_bot70==1&reg_bollinger_band_width_ts_top50==1&reg_price_lt_ema200_ts_top20==1&reg_return_autocorr_48_ts_top60==0&reg_volume_zscore_48h_ts_top80==0),0.829774254805635,0.7453936348408711,0.7453936348408711,0.15084745762711865,0.9858696672676884,0.7943448757877459,parent_b_only,-0.0,-0.002026585070416331,0.018965980038046837,-0.10685369626831231,-0.043755683723399594,0.2,parent_a_only,-0.0,-0.0021879913576412944,0.019914283975958826,-0.10987045079214042,-0.017203227623509516,parent_b_only,0.018965980038046837,-0.00240253859176504,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.0016277729358989746,0.2
(*)|(LOC_91_BelowPrevDayLow==1)|(reg_atr_change_rate_ts_top20==1&reg_price_lt_ema200_ts_top20==1&reg_return_autocorr_48_ts_bot30==0),(*)|(LOC_91_BelowPrevDayLow==1)|(reg_bollinger_band_width_ts_band30_70==1&reg_price_lt_ema200_ts_top20==1&reg_return_autocorr_48_ts_top60==0&reg_volatility_autocorr_48_ts_band30_70==1),0.8294226696062631,0.8126984126984127,0.8126984126984127,0.1285140562248996,0.9332191308178709,0.7349705785864643,parent_b_only,0.0006018730937008571,0.0012094855832401664,0.02189183570444584,0.05524824868818751,0.010893975971939581,0.8,parent_b_only,0.0006018730937008571,0.0012094855832401664,0.02189183570444584,0.05524824868818751,0.010893975971939581,parent_a_only,0.020342247933149336,0.00024224010965273227,0.00021486967445168397,0.0006018730937008571,False,keep_parent_b,composite_lost_to_parent,0.00045058513642288746,0.8
(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_bollinger_band_width_ts_band25_75==0&reg_ema20_gt_ema50_ts_top30==0&reg_return_autocorr_48_ts_band20_80==1&reg_volatility_autocorr_48_ts_top20==1),(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_ema20_gt_ema50_ts_top30==0&reg_return_autocorr_48_ts_top40==1&reg_volume_autocorr_48_ts_top20==1),0.8293933116662059,0.6900369003690037,0.6900369003690037,0.47103274559193953,0.9894018678657939,0.8882245845616646,parent_b_only,-0.0,-0.0028011589776724575,0.019341879338026047,-0.1448235163046122,-0.007749703514373166,0.2,parent_a_only,-0.0,-0.004561976663535461,0.0170297896489501,-0.26788214990175824,-0.014317466720096456,parent_b_only,0.019341879338026047,-inf,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,,0.0
(*)|(LOC_170_NotTooExtendedAboveEMA==1)|(reg_return_autocorr_48_ts_band40_60==1&reg_volatility_autocorr_48_ts_bot20==1),(*)|(LOC_170_NotTooExtendedAboveEMA==1)|(reg_trend_persistence_ts_bot80==1),0.829049288375776,0.823327615780446,0.823327615780446,0.129136400322841,0.9118380162454457,0.7400018256037666,parent_b_only,-0.0,-0.0007164603837736649,0.01920923013240099,-0.03729771463173748,-0.012681320547335864,0.2,parent_b_only,-0.0,-0.0007164603837736649,0.01920923013240099,-0.03729771463173748,-0.012681320547335864,parent_a_only,0.021416000649333,-0.0,-0.00034121895423626304,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.0006300662003923208,0.2
(*)|(LOC_08_TouchFastEMA_Short==1)|(reg_atr_change_rate_ts_bot70==1&reg_compression_score_ts_band30_70==0),(*)|(LOC_08_TouchFastEMA_Short==1)|(reg_compression_score_ts_band30_70==0&reg_price_lt_ema200_ts_top60==1),0.827574409533089,0.8991935483870968,0.8991935483870968,0.38782608695652177,0.6888673618807317,0.8651084167787044,parent_b_only,0.002664800322989185,0.0029986270295921714,0.01848392505198717,0.16222891085948193,0.016426174033168227,1.0,parent_b_only,0.002664800322989185,0.0029986270295921714,0.01848392505198717,0.16222891085948193,0.016426174033168227,parent_a_only,0.019499599188566207,0.0014644132680669563,-3.305373827295885e-05,0.002664800322989185,False,keep_parent_b,composite_lost_to_parent,0.011594720743596553,0.8
(*)|(LOC_75_BelowInitialBalanceMid==1)|(reg_bollinger_band_width_ts_band30_70==1&reg_volatility_autocorr_48_ts_band30_70==0),(*)|(LOC_75_BelowInitialBalanceMid==1)|(reg_ema50_gt_ema200_ts_top70==0&reg_return_autocorr_48_ts_band20_80==1),0.827129378633524,0.715358361774744,0.715358361774744,0.23614240648940965,0.9447458393349876,0.8871774561375719,parent_b_only,-0.0,-0.001221998222899856,0.021414563432335852,-0.057063886768508515,-0.021006716209249925,0.0,parent_a_only,-0.0,-0.001709414937067777,0.02017989885061979,-0.08470879610059469,-0.016370590840396958,parent_b_only,0.021414563432335852,-0.0,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.0006226691068150104,0.4
(*)|(LOC_23_AtVWAP_Short==1)|(reg_atr_change_rate_ts_band40_60==0&reg_price_lt_ema200_ts_top20==1),(*)|(LOC_23_AtVWAP_Short==1)|(reg_bollinger_band_width_ts_band30_70==0&reg_return_autocorr_48_ts_top80==0&reg_trend_persistence_ts_top60==0),0.8270233405718386,0.7375487223906453,0.7375487223906453,0.3499794492396219,0.9802804219046454,0.8041691556986182,parent_a_only,0.0018777271097845517,0.0013953111512819305,0.020738908648490907,0.06727987354259657,0.027909194992700392,0.8,parent_a_only,0.0018777271097845517,0.0013953111512819305,0.020738908648490907,0.06727987354259657,0.027909194992700392,parent_b_only,0.020469344407320022,0.0,0.0018777271097845517,0.00011462762629019569,False,keep_parent_a,composite_lost_to_parent,0.0005404070834629238,1.0
(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_atr_change_rate_ts_top60==0&reg_bollinger_band_width_ts_band30_70==0&reg_compression_score_ts_top60==0&reg_price_lt_ema200_ts_band25_75==1&reg_return_autocorr_48_ts_top80==0),(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_bot70==1&reg_volatility_autocorr_48_ts_top20==1),0.8266324016308244,0.7673860911270983,0.7673860911270983,0.1737242128121607,0.9807975163887209,0.7482776228280558,parent_b_only,-0.0,-0.0006154889008030296,0.021209046244621277,-0.029020112158938818,-0.003179815256522116,0.2,parent_a_only,-0.0,-0.001406326808501035,0.020950318686664103,-0.06712675017188309,-0.014710269090358196,parent_b_only,0.021209046244621277,-0.0,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.000725510623306036,0.2
(*)|(LOC_170_NotTooExtendedAboveEMA==1)|(reg_trend_persistence_ts_bot80==1),(*)|(LOC_55_AboveLastSwingHigh==0)|(reg_atr_change_rate_ts_bot70==1&reg_bollinger_band_width_ts_top50==1&reg_price_lt_ema200_ts_top20==1&reg_return_autocorr_48_ts_top60==0&reg_volume_zscore_48h_ts_top80==1),0.8261290828483627,0.6603415559772297,0.6603415559772297,0.04698258404212231,0.9999683894919271,0.9159394632441256,parent_b_only,-0.0,-0.0007767151517327874,0.0208788126707077,-0.03720111694006881,-0.005191985463897106,0.2,parent_a_only,-0.0,-0.0007164603837736649,0.01920923013240099,-0.03729771463173748,-0.012681320547335864,parent_b_only,0.0208788126707077,-0.0,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.0007697490022110287,0.0
(*)|(LOC_74_AboveInitialBalanceMid==1)|(reg_bollinger_band_width_ts_band40_60==1&reg_return_autocorr_48_ts_bot50==0&reg_volume_zscore_48h_ts_bot50==0),(*)|(LOC_95_AbovePrevDayMid==1)|(reg_bollinger_band_width_ts_band30_70==1&reg_return_autocorr_48_ts_top50==1),0.8259373121820017,0.7864768683274022,0.7864768683274022,0.14694148936170212,0.9763693856278147,0.7164476229853058,parent_b_only,-0.0,-0.002865677667432465,0.019608377292752267,-0.14614557975134887,-0.043729340450994206,0.0,parent_a_only,-0.0,-0.006259731329919305,0.022826831415295602,-0.2742269049976353,-0.03759701892159011,parent_b_only,0.019608377292752267,-0.0,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.001433864200953394,0.2
(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_bollinger_band_width_ts_top70==0&reg_compression_score_ts_bot60==0&reg_volume_zscore_48h_ts_top80==0),(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_bot70==1&reg_volatility_autocorr_48_ts_top20==1),0.8257996834278213,0.7147192716236722,0.7147192716236722,0.24366270046559751,0.9683446028268979,0.8546905213963977,parent_b_only,-0.0,-0.0006154889008030296,0.021209046244621277,-0.029020112158938818,-0.003179815256522116,0.2,parent_b_only,-0.0,-0.0006154889008030296,0.021209046244621277,-0.029020112158938818,-0.003179815256522116,parent_a_only,0.01721025090664625,-0.0,-0.0003597787112072135,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.0002915638033300638,0.2
(*)|(LOC_40_UpperQuartileOfRange==1)|(reg_ema20_gt_ema50_ts_top20==1&reg_return_autocorr_48_ts_band25_75==1&reg_volume_zscore_48h_ts_bot80==0),(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_price_lt_ema200_ts_top80==0&reg_return_autocorr_48_ts_top60==0&reg_volume_zscore_48h_ts_top80==1),0.8257996342933535,0.6690777576853526,0.6690777576853526,0.4613466334164589,0.9982345568456003,0.9009771051250586,parent_a_only,0.006355849572870263,0.004660837817937136,0.02698470316827297,0.17272147812309735,0.036798258340172925,0.8,parent_a_only,0.006355849572870263,0.004660837817937136,0.02698470316827297,0.17272147812309735,0.036798258340172925,parent_b_only,0.02941766306757927,0.00219678764820155,0.006355849572870263,0.0032720722093865697,False,keep_parent_a,composite_lost_to_parent,0.004497980000451207,0.8
(*)|(LOC_56_BelowLastSwingLow==1)|(reg_compression_score_ts_bot60==1&reg_trend_persistence_ts_band25_75==0&reg_volume_zscore_48h_ts_top20==1),(*)|(LOC_56_BelowLastSwingLow==1)|(reg_return_autocorr_48_ts_bot50==0),0.8256196456481422,0.7055214723926381,0.7055214723926381,0.2561247216035635,0.9791533342377065,0.8575559312005723,parent_b_only,-0.0,-0.0019816560476707914,0.01620347922046979,-0.12229818181069244,-0.012633018593390688,0.0,parent_a_only,-0.0,-0.0034544437658041716,0.016190917696803808,-0.2133568850446384,-0.017375054140890196,parent_b_only,0.01620347922046979,-0.00021846093562683102,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.0008654325793031603,0.0
(*)|(LOC_03_BetweenFastMidEMA==1)|(reg_price_lt_ema200_ts_band25_75==0&reg_volatility_autocorr_48_ts_bot80==1&reg_volume_autocorr_48_ts_band40_60==0),(*)|(LOC_03_BetweenFastMidEMA==1)|(reg_trend_persistence_ts_band40_60==0),0.8245420336588845,0.7611940298507462,0.7611940298507462,0.17989417989417988,0.9764763738039807,0.7562472323394179,parent_b_only,0.0015421003216011845,0.003714394645066932,0.02303363662213087,0.16125958336505652,0.00956284451082951,0.8,parent_b_only,0.0015421003216011845,0.003714394645066932,0.02303363662213087,0.16125958336505652,0.00956284451082951,parent_a_only,0.019585463916882873,0.0003737708189558068,0.00013393189421092295,0.0015421003216011845,False,keep_parent_b,composite_lost_to_parent,0.0035403438843786715,0.6
(*)|(*)|(reg_bollinger_band_width_ts_top50==1&reg_compression_score_ts_band40_60==1&reg_ema20_gt_ema50_ts_band30_70==1&reg_volume_zscore_48h_ts_bot40==0),(*)|(LOC_170_NotTooExtendedAboveEMA==1)|(reg_compression_score_ts_band30_70==1&reg_ema20_gt_ema50_ts_band30_70==1),0.8244182649308129,0.745398773006135,0.745398773006135,0.13015532940546332,0.986987071616062,0.7715707823729343,parent_b_only,-0.0,-0.0034312302712351085,0.02071009762585163,-0.16567909689387622,-0.04305991184902633,0.0,parent_a_only,-0.0,-0.002175133244600147,0.022844436578452587,-0.09521500944574769,-0.017567854643683996,parent_b_only,0.02071009762585163,-0.0016186963386111695,-0.0,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.0022988202865235506,0.2
(*)|(LOC_113_AtBBLower==1)|(reg_return_autocorr_48_ts_bot40==0&reg_trend_persistence_ts_top20==1&reg_volume_zscore_48h_ts_band40_60==0),(*)|(LOC_113_AtBBLower==1)|(reg_return_autocorr_48_ts_top40==1&reg_volume_zscore_48h_ts_band30_70==0),0.8242745988882156,0.8305084745762712,0.8305084745762712,0.65625,0.714646372824831,0.9446074939257774,parent_b_only,0.0015172400106721925,0.0013563705142587423,0.015121638216078282,0.08969732610164972,0.016915108583646924,0.8,parent_b_only,0.0015172400106721925,0.0013563705142587423,0.015121638216078282,0.08969732610164972,0.016915108583646924,parent_a_only,0.01577236093580723,0.0004199481528906967,-0.0,0.0015172400106721925,False,keep_parent_b,composite_lost_to_parent,0.0005191921954974532,0.6
(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_atr_change_rate_ts_top40==0&reg_price_lt_ema200_ts_top60==0&reg_return_autocorr_48_ts_top30==1),(*)|(LOC_90_AbovePrevDayHigh==1)|(reg_price_lt_ema200_ts_bot80==1&reg_return_autocorr_48_ts_band25_75==1&reg_volatility_autocorr_48_ts_top80==0),0.8242673483439773,0.7203728362183754,0.7203728362183754,0.2959518599562363,0.973390268811617,0.832329965608893,parent_b_only,-0.0,-0.001364798756549135,0.022466665506362914,-0.06074772227158509,-0.007553377383395944,0.2,parent_b_only,-0.0,-0.001364798756549135,0.022466665506362914,-0.06074772227158509,-0.007553377383395944,parent_a_only,0.02393149584531784,-0.0,-5.1197094961647965e-05,-0.0,False,keep_parent_b,composite_lost_to_parent,-0.002966793137602508,0.0
