canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(loc_swing_range_pos_48>-0.41806707)|(range_expansion_ratio<=-0.28724885),2,2,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(dist_local_swing<=0.49999928&loc_prior_bar_pos_48<=-0.22569481&loc_swing_range_pos_24<=-0.039213423&zscore_price_200<=0.1978015)|(range_expansion_ratio>-0.28724885),5,5,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(dist_local_swing<=0.49999928&dist_prior_day_low<=-0.14814775&loc_prior_bar_pos_48>-0.22569481&loc_swing_range_pos_24<=-0.039213423&zscore_price_200<=0.1978015)|(range_expansion_ratio>-0.28724885),6,6,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(dist_local_swing<=0.49999928&dist_prior_day_low>-0.14814775&loc_prior_bar_pos_48>-0.22569481&loc_swing_range_pos_24<=-0.039213423&zscore_price_200<=0.1978015)|(range_expansion_ratio>-0.28724885),6,6,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(dist_local_swing<=0.49999928&loc_swing_range_pos_24>-0.039213423&loc_swing_range_pos_48<=0.020816293&zscore_price_200<=0.1978015)|(range_expansion_ratio>-0.28724885&realized_volatility_24h<=0.14316666),6,6,location|regime,volatility|volatility_term_structure,context,context|volatility|volatility_term_structure
(*)|(dist_local_swing<=0.49999928&loc_swing_range_pos_24>-0.039213423&loc_swing_range_pos_48>0.020816293&zscore_price_200<=0.1978015)|(range_expansion_ratio>-0.28724885&realized_volatility_24h<=0.14316666),6,6,location|regime,volatility|volatility_term_structure,context,context|volatility|volatility_term_structure
(*)|(dist_local_swing<=0.49999928&loc_swing_range_pos_24>-0.039213423&zscore_price_200<=0.1978015)|(range_expansion_ratio>-0.28724885&realized_volatility_24h>0.14316666),5,5,location|regime,volatility|volatility_term_structure,context,context|volatility|volatility_term_structure
(*)|(dist_local_swing<=0.49999928&loc_pivot_ladder_pos_24>0.21642748&zscore_price_200>0.1978015)|(range_expansion_ratio<=0.2779125&range_expansion_ratio>-0.28724885),5,5,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(dist_local_swing<=0.49999928&loc_pivot_ladder_pos_24>0.21642748&zscore_price_200>0.1978015)|(range_expansion_ratio>0.2779125),4,4,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(dist_range_mid_atr>-0.55014426&dist_rolling_7d_high<=-0.084930189&zscore_price_200<=-0.32984191)|(*),3,3,location,,context,context
(*)|(dist_rolling_7d_high<=-0.084930189&loc_vwap_dev_z_24<=-0.22810513&zscore_price_200>-0.32984191)|(atr_compression_ratio>-0.32482323),4,4,location|regime,volatility_term_structure,context|liquidity,context|liquidity|volatility_term_structure
(*)|(dist_rolling_7d_high<=-0.084930189&loc_pullback_depth_24<=-0.12896959&loc_vwap_dev_z_24>-0.22810513&zscore_price_200>-0.32984191)|(*),4,4,location,,context|liquidity|path_structure,context|liquidity|path_structure
(*)|(dist_rolling_7d_high<=-0.084930189&loc_pullback_depth_24>-0.12896959&loc_vwap_dev_z_24>-0.22810513&zscore_price_200>-0.32984191)|(*),4,4,location,,context|liquidity|path_structure,context|liquidity|path_structure
(*)|(dist_ema200_atr<=0.057555534&dist_rolling_7d_high>-0.084930189)|(volatility_ratio_short_long<=0.032605615),3,3,location|regime,volatility,context,context|volatility
(*)|(dist_ema200_atr>0.057555534&dist_rolling_7d_high>-0.084930189)|(ema50_slope>0.26948661&variance_ratio_10_48<=0.36900243),4,4,location|regime,trend|volatility,context,context|trend|volatility
(*)|(loc_bb_channel_pos_24<=-0.19914742&loc_initial_balance_pos_24<=-0.058558375&loc_prev_week_range_pos_48<=-0.18859163)|(ema20_slope_5h>-0.31972864),4,4,location|regime,trend,compression|context,compression|context|trend
(*)|(loc_initial_balance_pos_24<=-0.058558375&loc_prev_week_range_pos_48>-0.18859163)|(ema20_slope_5h>-0.31972864&realized_volatility_24h<=-0.13438287),4,4,location|regime,trend|volatility,context,context|trend|volatility
(*)|(loc_initial_balance_pos_24<=-0.058558375&loc_prev_week_range_pos_48>-0.18859163)|(ema20_slope_5h>-0.31972864&realized_volatility_24h>-0.13438287),4,4,location|regime,trend|volatility,context,context|trend|volatility
(*)|(dist_weekly_vwap<=0.12990616&loc_initial_balance_pos_24>-0.058558375)|(ema20_slope_5h>-0.31972864&ema_slope_norm<=0.10653269&up_down_return_mass_ratio_tanh<=0.08024735),5,5,location|regime,path_structure|trend,context,context|path_structure|trend
(*)|(loc_session_pos_48>-0.4638699)|(ema_slope_norm<=-0.31578848&volume_percentile<=-0.27310807),3,3,location|regime,liquidity|trend,context,context|liquidity|trend
