fold_id,seed,group,gain,split
0,42,location,132.84018,142.0
0,42,regime,88.39045,90.0
1,42,location,235.67119,282.0
1,42,regime,162.58296,171.0
2,42,location,55.502777,40.0
2,42,regime,33.834774,30.0
