feature_name,group,usage_count
zscore_price_200,location,41
dist_rolling_7d_high,location,37
dist_prior_day_low,location,35
dist_local_swing,location,34
loc_swing_range_pos_48,location,33
loc_ema_stack_pos_24,location,31
zscore_price_50,location,30
loc_initial_balance_pos_48,location,28
prior_range,regime,27
loc_pivot_ladder_pos_48,location,27
dist_ma100_atr,location,27
dist_range_mid_atr,location,24
loc_prev_day_range_pos_48,location,24
bars_since_ema20_ema50_cross_log_norm,regime,24
loc_range_pos_24,location,23
loc_bb_channel_pos_24,location,23
loc_swing_range_pos_24,location,22
loc_pullback_depth_24,location,22
range_expansion_ratio,regime,21
prior_volatility,regime,21
loc_session_pos_48,location,21
rolling_range_20,regime,21
loc_pullback_depth_48,location,20
ema50_slope,regime,20
loc_prev_day_range_pos_24,location,20
distance_to_ema,location,20
ema20_slope_5h,regime,20
dist_prior_day_high,location,20
volume_percentile,regime,19
direction_entropy_20,regime,19
loc_range_pos_48,location,19
pullback_depth,location,19
realized_volatility_24h,regime,19
dist_ema200_atr,location,18
loc_session_pos_24,location,18
volatility_ratio_short_long,regime,17
loc_prior_bar_pos_24,location,17
dist_weekly_vwap,location,17
loc_bb_channel_pos_48,location,16
bars_in_high_vol_state_log_norm,location,16
loc_vwap_dev_z_24,location,16
loc_prev_week_range_pos_24,location,16
loc_initial_balance_pos_24,location,15
compression_score,regime,15
bollinger_band_width,regime,14
trend_acceleration,regime,14
volume_zscore_48h,regime,14
loc_ema_stack_pos_48,location,14
bars_outside_ema20_atr_band_log_norm,regime,13
ema_slope_norm,regime,13
up_down_return_mass_ratio_tanh,regime,13
compression_ratio,regime,13
return_autocorr_48,regime,13
tail_asymmetry_q90_q10_atr_norm,regime,12
dist_ema20_atr,location,12
true_range_percentile,regime,12
atr_compression_ratio,regime,11
loc_prev_week_range_pos_48,location,11
loc_prior_bar_pos_48,location,10
volume_trend_48,regime,10
efficiency_ratio_20,regime,10
dist_vwap_atr,location,10
atr_percentile,regime,8
variance_ratio_10_48,regime,8
volume_autocorr_48,regime,8
loc_pivot_ladder_pos_24,location,7
choppiness_index_20,regime,5
dist_ema50_atr,location,5
up_down_semivol_ratio_tanh,regime,4
loc_vwap_dev_z_48,location,2
