symbol,rows,n_features,nan_cells,nan_pct_overall,leading_nan_cells,interior_nan_cells,trailing_nan_cells,all_nan_features,constant_features,features_with_interior_nan
AUCTION/USDT,21054,852,0,0.0,0,0,0,0,8,0
AVAX/USDC,18756,852,0,0.0,0,0,0,0,13,0
AVNT/USDT,5836,852,0,0.0,0,0,0,0,5,0
AXS/USDT,34988,852,0,0.0,0,0,0,0,4,0
BABY/USDT,9606,852,0,0.0,0,0,0,0,13,0
BANANA/USDT,15209,852,0,0.0,0,0,0,0,8,0
BANANAS31/USDT,9946,852,0,0.0,0,0,0,0,8,0
BANK/USDT,9289,852,0,0.0,0,0,0,0,12,0
BARD/USDT,5624,852,0,0.0,0,0,0,0,7,0
BB/USDT,17455,852,0,0.0,0,0,0,0,6,0
BCH/USDC,18396,852,0,0.0,0,0,0,0,19,0
BEAMX/USDT,21726,852,0,0.0,0,0,0,0,18,0
BERA/USDT,10996,852,0,0.0,0,0,0,0,6,0
BIGTIME/USDT,22589,852,0,0.0,0,0,0,0,6,0
BIO/USDC,6204,852,0,0.0,0,0,0,0,7,0
BLUR/USDT,26599,852,0,0.0,0,0,0,0,3,0
BMT/USDT,10062,852,0,0.0,0,0,0,0,13,0
BNB/USDC,20575,852,0,0.0,0,0,0,0,26,0
BOME/USDC,17892,852,0,0.0,0,0,0,0,15,0
BREV/USDT,3153,852,0,0.0,0,0,0,0,17,0
BTC/USDC,20575,852,0,0.0,0,0,0,0,25,0
C/USDT,7186,852,0,0.0,0,0,0,0,5,0
CAKE/USDT,22087,852,0,0.0,0,0,0,0,6,0
CATI/USDT,14336,852,0,0.0,0,0,0,0,9,0
CETUS/USDT,13205,852,0,0.0,0,0,0,0,9,0
CFX/USDT,28205,852,0,0.0,0,0,0,0,3,0
CGPT/USDT,12144,852,0,0.0,0,0,0,0,11,0
CHZ/USDT,34988,852,0,0.0,0,0,0,0,4,0
COMP/USDT,34988,852,0,0.0,0,0,0,0,13,0
COOKIE/USDT,11720,852,0,0.0,0,0,0,0,7,0
COTI/USDT,34988,852,0,0.0,0,0,0,0,6,0
COW/USDT,13206,852,0,0.0,0,0,0,0,5,0
CRV/USDC,16212,852,0,0.0,0,0,0,0,5,0
CVC/USDT,8627,852,0,0.0,0,0,0,0,19,0
CVX/USDT,6992,852,0,0.0,0,0,0,0,11,0
CYBER/USDT,23839,852,0,0.0,0,0,0,0,4,0
DASH/USDT,34988,852,0,0.0,0,0,0,0,12,0
DOGE/USDC,20241,852,0,0.0,0,0,0,0,5,0
DOGS/USDT,14935,852,0,0.0,0,0,0,0,11,0
DOLO/USDT,8992,852,0,0.0,0,0,0,0,8,0
DOT/USDT,34988,852,0,0.0,0,0,0,0,5,0
DYDX/USDT,34988,852,0,0.0,0,0,0,0,4,0
EDEN/USDT,5336,852,0,0.0,0,0,0,0,19,0
EGLD/USDT,34988,852,0,0.0,0,0,0,0,6,0
EIGEN/USDT,14077,852,0,0.0,0,0,0,0,4,0
ENA/USDC,17724,852,0,0.0,0,0,0,0,7,0
ENJ/USDT,34988,852,0,0.0,0,0,0,0,9,0
ENS/USDT,34988,852,0,0.0,0,0,0,0,6,0
ENSO/USDT,5002,852,0,0.0,0,0,0,0,5,0
EPIC/USDT,10163,852,0,0.0,0,0,0,0,5,0
ERA/USDT,7132,852,0,0.0,0,0,0,0,9,0
ETC/USDT,34988,852,0,0.0,0,0,0,0,11,0
ETH/USDC,20575,852,0,0.0,0,0,0,0,21,0
ETHFI/USDC,17724,852,0,0.0,0,0,0,0,9,0
EUL/USDT,5021,852,0,0.0,0,0,0,0,8,0
FET/USDT,29033,852,0,0.0,0,0,0,0,3,0
FF/USDT,5358,852,0,0.0,0,0,0,0,10,0
FIL/USDC,18060,852,0,0.0,0,0,0,0,6,0
FLUX/USDT,14748,852,0,0.0,0,0,0,0,7,0
FORM/USDT,10019,852,0,0.0,0,0,0,0,7,0
GALA/USDT,34988,852,0,0.0,0,0,0,0,5,0
GIGGLE/USDT,5122,852,0,0.0,0,0,0,0,12,0
GMT/USDT,34988,852,0,0.0,0,0,0,0,4,0
GMX/USDT,28277,852,0,0.0,0,0,0,0,7,0
GPS/USDT,10730,852,0,0.0,0,0,0,0,15,0
GRT/USDT,34988,852,0,0.0,0,0,0,0,6,0
GUN/USDT,9726,852,0,0.0,0,0,0,0,10,0
HAEDAL/USDT,8992,852,0,0.0,0,0,0,0,6,0
HBAR/USDC,10305,852,0,0.0,0,0,0,0,6,0
HEI/USDT,10834,852,0,0.0,0,0,0,0,7,0
HEMI/USDT,6111,852,0,0.0,0,0,0,0,18,0
HIVE/USDT,12080,852,0,0.0,0,0,0,0,10,0
HMSTR/USDT,14191,852,0,0.0,0,0,0,0,19,0
HOME/USDT,8024,852,0,0.0,0,0,0,0,21,0
HUMA/USDT,8382,852,0,0.0,0,0,0,0,17,0
HYPER/USDT,9198,852,0,0.0,0,0,0,0,8,0
ICP/USDT,31721,852,0,0.0,0,0,0,0,9,0
ILV/USDT,21891,852,0,0.0,0,0,0,0,10,0
IMX/USDT,34988,852,0,0.0,0,0,0,0,7,0
INIT/USDT,9349,852,0,0.0,0,0,0,0,7,0
INJ/USDT,32705,852,0,0.0,0,0,0,0,9,0
IO/USDT,16757,852,0,0.0,0,0,0,0,10,0
IOTA/USDT,34988,852,0,0.0,0,0,0,0,6,0
JTO/USDT,21225,852,0,0.0,0,0,0,0,7,0
JUP/USDT,19921,852,0,0.0,0,0,0,0,7,0
KAIA/USDT,12533,852,0,0.0,0,0,0,0,7,0
KAITO/USDC,10353,852,0,0.0,0,0,0,0,8,0
KAT/USDT,1670,852,0,0.0,0,0,0,0,17,0
KERNEL/USDT,9391,852,0,0.0,0,0,0,0,7,0
KITE/USDT,4641,852,0,0.0,0,0,0,0,14,0
KMNO/USDT,12144,852,0,0.0,0,0,0,0,12,0
LA/USDT,8146,852,0,0.0,0,0,0,0,7,0
LAYER/USDT,10876,852,0,0.0,0,0,0,0,10,0
LDO/USDT,31831,852,0,0.0,0,0,0,0,7,0
LINEA/USDT,6035,852,0,0.0,0,0,0,0,34,0
LINK/USDC,19547,852,0,0.0,0,0,0,0,14,0
LISTA/USDT,16543,852,0,0.0,0,0,0,0,13,0
LPT/USDT,34988,852,0,0.0,0,0,0,0,10,0
LSK/USDT,20069,852,0,0.0,0,0,0,0,6,0
LTC/USDC,18228,852,0,0.0,0,0,0,0,16,0
MAGIC/USDT,28840,852,0,0.0,0,0,0,0,6,0
MANTA/USDT,20237,852,0,0.0,0,0,0,0,8,0
MASK/USDT,34988,852,0,0.0,0,0,0,0,7,0
MAV/USDT,25111,852,0,0.0,0,0,0,0,8,0
ME/USDT,12386,852,0,0.0,0,0,0,0,8,0
MEGA/USDT,2407,852,0,0.0,0,0,0,0,9,0
MEME/USDT,22063,852,0,0.0,0,0,0,0,12,0
MET/USDT,5071,852,0,0.0,0,0,0,0,8,0
MINA/USDT,28520,852,0,0.0,0,0,0,0,6,0
MIRA/USDT,5431,852,0,0.0,0,0,0,0,11,0
MITO/USDT,6123,852,0,0.0,0,0,0,0,15,0
MMT/USDT,4495,852,0,0.0,0,0,0,0,14,0
MORPHO/USDT,12701,852,0,0.0,0,0,0,0,8,0
MOVE/USDT,12413,852,0,0.0,0,0,0,0,7,0
MUBARAK/USDT,10062,852,0,0.0,0,0,0,0,16,0
NEAR/USDC,18228,852,0,0.0,0,0,0,0,8,0
NEIRO/USDT,14432,852,0,0.0,0,0,0,0,15,0
NEO/USDC,18060,852,0,0.0,0,0,0,0,9,0
NEWT/USDT,7805,852,0,0.0,0,0,0,0,15,0
NIGHT/USDT,3632,852,0,0.0,0,0,0,0,30,0
NIL/USDT,9894,852,0,0.0,0,0,0,0,10,0
NOM/USDT,5315,852,0,0.0,0,0,0,0,11,0
NOT/USDT,17381,852,0,0.0,0,0,0,0,20,0
NXPC/USDT,8653,852,0,0.0,0,0,0,0,9,0
ONDO/USDT,20190,852,0,0.0,0,0,0,0,7,0
ONT/USDT,34988,852,0,0.0,0,0,0,0,6,0
OP/USDT,34541,852,0,0.0,0,0,0,0,6,0
OPN/USDT,1876,852,0,0.0,0,0,0,0,18,0
ORCA/USDT,12484,852,0,0.0,0,0,0,0,6,0
ORDI/USDC,19404,852,0,0.0,0,0,0,0,10,0
PARTI/USDT,9870,852,0,0.0,0,0,0,0,7,0
PAXG/USDT,9825,852,0,0.0,0,0,0,0,21,0
PENDLE/USDT,24425,852,0,0.0,0,0,0,0,6,0
PENGU/USDC,6996,852,0,0.0,0,0,0,0,31,0
PEOPLE/USDT,34988,852,0,0.0,0,0,0,0,9,0
PHA/USDT,11912,852,0,0.0,0,0,0,0,6,0
PIXEL/USDT,19468,852,0,0.0,0,0,0,0,6,0
PLUME/USDT,9966,852,0,0.0,0,0,0,0,15,0
PROVE/USDT,6674,852,0,0.0,0,0,0,0,10,0
PUMP/USDT,7308,852,0,0.0,0,0,0,0,30,0
PYTH/USDT,21605,852,0,0.0,0,0,0,0,7,0
QNT/USDT,31169,852,0,0.0,0,0,0,0,18,0
RARE/USDT,15198,852,0,0.0,0,0,0,0,7,0
RED/USDT,10323,852,0,0.0,0,0,0,0,8,0
RENDER/USDT,15681,852,0,0.0,0,0,0,0,10,0
RESOLV/USDT,8022,852,0,0.0,0,0,0,0,6,0
REZ/USDT,17765,852,0,0.0,0,0,0,0,14,0
ROBO/USDT,1739,852,0,0.0,0,0,0,0,33,0
ROSE/USDT,34988,852,0,0.0,0,0,0,0,13,0
RPL/USDT,14599,852,0,0.0,0,0,0,0,9,0
RSR/USDT,34988,852,0,0.0,0,0,0,0,8,0
RUNE/USDT,34988,852,0,0.0,0,0,0,0,7,0
RVN/USDT,34988,852,0,0.0,0,0,0,0,12,0
S/USDT,11505,852,0,0.0,0,0,0,0,8,0
SAGA/USDT,18273,852,0,0.0,0,0,0,0,8,0
SAHARA/USDT,7639,852,0,0.0,0,0,0,0,16,0
SAND/USDT,34988,852,0,0.0,0,0,0,0,6,0
SEI/USDT,23945,852,0,0.0,0,0,0,0,6,0
SENT/USDT,4255,852,0,0.0,0,0,0,0,15,0
SHELL/USDT,10730,852,0,0.0,0,0,0,0,10,0
SIGN/USDT,9056,852,0,0.0,0,0,0,0,9,0
SKL/USDT,34988,852,0,0.0,0,0,0,0,8,0
SKY/USDT,5844,852,0,0.0,0,0,0,0,30,0
SNX/USDT,34988,852,0,0.0,0,0,0,0,7,0
SOL/USDC,20575,852,0,0.0,0,0,0,0,21,0
SOLV/USDT,11479,852,0,0.0,0,0,0,0,15,0
SOMI/USDT,6202,852,0,0.0,0,0,0,0,8,0
SOPH/USDT,8334,852,0,0.0,0,0,0,0,22,0
SPK/USDT,7858,852,0,0.0,0,0,0,0,8,0
SSV/USDT,28111,852,0,0.0,0,0,0,0,13,0
STEEM/USDT,21941,852,0,0.0,0,0,0,0,6,0
STO/USDT,9437,852,0,0.0,0,0,0,0,6,0
STRK/USDT,19442,852,0,0.0,0,0,0,0,8,0
STX/USDT,28181,852,0,0.0,0,0,0,0,7,0
SUI/USDC,19740,852,0,0.0,0,0,0,0,7,0
SUSHI/USDT,34988,852,0,0.0,0,0,0,0,6,0
SXT/USDT,8963,852,0,0.0,0,0,0,0,12,0
SYN/USDT,15175,852,0,0.0,0,0,0,0,9,0
SYRUP/USDT,8843,852,0,0.0,0,0,0,0,11,0
T/USDT,28662,852,0,0.0,0,0,0,0,10,0
TAO/USDT,18221,852,0,0.0,0,0,0,0,14,0
THE/USDT,12703,852,0,0.0,0,0,0,0,9,0
THETA/USDT,34988,852,0,0.0,0,0,0,0,7,0
TIA/USDC,17892,852,0,0.0,0,0,0,0,7,0
TLM/USDT,27295,852,0,0.0,0,0,0,0,18,0
TNSR/USDT,18290,852,0,0.0,0,0,0,0,10,0
TON/USDT,19207,852,0,0.0,0,0,0,0,8,0
TOWNS/USDT,6677,852,0,0.0,0,0,0,0,16,0
TRB/USDT,34988,852,0,0.0,0,0,0,0,10,0
TREE/USDT,6845,852,0,0.0,0,0,0,0,14,0
TRUMP/USDC,10329,852,0,0.0,0,0,0,0,10,0
TRX/USDT,34988,852,0,0.0,0,0,0,0,7,0
TST/USDT,10926,852,0,0.0,0,0,0,0,9,0
TURBO/USDT,17044,852,0,0.0,0,0,0,0,15,0
TURTLE/USDT,4804,852,0,0.0,0,0,0,0,18,0
TUT/USDT,9994,852,0,0.0,0,0,0,0,9,0
TWT/USDT,22061,852,0,0.0,0,0,0,0,9,0
UMA/USDT,26311,852,0,0.0,0,0,0,0,7,0
UNI/USDC,7883,852,0,0.0,0,0,0,0,11,0
USUAL/USDT,12198,852,0,0.0,0,0,0,0,14,0
VANA/USDT,12246,852,0,0.0,0,0,0,0,10,0
VANRY/USDT,18914,852,0,0.0,0,0,0,0,10,0
VELODROME/USDT,12315,852,0,0.0,0,0,0,0,17,0
VET/USDT,34988,852,0,0.0,0,0,0,0,9,0
VIRTUAL/USDT,12391,852,0,0.0,0,0,0,0,7,0
W/USDT,18412,852,0,0.0,0,0,0,0,8,0
WAL/USDT,9820,852,0,0.0,0,0,0,0,9,0
WCT/USDT,9368,852,0,0.0,0,0,0,0,9,0
WIF/USDC,18396,852,0,0.0,0,0,0,0,6,0
WLD/USDC,18900,852,0,0.0,0,0,0,0,7,0
WLFI/USDC,5867,852,0,0.0,0,0,0,0,13,0
XAI/USDT,20453,852,0,0.0,0,0,0,0,7,0
XLM/USDT,34988,852,0,0.0,0,0,0,0,7,0
XPL/USDT,6274,852,0,0.0,0,0,0,0,8,0
XRP/USDC,20575,852,0,0.0,0,0,0,0,8,0
XTZ/USDT,34988,852,0,0.0,0,0,0,0,7,0
YB/USDT,5093,852,0,0.0,0,0,0,0,13,0
YGG/USDT,24232,852,0,0.0,0,0,0,0,9,0
ZAMA/USDT,2914,852,0,0.0,0,0,0,0,22,0
ZBT/USDT,4928,852,0,0.0,0,0,0,0,8,0
ZEC/USDC,4137,852,0,0.0,0,0,0,0,21,0
ZEN/USDT,34988,852,0,0.0,0,0,0,0,10,0
ZK/USDT,16616,852,0,0.0,0,0,0,0,9,0
ZKC/USDT,5693,852,0,0.0,0,0,0,0,10,0
ZKP/USDT,3369,852,0,0.0,0,0,0,0,14,0
ZORA/USDT,6944,852,0,0.0,0,0,0,0,67,0
ZRO/USDC,16541,852,0,0.0,0,0,0,0,8,0
ZRX/USDT,34989,852,0,0.0,0,0,0,0,32,0
