feature_name,group,usage_count
reg_volatility_autocorr_48_ts_band40_60,regime,1357
reg_volatility_autocorr_48_ts_top70,regime,1062
reg_volatility_autocorr_48_ts_top30,regime,1045
reg_volatility_autocorr_48_ts_band25_75,regime,803
reg_volatility_autocorr_48_ts_bot60,regime,587
reg_volatility_autocorr_48_ts_top40,regime,570
reg_volatility_autocorr_48_ts_bot20,regime,441
reg_volatility_autocorr_48_ts_top80,regime,380
reg_volatility_autocorr_48_ts_band30_70,regime,313
reg_volatility_autocorr_48_ts_top60,regime,282
reg_volatility_autocorr_48_ts_top50,regime,232
reg_volatility_autocorr_48_ts_bot40,regime,213
reg_volatility_autocorr_48_ts_top20,regime,204
reg_volatility_autocorr_48_ts_bot50,regime,142
reg_volatility_autocorr_48_ts_bot30,regime,139
reg_volatility_autocorr_48_ts_bot70,regime,138
reg_volatility_autocorr_48_ts_bot80,regime,82
reg_volatility_autocorr_48_ts_band20_80,regime,60
