canonical_key,trigger,location,regime,mean_net_ret,directional_mean_ret,std_net_ret,mean_within_fold_std,mean_support_pct,std_support_pct,presence_freq,presence_freq_units,sign_consistency,min_support_actual,mean_uplift,mean_baseline_ret,mean_oos_ic,p25_oos_ic,p50_oos_ic,p75_oos_ic,mean_delta_ic,positive_ic_fraction,mean_ic,ic_tstat,ic_sign_consistency,decile_spread_sharpe,mask_ic_uplift,regression_beta,regression_slope_fit,learnability_step_c_score,trade_path_quality_score,quality_stability_score,path_smoothness_term,path_survivability_term,path_stability_term,path_realized_profit_consistency_term,path_trajectory_smoothness_term,full_quality_score,composite_score,required_hurdle,hurdle_excess,n_folds,discovery_count,n_instances,display_arity,structural_depth,pipeline_stage,parent_context_key,side,rule_type,accepted,rejection_reason,preset,min_support_actual_pct,within_mask_ic,delta_within_mask_ic,entropy_reduction,support_objective_score,source_target,source_horizon,composite_score_step1,support_score,diversity_score,stage_b_score,stage_b_rejection_reason,top10_mean_ret,top10_net_ret,rule_type_class,production_classification,classification_diagnostics,rule_gain_score,rule_split_score,rule_model_importance_score,preset,is_too_narrow,is_too_broad,comp_bonus,pruner_rank_score,within_leaf_mean_ic,within_leaf_positive_ic_fraction,within_leaf_mean_top_quantile_spread,within_leaf_mean_edge_uplift,within_leaf_hit_lift,within_leaf_valid_folds,within_leaf_future_edge_learnability_score,learnability_definition,leaf_reconstructability_score,stage_c_rejection_reason
(*)|(loc_prev_day_range_pos_24<=0.47353289)|(prior_range>0.31120545&range_24h_pct>0.054127458),*,loc_prev_day_range_pos_24<=0.47353289,prior_range>0.31120545&range_24h_pct>0.054127458,0.0018776933662593364,0.0018776933662593364,0.0033093064860847897,0.029042164981365203,0.12232610568494866,0.032997019437627874,1.0,1.0,0.523,526,,,0.021497637818326552,0.00233409215973364,0.03234860533041635,0.06119028373397413,,0.8,0.10019862182593572,3.4889947389414497,1.0,0.2121556892991066,0.10917599643537741,1.0734810173511504,0.3981237403611342,0.29518177960009623,3.1250000000000013e-07,0.007435597081645932,0.01826037247194702,0.01,0.01,0.01,0.02274714969098568,0.005904484186806709,0.005904484186806709,7.000500479756564e-05,0.0018076883614617707,5,1,1,3,3,stage_a_context,,short,3-way,False,b_sign_consistency_too_low,production,0.0798,0.10019862182593572,0.10917599643537741,-0.17159566879272461,1.0,primary_target,0,,0.9850261918357124,,0.45155705178623307,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0018776933662593364, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 526, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,1.0000324442708404,production,False,False,0.3,1.0000324442708404,0.006759081239089698,0.6,0.0009406209687645526,0.00011961355106198659,-0.019241501887616363,5,0.29518177960009623,within_leaf_future_edge,0.5649824817087197,
(*)|(dist_prior_day_high>0.047985181&dist_rolling_7d_high<=0.28374529)|(asset_atr_level_pct>0.29812488&compression_score>-0.52086693),*,dist_prior_day_high>0.047985181&dist_rolling_7d_high<=0.28374529,asset_atr_level_pct>0.29812488&compression_score>-0.52086693,0.0019914586591767147,0.0019914586591767147,0.002470334120327567,0.027439381554722787,0.1346720811419985,0.03167185747421608,1.0,1.0,0.5266331658291458,366,,,0.029661857751104435,0.01785803664397426,0.03534008233654015,0.03967403246243149,,0.8,0.06298589559895695,3.1050981704037466,1.0,0.08063422068953514,0.0719632702083986,0.45425277948379517,0.32031986661718237,0.21740453223685402,3.1250000000000013e-07,0.0056150111339769975,0.015358324973584608,0.01,0.01,0.01,0.025693221017718315,0.005506066473521198,0.005506066473521198,9.004209711912785e-05,0.0019014165620575868,5,1,1,4,4,stage_a_context,,short,4-way,False,b_sign_consistency_too_low,production,0.09166040570999248,0.06298589559895695,0.0719632702083986,-0.12559423446655274,1.0,primary_target,0,,0.9458363456048084,,0.4593097706742263,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0019914586591767147, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 366, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.7990003068351592,production,False,False,0.1,0.7990003068351592,-0.011572680333127439,0.4,0.000715037982307197,0.00046112544934116833,-0.016674767441553183,5,0.21740453223685402,within_leaf_future_edge,0.45194365128639696,
(*)|(dist_prior_day_high>0.040257681)|(atr_compression_ratio>0.47199813&oi_value_log_1d_robust_z>-0.58578795),*,dist_prior_day_high>0.040257681,atr_compression_ratio>0.47199813&oi_value_log_1d_robust_z>-0.58578795,0.002420274568430614,0.002420274568430614,0.0026472370530517273,0.0296091441065073,0.1294120736288505,0.014048993592294095,1.0,1.0,0.5005005005005005,480,,,0.031219844882864535,0.025620764954617483,0.02739122071206195,0.06773578758250696,,0.8,0.061389153607762315,1.7009486896859045,0.8,0.11052174379437929,0.07036652821720397,0.44892983324825764,0.25889851799275637,0.17863947048535622,3.1250000000000013e-07,0.006501916419115853,0.01709755647434284,0.01,0.01,0.01,0.028115494176745415,0.005452566128847482,0.005452566128847482,7.000681323779723e-05,0.0023502677551928168,5,1,1,3,3,stage_a_context,,short,3-way,False,b_sign_consistency_too_low,production,0.11145,0.061389153607762315,0.07036652821720397,-0.17875070571899415,1.0,primary_target,0,,0.9752923876784372,,0.4922565557993064,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002420274568430614, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 480, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.8216197184529153,production,False,False,0.3,0.8216197184529153,0.002094776593817513,0.4,-1.491903695366244e-05,0.0005264097159384878,-0.005064587004944587,5,0.17863947048535622,within_leaf_future_edge,0.42826162411467084,
(*)|(dist_rolling_7d_high<=0.24986687&zscore_price_200<=0.48923838)|(rolling_range_20>-0.16805959&variance_ratio_10_48>-0.5192889),*,dist_rolling_7d_high<=0.24986687&zscore_price_200<=0.48923838,rolling_range_20>-0.16805959&variance_ratio_10_48>-0.5192889,0.001982776075601578,0.001982776075601578,0.0015372784598987866,0.02261328250169754,0.13288522163786626,0.020400721392379147,1.0,1.0,0.5055055055055055,630,,,0.0416875430779209,0.03681378084134402,0.054516441782553236,0.056120671627647625,,0.8,0.06586591061156773,1.368678107987449,0.8,0.1382434770464897,0.07484328522100939,0.3277206659317017,0.306688694755555,0.0,3.1250000000000013e-07,0.0009529349056644177,0.011126610394832722,0.01,0.01,0.01,0.023455381393432617,0.005421821696150763,0.005421821696150763,9.002797952412523e-05,0.0018927480960774525,5,1,1,4,4,stage_a_context,,short,4-way,False,b_sign_consistency_too_low,production,0.10235,0.06586591061156773,0.07484328522100939,0.06617345809936523,1.0,primary_target,0,,0.955842758827949,,0.4821526678683431,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.001982776075601578, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 630, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.9576317787718401,production,False,False,0.1,0.9576317787718401,-0.031204336944489163,0.4,-0.0006859441310434645,-0.00021878737068128156,-0.036033893700599784,5,0.0,within_leaf_future_edge,0.44308242736192627,
(*)|(bars_in_high_vol_state_log_norm>0.70405531)|(log_oi_to_volume_1d<=1.9581066&price_rv_7d_robust_z>-1.2890067),*,bars_in_high_vol_state_log_norm>0.70405531,log_oi_to_volume_1d<=1.9581066&price_rv_7d_robust_z>-1.2890067,0.002265249885385856,0.002265249885385856,0.001189690424818013,0.03381083756685257,0.11039171550212871,0.036550398001811805,1.0,1.0,0.5130260521042084,590,,,0.03429998892715963,0.025448693962251467,0.0344981807235732,0.05426409219381172,,0.8,0.04873939566046711,1.804138726264307,1.0,0.0652699325233698,0.05771677026990877,0.30319611057639123,0.25656112485947746,0.0,3.1250000000000013e-07,0.0028884030048135848,0.01,0.01,0.01,0.01,0.033783264458179474,0.005317982722677774,0.005317982722677774,7.014938138317952e-05,0.0021951005040026766,5,1,1,3,3,stage_a_context,,short,3-way,False,b_sign_consistency_too_low,production,0.06555,0.04873939566046711,0.05771677026990877,-0.2734628677368164,1.0,primary_target,0,,0.9181936068119207,,0.48604794176561716,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002265249885385856, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 590, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.7147086647106191,production,False,False,0.3,0.7147086647106191,0.0051543539666713215,0.6,-0.0014025973404601156,-0.0012949437468891577,-0.00957021760310246,5,0.0,within_leaf_future_edge,0.3996415673816999,
(*)|(dist_prior_day_high>0.027461262&zscore_price_200>-1.2788564)|(prior_range>0.47483817),*,dist_prior_day_high>0.027461262&zscore_price_200>-1.2788564,prior_range>0.47483817,0.002003908553160727,0.002003908553160727,0.002321716762373567,0.03403889536857605,0.10297314049586777,0.041771282710560464,1.0,1.0,0.528,264,,,0.025021503397724576,0.008087390896119834,0.03434509475316793,0.03677373497976056,,0.8,0.028945549070678433,1.3874620188412556,0.8,0.07555713951587677,0.037922923680120096,0.393963822722435,0.22042354588102486,0.0,3.1250000000000013e-07,0.007017818584839456,0.01927027562851356,0.01,0.01,0.01,0.02867577038705349,0.005063032056674073,0.005063032056674073,7.033962777773035e-05,0.0019335689253829965,5,1,1,3,3,stage_a_context,,short,3-way,False,b_sign_consistency_too_low,production,0.06611570247933884,0.028945549070678433,0.037922923680120096,-0.2926521301269531,1.0,primary_target,0,,0.8766495867768596,,0.45220755598362516,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002003908553160727, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 264, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,1.0000172923267343,production,False,False,0.3,1.0000172923267343,-0.01032908036215131,0.6,-0.0026874087520228048,-0.0013833960778084548,-0.01322685351655949,5,0.0,within_leaf_future_edge,0.354374207150986,
(*)|(dist_rolling_7d_high<=0.2194715&loc_prev_week_range_pos_48<=0.57856256)|(amihud_illiq<=0.41718054&rolling_range_20>-0.2520484),*,dist_rolling_7d_high<=0.2194715&loc_prev_week_range_pos_48<=0.57856256,amihud_illiq<=0.41718054&rolling_range_20>-0.2520484,0.0017667294938291888,0.0017667294938291888,0.0012654448598799477,0.02357260212302208,0.1109875957926371,0.0135912532412784,1.0,1.0,0.529,543,,,0.033694930084685305,0.016413785632406013,0.03841915215487001,0.04516321047999207,,0.8,0.04234156433545022,1.7213392114436903,0.6,0.0751135521568358,0.05131893894489188,0.2252441167831421,0.18148326403323511,0.2196214812797251,3.1250000000000013e-07,0.0034629540937027117,0.013491707782427363,0.01,0.01,0.01,0.0232137655839324,0.005012432478928192,0.005012432478928192,9.017671272450348e-05,0.0016765527811046853,5,1,1,4,4,stage_a_context,,short,4-way,False,b_sign_consistency_too_low,production,0.09465,0.04234156433545022,0.05131893894489188,0.009052181243896484,1.0,primary_target,0,,0.9215305364387678,,0.45221519270703725,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0017667294938291888, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 543, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.8198018147756794,production,False,False,0.1,0.8198018147756794,0.01363764612476479,0.4,0.0004746740530055537,-9.511538446395065e-05,0.003842326229947701,5,0.2196214812797251,within_leaf_future_edge,0.35859799819990307,
(*)|(*)|(asset_atr_level_pct>0.79501379&oi_rank>0.56696427),*,*,asset_atr_level_pct>0.79501379&oi_rank>0.56696427,0.002907779940869659,0.002907779940869659,0.0020717582974873303,0.035389583185315134,0.10824998497370397,0.050661065298619475,1.0,1.0,0.5251004016064257,228,,,0.040516400463358415,0.04368522039682816,0.0476142933100462,0.049469418009201786,,1.0,0.033426006276655686,0.7083706949133051,0.6,0.03298876322805881,0.04240338088609734,0.13287661075592042,0.060831535376646595,0.0,3.1250000000000013e-07,0.007749662832814516,0.01462409811853648,0.01,0.01,0.01,0.04471440613269806,0.004520414988090046,0.004520414988090046,8.523847855287399e-05,0.002822541462316785,5,1,1,2,2,stage_a_context,,short,2-way,False,b_sign_consistency_too_low,production,0.05709992486851991,0.033426006276655686,0.04240338088609734,-0.29038076400756835,1.0,primary_target,0,,0.9061999158527423,,0.53417063293992,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002907779940869659, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 228, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.6045036927484048,production,False,False,0.15,0.6045036927484048,-0.03370578270134216,0.6,-0.00565425202270754,-0.0038434181194163556,-0.029870586883209406,5,0.0,within_leaf_future_edge,0.23437329095900183,
(*)|(dist_ema200_atr>-0.033351555&dist_prior_day_high>0.043078993)|(price_rv_10d_robust_z>0.23050037),*,dist_ema200_atr>-0.033351555&dist_prior_day_high>0.043078993,price_rv_10d_robust_z>0.23050037,0.0020860302698565646,0.0020860302698565646,0.0025571069700553914,0.031804346665740016,0.10162269471575255,0.033796898199672104,1.0,1.0,0.5545545545545546,373,,,0.03212834213611536,0.009163175920008688,0.03030292981694995,0.07028004395342197,,0.8,0.020006060471631244,0.6991001385844509,0.8,0.019835277646780013,0.0289834350810729,0.35120254158973696,0.11774129312122579,0.4673123021902972,3.1250000000000013e-07,0.005104564044178525,0.014105997315957472,0.01,0.01,0.01,0.03942454606294632,0.004354673837620801,0.004354673837620801,7.038254888164702e-05,0.0020156477209749175,5,1,1,3,3,stage_a_context,,short,3-way,False,b_sign_consistency_too_low,production,0.06145,0.020006060471631244,0.0289834350810729,-0.24088649749755858,1.0,primary_target,0,,0.8690870904082142,,0.4726953942650977,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0020860302698565646, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 373, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,1.0000137945302023,production,False,False,0.3,1.0000137945302023,0.03989688310301089,0.8,0.0004130212621227038,0.0004557351671765148,0.042951807857154654,5,0.4673123021902972,within_leaf_future_edge,0.2212904760496647,
(*)|(dist_prior_day_high>0.047177177&zscore_price_200>-1.1806728)|(up_down_semivol_ratio_tanh>-1.0289017),*,dist_prior_day_high>0.047177177&zscore_price_200>-1.1806728,up_down_semivol_ratio_tanh>-1.0289017,0.0018132365599740296,0.0018132365599740296,0.0023831821143034514,0.02970726937055588,0.12003655897821186,0.03358614626249907,1.0,1.0,0.5460921843687375,303,,,0.03143725343548624,0.01117471634982557,0.028086411384637026,0.03850356723923657,,0.8,0.01246889546594908,0.4350045198400651,0.6,0.01388085214421153,0.02144627007539074,0.00797922033816576,0.221257522664048,0.5017742691166354,3.1250000000000013e-07,0.005727869685849497,0.019007393781343824,0.01,0.01,0.01,0.025661498308181763,0.00397611829048441,0.00397611829048441,7.001724502274374e-05,0.0017432193149512858,5,1,1,3,3,stage_a_context,,short,3-way,False,b_sign_consistency_too_low,production,0.07588279489105935,0.01246889546594908,0.02144627007539074,-0.2066653251647949,1.0,primary_target,0,,0.9722047302779864,,0.46490126353399547,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0018132365599740296, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 303, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,1.000006819384357,production,False,False,0.3,1.000006819384357,0.01929611290049767,0.8,0.0017486999736961006,0.0007667443382429588,0.006635370113054229,5,0.5017742691166354,within_leaf_future_edge,0.18014788192077513,
