fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon
0,42,399,0.002831461002300837,6,64,6000,quantile,0.35,quantile,quantile,returns_target,5
1,42,96,0.0024945602051701984,6,64,6000,quantile,0.35,quantile,quantile,returns_target,5
2,42,32,0.0026827388268481646,6,64,6000,quantile,0.35,quantile,quantile,returns_target,5
3,42,774,0.002070784697400734,6,64,6000,quantile,0.35,quantile,quantile,returns_target,5
4,42,262,0.0019249910459276818,6,64,6000,quantile,0.35,quantile,quantile,returns_target,5
