families_combo,count
context|open_interest,128
compression|context,87
context,80
asset_state|context,74
context|open_interest|perp_tradeability,60
context|open_interest|path_structure,57
asset_state|context|open_interest,55
open_interest|perp_tradeability,50
compression|context|open_interest,43
open_interest,42
context|perp_tradeability,42
compression|context|perp_tradeability,37
compression|context|path_structure,35
asset_state|open_interest,34
context|open_interest_location,34
asset_state|compression|context,32
context|open_interest|open_interest_location,32
context|path_structure,32
open_interest|path_structure,29
compression|open_interest,28
asset_state,28
compression|context|open_interest|perp_tradeability,25
compression|open_interest|perp_tradeability,24
context|open_interest|path_structure|perp_tradeability,24
open_interest|path_structure|perp_tradeability,21
compression|open_interest|path_structure,20
asset_state|context|path_structure,20
open_interest|open_interest_location,19
asset_state|context|perp_tradeability,19
compression|context|open_interest|path_structure,19
compression|path_structure,18
context|momentum|open_interest,18
context|volatility_term_structure,17
context|open_interest|open_interest_location|perp_tradeability,17
context|open_interest|volatility_term_structure,16
context|open_interest|residual,16
asset_state|context|open_interest|path_structure,15
asset_state|open_interest|path_structure,15
context|funding|open_interest,15
context|path_structure|perp_tradeability,15
compression|context|path_structure|perp_tradeability,14
asset_state|compression|context|open_interest,13
perp_tradeability,12
context|crowding,12
compression|context|open_interest|open_interest_location,12
asset_state|open_interest|perp_tradeability,12
asset_state|compression,11
liquidity|open_interest,11
open_interest|open_interest_location|path_structure,11
asset_state|context|open_interest|perp_tradeability,11
open_interest|open_interest_location|perp_tradeability,10
context|open_interest|open_interest_location|path_structure,10
asset_state|perp_tradeability,10
context|open_interest|trend,10
asset_state|context|open_interest_location,10
compression|context|open_interest_location,10
context|open_interest|perp_tradeability|volatility_term_structure,9
context|open_interest_location|path_structure,9
compression,9
compression|context|momentum|open_interest,9
asset_state|compression|open_interest,9
context|trend,9
asset_state|compression|open_interest|perp_tradeability,8
path_structure,8
asset_state|context|volatility_term_structure,8
compression|open_interest|residual,8
compression|perp_tradeability,8
context|momentum,8
asset_state|context|open_interest|volatility_term_structure,8
funding|open_interest,8
compression|context|open_interest|volatility_term_structure,8
context|open_interest_location|volatility_term_structure,8
context|momentum|open_interest|path_structure,7
context|open_interest|perp_tradeability|trend,7
compression|context|momentum,7
context|liquidity|open_interest|perp_tradeability,7
asset_state|context|open_interest|open_interest_location|path_structure,7
asset_state|compression|context|path_structure,7
context|open_interest|volatility,7
path_structure|perp_tradeability,7
compression|open_interest|open_interest_location|perp_tradeability,7
context|open_interest_location|perp_tradeability,7
compression|open_interest|path_structure|perp_tradeability,7
context|path_structure|residual,7
context|liquidity|path_structure,7
context|momentum|path_structure,6
asset_state|open_interest|residual,6
context|volatility,6
context|momentum|open_interest|open_interest_location,6
asset_state|context|path_structure|perp_tradeability,6
open_interest|residual,6
context|path_structure|volatility_term_structure,6
compression|context|open_interest|residual,6
open_interest|perp_tradeability|volatility_term_structure,6
context|funding|path_structure,6
open_interest_location|path_structure,6
open_interest|volatility_term_structure,6
context|funding|momentum|open_interest,6
context|crowding|open_interest,6
compression|context|open_interest_location|perp_tradeability,6
context|liquidity|open_interest,6
compression|context|open_interest|path_structure|perp_tradeability,6
open_interest|perp_tradeability|residual,6
compression|open_interest_location|perp_tradeability,5
asset_state|open_interest_location|path_structure,5
compression|context|volatility_term_structure,5
compression|open_interest|open_interest_location,5
asset_state|context|volatility,5
open_interest|open_interest_location|path_structure|perp_tradeability,5
momentum,5
context|momentum|open_interest|perp_tradeability,5
context|perp_tradeability|volatility_term_structure,5
asset_state|context|open_interest_location|perp_tradeability,5
asset_state|context|crowding|open_interest,5
asset_state|compression|path_structure,5
open_interest_location|path_structure|perp_tradeability,5
asset_state|context|open_interest|trend,5
asset_relative_funding|context|open_interest,5
context|liquidity|perp_tradeability,5
asset_state|context|open_interest|open_interest_location,5
perp_tradeability|volatility_term_structure,5
asset_state|context|open_interest|open_interest_location|perp_tradeability,5
liquidity|open_interest|path_structure,5
compression|funding|open_interest,5
volatility,5
open_interest|path_structure|volatility_term_structure,5
asset_state|context|momentum,5
compression|trend,5
context|funding,5
compression|context|trend,5
context|momentum|perp_tradeability,5
context|perp_tradeability|residual,5
context|momentum|path_structure|perp_tradeability,5
compression|momentum|open_interest,5
context|residual,5
liquidity|open_interest|path_structure|perp_tradeability,4
compression|open_interest|path_structure|residual,4
context|crowding|path_structure,4
funding|path_structure,4
context|open_interest_location|path_structure|perp_tradeability,4
asset_state|compression|context|perp_tradeability,4
asset_state|context|liquidity,4
context|open_interest|open_interest_location|volatility_term_structure,4
context|path_structure|perp_tradeability|volatility_term_structure,4
asset_state|open_interest|open_interest_location,4
asset_state|compression|context|residual,4
crowding|open_interest,4
open_interest|path_structure|residual,4
compression|open_interest_location,4
compression|crowding|open_interest,4
liquidity|open_interest|perp_tradeability,4
asset_state|compression|trend,4
asset_state|funding|perp_tradeability,4
context|open_interest|perp_tradeability|volatility,4
context|funding|liquidity,4
compression|context|funding,4
context|open_interest|path_structure|trend,4
momentum|open_interest|open_interest_location|perp_tradeability,4
compression|context|open_interest_location|path_structure,4
perp_tradeability|residual,4
context|liquidity|open_interest|residual,4
compression|path_structure|perp_tradeability,4
funding|open_interest|path_structure|perp_tradeability,4
path_structure|perp_tradeability|residual,4
context|liquidity|momentum,4
compression|context|liquidity|open_interest,4
compression|context|crowding,4
asset_relative_funding|open_interest|perp_tradeability,4
context|liquidity|open_interest_location,4
open_interest_location,4
momentum|open_interest|path_structure|perp_tradeability,4
asset_state|context|open_interest_location|path_structure,4
compression|context|liquidity,4
context|perp_tradeability|trend,4
compression|context|path_structure|volatility_term_structure,4
asset_state|compression|perp_tradeability,4
compression|context|perp_tradeability|volatility_term_structure,4
asset_state|context|perp_tradeability|residual,3
compression|momentum,3
context|funding|open_interest|perp_tradeability,3
compression|liquidity|open_interest,3
asset_state|open_interest|open_interest_location|path_structure,3
context|open_interest_location|residual,3
compression|context|liquidity|open_interest_location,3
funding|open_interest|path_structure,3
context|liquidity,3
compression|open_interest|perp_tradeability|residual,3
asset_relative_funding|context|open_interest|perp_tradeability,3
liquidity|path_structure,3
context|momentum|trend,3
compression|context|funding|open_interest|trend,3
funding|liquidity|perp_tradeability,3
asset_state|context|open_interest|path_structure|perp_tradeability,3
compression|context|open_interest|trend,3
liquidity|open_interest|perp_tradeability|residual,3
context|open_interest|open_interest_location|path_structure|perp_tradeability,3
context|funding|perp_tradeability,3
perp_tradeability|volatility,3
crowding|funding|open_interest,3
context|open_interest|path_structure|residual,3
compression|context|momentum|open_interest|perp_tradeability,3
asset_relative_funding|crowding|open_interest,3
compression|context|funding|liquidity,3
context|crowding|trend,3
context|momentum|open_interest|volatility_term_structure,3
context|open_interest_location|path_structure|volatility_term_structure,3
funding|open_interest|perp_tradeability,3
asset_state|compression|open_interest|trend,3
compression|context|residual,3
compression|open_interest_location|path_structure,3
context|crowding|open_interest|path_structure,3
asset_state|context|funding|momentum|open_interest,3
compression|momentum|open_interest|path_structure,3
open_interest|perp_tradeability|volatility,3
liquidity|path_structure|perp_tradeability,3
context|liquidity|momentum|open_interest,3
funding|open_interest|open_interest_location,3
asset_state|open_interest_location|residual,3
asset_state|path_structure|perp_tradeability,3
compression|context|crowding|path_structure,3
asset_state|funding|open_interest,3
asset_state|context|liquidity|path_structure,3
compression|funding|open_interest|perp_tradeability,3
context|momentum|open_interest|perp_tradeability|trend,3
context|funding|open_interest|residual,3
asset_state|context|trend,3
context|open_interest|path_structure|perp_tradeability|residual,3
momentum|open_interest|perp_tradeability,3
asset_relative_funding|context,3
compression|residual,3
open_interest|trend,3
compression|path_structure|volatility_term_structure,3
asset_state|context|residual,3
asset_state|compression|context|trend,3
compression|open_interest|open_interest_location|path_structure|perp_tradeability,3
asset_state|path_structure,3
compression|open_interest|trend,3
open_interest|open_interest_location|residual,3
asset_state|volatility_term_structure,3
compression|context|momentum|perp_tradeability,3
asset_state|compression|context|open_interest_location,3
asset_state|compression|liquidity|open_interest,2
asset_state|compression|liquidity,2
asset_relative_funding|context|open_interest|volatility_term_structure,2
asset_state|liquidity|open_interest,2
open_interest|open_interest_location|path_structure|volatility_term_structure,2
liquidity|path_structure|trend,2
