fold_id,seed,group,gain,split
0,42,location,6892.9497,1047.0
0,42,regime,13509.876,2371.0
1,42,location,4714.8486,319.0
1,42,regime,7231.7466,522.0
2,42,location,3276.4001,117.0
2,42,regime,4083.8884,171.0
3,42,location,12010.982,2047.0
3,42,regime,17910.5,4504.0
4,42,location,11471.726,835.0
4,42,regime,8823.457,1418.0
