fold_id,seed,regime_family,gain,split
0,42,asset_relative_funding,100.16598,30.0
0,42,asset_state,2074.634,110.0
0,42,compression,2191.2598,148.0
0,42,context,156.45433,42.0
0,42,crowding,164.08562,45.0
0,42,funding,372.18933,132.0
0,42,liquidity,333.40533,99.0
0,42,momentum,462.94385,81.0
0,42,open_interest,3648.8936,720.0
0,42,path_structure,1028.0458,199.0
0,42,perp_tradeability,1614.3188,424.0
0,42,residual,531.9812,178.0
0,42,trend,202.64508,44.0
0,42,volatility,136.45694,33.0
0,42,volatility_term_structure,492.39642,86.0
1,42,asset_relative_funding,21.8223,6.0
1,42,asset_state,1973.807,43.0
1,42,compression,2134.1384,70.0
1,42,context,199.85866,14.0
1,42,crowding,16.246323,6.0
1,42,funding,70.34602,13.0
1,42,liquidity,39.87926,9.0
1,42,momentum,98.50891,15.0
1,42,open_interest,1285.1311,158.0
1,42,path_structure,509.4597,52.0
1,42,perp_tradeability,520.24146,82.0
1,42,residual,52.182,20.0
1,42,trend,128.77536,12.0
1,42,volatility,48.538532,7.0
1,42,volatility_term_structure,132.81174,15.0
2,42,asset_relative_funding,0.0683049,1.0
2,42,asset_state,1584.3356,22.0
2,42,compression,1185.7501,18.0
2,42,context,119.98373,7.0
2,42,crowding,0.402778,1.0
2,42,funding,2.8353295,3.0
2,42,liquidity,20.095417,5.0
2,42,momentum,27.81227,5.0
2,42,open_interest,376.5954,40.0
2,42,path_structure,414.36673,17.0
2,42,perp_tradeability,236.5157,31.0
2,42,residual,14.054272,10.0
2,42,trend,35.84891,2.0
2,42,volatility,21.91905,4.0
2,42,volatility_term_structure,43.305008,5.0
3,42,asset_relative_funding,218.07355,92.0
3,42,asset_state,2404.8022,163.0
3,42,compression,2723.1482,269.0
3,42,context,686.6212,109.0
3,42,crowding,224.22455,85.0
3,42,funding,517.00665,214.0
3,42,liquidity,671.01276,250.0
3,42,momentum,214.7739,69.0
3,42,open_interest,4784.1245,1533.0
3,42,path_structure,1579.5948,319.0
3,42,perp_tradeability,1973.9536,719.0
3,42,residual,636.06226,293.0
3,42,trend,284.3947,102.0
3,42,volatility,244.642,92.0
3,42,volatility_term_structure,748.0641,195.0
4,42,asset_relative_funding,44.638206,18.0
4,42,asset_state,967.62244,90.0
4,42,compression,2653.8003,125.0
4,42,context,312.99506,49.0
4,42,crowding,138.04782,33.0
4,42,funding,102.5359,43.0
4,42,liquidity,147.5903,46.0
4,42,momentum,186.67943,45.0
4,42,open_interest,1659.6919,408.0
4,42,path_structure,995.74774,150.0
4,42,perp_tradeability,782.5478,212.0
4,42,residual,189.66794,66.0
4,42,trend,135.29695,32.0
4,42,volatility,144.74727,38.0
4,42,volatility_term_structure,361.8484,63.0
