fold_id,seed,group,used_feature_count,split_count
0,42,location,47,1047
0,42,regime,100,2371
1,42,location,43,319
1,42,regime,88,522
2,42,location,32,117
2,42,regime,62,171
3,42,location,47,2047
3,42,regime,100,4504
4,42,location,47,835
4,42,regime,97,1418
