feature_name,group,usage_count
trend_acceleration,regime,93
dist_ema200_atr,location,88
volume_autocorr_48,regime,88
loc_swing_range_pos_48,location,83
dist_prior_day_low,location,77
zscore_price_50,location,76
ema50_slope,regime,75
ema20_slope_5h,regime,74
compression_ratio,regime,74
range_expansion_ratio,regime,71
loc_session_pos_48,location,70
bars_outside_ema20_atr_band_log_norm,regime,69
dist_prior_day_high,location,69
loc_ema_stack_pos_24,location,69
loc_bb_channel_pos_24,location,67
atr_percentile,regime,66
dist_vwap_atr,location,66
dist_ema20_atr,location,65
prior_volatility,regime,65
loc_session_pos_24,location,64
compression_score,regime,64
dist_range_mid_atr,location,64
bollinger_band_width,regime,63
loc_swing_range_pos_24,location,62
dist_rolling_7d_high,location,62
loc_pivot_ladder_pos_24,location,61
loc_prev_week_range_pos_48,location,61
return_autocorr_48,regime,61
dist_local_swing,location,60
dist_ma100_atr,location,60
loc_prev_week_range_pos_24,location,60
rolling_range_20,regime,60
bars_since_ema20_ema50_cross_log_norm,regime,60
realized_volatility_24h,regime,59
efficiency_ratio_20,regime,59
choppiness_index_20,regime,59
variance_ratio_10_48,regime,59
pullback_depth,location,59
loc_pullback_depth_48,location,59
loc_vwap_dev_z_24,location,59
loc_prev_day_range_pos_24,location,58
loc_ema_stack_pos_48,location,58
up_down_return_mass_ratio_tanh,regime,55
prior_range,regime,55
up_down_semivol_ratio_tanh,regime,55
true_range_percentile,regime,55
atr_compression_ratio,regime,55
loc_initial_balance_pos_48,location,55
loc_prior_bar_pos_24,location,54
volume_percentile,regime,54
loc_range_pos_48,location,53
loc_bb_channel_pos_48,location,53
loc_vwap_dev_z_48,location,53
volume_zscore_48h,regime,53
volume_trend_48,regime,52
bars_in_high_vol_state_log_norm,location,50
ema_slope_norm,regime,49
loc_prev_day_range_pos_48,location,49
tail_asymmetry_q90_q10_atr_norm,regime,48
distance_to_ema,location,48
loc_pullback_depth_24,location,48
loc_range_pos_24,location,47
dist_ema50_atr,location,47
direction_entropy_20,regime,46
dist_weekly_vwap,location,45
loc_initial_balance_pos_24,location,43
zscore_price_200,location,43
loc_prior_bar_pos_48,location,37
loc_pivot_ladder_pos_48,location,36
volatility_ratio_short_long,regime,25
