fold_id,seed,regime_family,gain,split
0,42,compression,409.44977,183.0
0,42,context,278.9191,96.0
0,42,liquidity,491.57794,266.0
0,42,momentum,240.01384,82.0
0,42,path_structure,626.0234,268.0
0,42,trend,252.51071,114.0
0,42,volatility,562.69415,196.0
0,42,volatility_term_structure,467.48816,186.0
1,42,compression,82.41049,27.0
1,42,context,93.68613,21.0
1,42,liquidity,87.39133,26.0
1,42,momentum,32.72637,7.0
1,42,path_structure,173.30362,46.0
1,42,trend,29.003508,9.0
1,42,volatility,122.669075,31.0
1,42,volatility_term_structure,94.6215,23.0
2,42,compression,342.7703,145.0
2,42,context,172.49496,65.0
2,42,liquidity,362.81757,172.0
2,42,momentum,165.84877,57.0
2,42,path_structure,490.40024,209.0
2,42,trend,202.69383,109.0
2,42,volatility,337.52774,151.0
2,42,volatility_term_structure,291.5293,128.0
3,42,compression,421.98615,190.0
3,42,context,138.75575,64.0
3,42,liquidity,377.438,203.0
3,42,momentum,252.90767,76.0
3,42,path_structure,481.63785,207.0
3,42,trend,217.73123,101.0
3,42,volatility,385.6695,176.0
3,42,volatility_term_structure,283.7859,132.0
