bucket,step,delta_atr_star,p_fill_star,eu_star,place_order,tp_mult,sl_mult,sl_ratio,train_pnl,train_sortino,net_pnl,pnl_per_day_pct,sortino,profit_factor,max_dd,cvar_95,worst_week,block_14d_mean,block_14d_std,block_14d_iqr,block_hit_rate,perf_decay_slope,trades_per_day,holding_time_median_h,payoff_mean,payoff_median,p5,p25,p75,p95,win_rate,win_loss_ratio,lift_top10,lift_bot10,place_order_rate,avg_eu_star,avg_delta_atr_star,exit_tpsl_calib_pct,stage,w_minutes,mode,theta0,theta_mae_min,lambda_rv,lambda_rng,train_j3,train_winners_to_losers,exit_risk_cut_opt_pct,train_j_score,exit_risk_cut_opt_s2_pct,act_n,be_act_n,d_min,d_max,train_score_pnl,exit_profit_opt_pct,k,c0,train_score,train_max_dd,train_ulcer_index,train_recovery_speed,train_xbar,train_p_not_recovered,train_ui_violation,train_x_violation,exit_early_invalidation_pct,exit_giveback_exit_pct,exit_trailing_stop_pct,exit_limit_not_filled_pct
LONG_MR,10_tp_sl,,,,,2.5,2.0,1.25,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,2.5,2.5,1.0,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,2.5,3.3333333333333335,0.75,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,2.5,3.7878787878787876,0.66,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,2.5,5.0,0.5,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,2.5,7.575757575757575,0.33,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,2.5,10.0,0.25,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,3.0,2.4,1.25,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,3.0,3.0,1.0,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,3.0,4.0,0.75,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,3.0,4.545454545454545,0.66,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,3.0,6.0,0.5,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,3.0,9.09090909090909,0.33,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,3.0,12.0,0.25,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,3.5,2.8,1.25,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,3.5,3.5,1.0,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,3.5,4.666666666666667,0.75,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,3.5,5.303030303030303,0.66,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,3.5,7.0,0.5,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,3.5,10.606060606060606,0.33,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,3.5,14.0,0.25,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,4.0,3.2,1.25,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,4.0,4.0,1.0,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,4.0,5.333333333333333,0.75,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,4.0,6.0606060606060606,0.66,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,4.0,8.0,0.5,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,4.0,12.121212121212121,0.33,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,4.0,16.0,0.25,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,4.5,3.6,1.25,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,4.5,4.5,1.0,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,4.5,6.0,0.75,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,4.5,6.8181818181818175,0.66,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,4.5,9.0,0.5,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,4.5,13.636363636363635,0.33,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,4.5,18.0,0.25,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,5.0,4.0,1.25,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,5.0,5.0,1.0,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,5.0,6.666666666666667,0.75,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,5.0,7.575757575757575,0.66,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,5.0,10.0,0.5,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,,,,,5.0,15.15151515151515,0.33,0.12114228456913818,0.0,0.2276131062475164,3.79355177079194,0.0,0.0,0.0,0.10295581983283819,0.10295581983283819,0.2276131062475164,,0.0,1.0,0.12465728641467819,0.3333333333333333,0.0,0.1138065531237582,0.1138065531237582,0.10404089316193019,0.1083811864782982,0.11923191976921821,0.12357221308558622,1.0,113806553.1237582,0.0,0.0,1.0,1.2447833148644436,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
