,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
dn_vol,0.054962814,0.005609872,0.5384991,78.833336,6.148622,1010.74585,143.5044,16.949745,1214.9746,0.08173301,0.009351033,0.71439004,1.0,0.0,0.7777778,1.0,0.939759,1.0,0.0,1.5,0.8333333,0.93493974,1.0
atr_state,0.047047548,0.008245862,0.26843426,64.666664,8.595864,486.48715,121.35599,31.23606,471.48312,0.0706884,0.017179841,0.29085538,2.0,0.6666667,1.0,0.844784,0.91566265,1.0,0.0,2.5,1.1666666,0.84354687,2.0
meta_abs_net_x_breakout,0.046652477,0.011091782,0.19622217,75.0,7.745967,726.1844,116.76167,23.967564,568.8224,0.07629333,0.014950806,0.38932163,3.0,0.33333334,0.7777778,0.8370368,0.8915663,1.0,0.0,2.5,1.5,0.83326185,3.0
impact_24,0.03626337,0.0067332513,0.19530414,62.5,8.13941,479.91806,88.65901,20.484821,383.71924,0.053893138,0.012453706,0.23322135,4.0,0.33333334,0.8888889,0.63330954,0.91566265,1.0,0.0,4.5,1.1666666,0.7272359,4.0
align,0.03147253,0.007706129,0.12853669,68.833336,5.580223,849.075,71.024,26.213873,192.43279,0.04762852,0.014842254,0.15283903,8.0,1.0,0.8888889,0.53936267,0.8313253,1.0,0.0,9.0,2.3333333,0.6544808,5.0
cvar_5pct,0.030336741,0.006932334,0.13275729,56.666668,6.315765,508.4279,74.49478,20.22763,274.3511,0.04461789,0.011839181,0.16814983,6.0,0.0,0.7777778,0.51709014,0.7710843,0.8333333,0.0,7.5,3.1666667,0.6021707,6.0
efficiency,0.029052408,0.006188501,0.13638884,50.0,8.346656,299.52115,73.504684,18.860714,286.46524,0.044535577,0.011680693,0.16980307,5.0,0.0,0.7777778,0.4919048,0.78313255,0.8333333,0.0,7.0,3.0,0.59133077,7.0
up_vol,0.030408565,0.010377789,0.08910191,60.166668,12.388391,292.2113,75.29461,27.144787,208.85329,0.0451372,0.016209904,0.12568654,11.0,0.0,0.7777778,0.5184986,0.686747,0.8333333,0.0,8.5,4.3333335,0.581861,8.0
vol_z_x_regime_trend,0.028924014,0.00983034,0.085103735,59.0,8.3666,416.05908,71.02393,29.740637,169.613,0.043096036,0.01567021,0.11852223,14.0,0.33333334,0.7777778,0.48938704,0.6506024,0.6666667,0.0,9.5,4.8333335,0.5318135,9.0
jump_rate_10h,0.024694132,0.0046289526,0.13173608,51.0,8.0,325.125,57.636,12.7227545,261.09982,0.034592263,0.007199557,0.16620812,7.0,0.0,0.7777778,0.40644032,0.7710843,0.5,0.0,12.0,3.1666667,0.49131328,10.0
clv_mean_24,0.023264848,0.004425558,0.12230168,57.333332,6.289321,522.6496,54.398567,12.047291,245.63231,0.034218613,0.0077057704,0.15195279,9.0,0.0,0.7777778,0.3784125,0.6987952,0.33333334,0.0,14.0,4.1666665,0.43282568,11.0
meta_alignment,0.02184838,0.004211237,0.1133519,65.833336,6.335526,684.0834,46.171425,12.295427,173.38158,0.03289359,0.0073870765,0.14647041,10.0,0.0,0.7777778,0.35063598,0.6506024,0.33333334,0.0,13.0,4.8333335,0.4055004,12.0
clv,0.021227976,0.005906517,0.07629318,49.666668,7.2953563,338.12985,49.14572,13.127452,183.98863,0.030179854,0.0077063185,0.11819179,15.0,0.0,0.0,0.33847004,0.48192772,0.33333334,0.12225727,17.0,7.1666665,0.36275333,13.0
mr_potential,0.019398727,0.0045848475,0.08207702,56.333332,9.104334,348.56418,40.877457,11.6105795,143.91757,0.029363727,0.008100322,0.106443726,16.0,0.0,0.7777778,0.302599,0.5180723,0.33333334,0.0,18.0,6.6666665,0.34594756,14.0
amihud_illiq,0.018303202,0.004887971,0.06853707,50.0,7.571878,330.1691,39.06056,13.2801695,114.88764,0.027485956,0.0087196,0.086641334,21.0,0.33333334,0.8888889,0.28111613,0.61445785,0.16666667,0.0,20.5,5.3333335,0.33322832,15.0
impact_z,0.022067238,0.010976813,0.044362877,48.166668,6.792561,341.5542,53.451656,33.09562,86.32803,0.032758642,0.018543618,0.05787052,32.0,0.0,0.7777778,0.35492772,0.44578314,0.16666667,0.0,16.5,7.6666665,0.33165604,16.0
impact_12,0.020132875,0.0065532904,0.06185178,45.333332,4.7842336,429.5591,46.55259,16.850218,128.61221,0.02890068,0.009404739,0.08881153,24.0,0.0,0.7777778,0.31699544,0.37349397,0.33333334,0.1709747,20.5,8.666667,0.32626975,17.0
rvol_hod_base,0.017986568,0.0037032922,0.0873592,46.0,4.8989797,431.9267,39.49424,9.192997,169.67207,0.025948431,0.00522119,0.12895933,13.0,0.0,0.7777778,0.274907,0.61445785,0.0,0.19732942,18.0,5.3333335,0.3146798,18.0
G_LIQ_GOOD,0.018099466,0.004736571,0.06916198,47.333332,6.289321,356.22995,36.23729,9.565268,137.28221,0.0267893,0.006512114,0.11020486,19.0,0.0,0.7777778,0.27712092,0.42168674,0.33333334,0.0,20.0,8.0,0.3078382,19.0
dn_vol_6,0.017995514,0.004572048,0.07083008,40.666668,8.634556,191.53015,44.114555,13.122042,148.30725,0.027324734,0.0077935657,0.09580225,17.0,0.0,0.7777778,0.27508244,0.61445785,0.0,0.0,20.0,5.3333335,0.30490983,20.0
atr_pct_change,0.020362357,0.007090578,0.058475565,43.0,11.150486,165.82237,48.606026,20.945694,112.79385,0.030497909,0.012424771,0.074860334,28.0,0.0,0.7777778,0.3214955,0.26506025,0.33333334,0.11968421,17.0,10.166667,0.29907182,21.0
