fold_id,seed,group,used_feature_count,split_count
0,42,location,17,318
0,42,regime,27,1789
1,42,location,2,3
1,42,regime,7,7
2,42,location,3,3
2,42,regime,8,10
3,42,location,26,633
3,42,regime,34,3286
4,42,location,23,576
4,42,regime,32,3214
