timestamp,decision_ts,signal_bar_ts,symbol,side,strategy_id,position_id,trade_id,lifecycle_entry_ts,lifecycle_exit_ts,was_traded,portfolio_decision,portfolio_reject_reason,liquidity_reject_reason,rank_score,rank_percentile,threshold,signal_price,decision_mid,expected_fill_price,realized_entry_price,realized_exit_price,entry_drag_bps,exit_drag_bps,fees_bps,spread_bps,expected_total_entry_friction_bps,exit_reason,holding_bars,oos_expected_net_for_same_policy,realized_net,oos_expected_net_bps,signal_forward_net_bps,decision_mid_forward_net_bps,fill_forward_net_bps,realized_trade_net_bps,primary_horizon_bars,bar_minutes,diagnostic_complete,is_unresolved_trade,unit_warning,live_mark_to_market_signal_outcome,gap_oos_vs_realized_bps,signal_outcome_gap_bps,prediction_or_regime_gap_bps,decision_delay_gap_bps,entry_slippage_bps,entry_execution_gap_bps,extra_fees_funding_borrow_bps,extra_cost_gap_bps,stop_execution_mismatch_bps,exit_policy_execution_gap_bps,candidate_selection_mismatch_bps,selection_gap_bps,gap_explained_bps,residual_model_drift_bps,residual_bps,realized_extra_cost_bps,oos_assumed_cost_bps,oos_selected,strategy_oos_expected_net,strategy_oos_expected_net_bps,deployment_rank_threshold,oos_expectation_source,signal_forward_return_1bar,decision_mid_forward_return_1bar,fill_forward_return_1bar,signal_forward_mfe_1bar,signal_forward_mae_1bar,fill_forward_mfe_1bar,fill_forward_mae_1bar,signal_forward_return_4bar,decision_mid_forward_return_4bar,fill_forward_return_4bar,signal_forward_mfe_4bar,signal_forward_mae_4bar,fill_forward_mfe_4bar,fill_forward_mae_4bar,signal_forward_return_24bar,decision_mid_forward_return_24bar,fill_forward_return_24bar,signal_forward_mfe_24bar,signal_forward_mae_24bar,fill_forward_mfe_24bar,fill_forward_mae_24bar
2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,QNT/USDC,long,dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,,,,,False,order_rejected,asset_collateral_limit,,0.955700076809031,,0.85,,76.055,76.08,76.08,,0.0,,0.0,6.574189731115266,6.574189731115266,,,0.004636239105214675,,46.36239105214675,,-339.8854485960001,-343.0597764585797,,24,60,False,False,,,,,,,0.0,3.1743278625795597,0.0,0.0,0.0,,,,3.1743278625795597,,,0.0,0.0,,0.004636239105214675,46.36239105214675,0.58,strategy_level_policy_artifact,,-0.020314218181178623,-0.020636144371313447,,,-0.019584695874203084,-0.02865402831389452,,-0.015054846333451222,-0.015378500760917735,,,-0.010515263153300758,-0.02865402831389452,,-0.03398854485960001,-0.034305977645857966,,,-0.010515263153300758,-0.04626711936653849
2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,TRB/USDC,long,dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,,,,,False,portfolio_rejected,hard_limit_block,,0.9191244851866613,,0.85,,,,,,,,0.0,,,,,0.004636239105214675,,46.36239105214675,,,,,24,60,False,False,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.004636239105214675,46.36239105214675,0.58,strategy_level_policy_artifact,,,,,,,,,,,,,,,,,,,,,
2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,DOGE/USDC,short,dist_prior_day_low_0_023332626_loc_vwap_dev_z_48_-0_85210818_dist_ema_fast_0_003809185_ret24h_-1_0786834,,,,,False,portfolio_rejected,hard_limit_block,,0.9624428621659634,,0.8502,,,,,,,,0.0,,,,,0.005013712837050359,,50.13712837050359,,,,,24,60,False,False,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.005013712837050359,50.13712837050359,0.74,strategy_level_policy_artifact,,,,,,,,,,,,,,,,,,,,,
2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,RUNE/USDC,short,dist_prior_day_low_0_023332626_loc_vwap_dev_z_48_-0_85210818_dist_ema_fast_0_003809185_ret24h_-1_0786834,,,,,False,portfolio_rejected,hard_limit_block,,0.9624428621659634,,0.8502,,,,,,,,0.0,,,,,0.005013712837050359,,50.13712837050359,,,,,24,60,False,False,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.005013712837050359,50.13712837050359,0.74,strategy_level_policy_artifact,,,,,,,,,,,,,,,,,,,,,
2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,AAVE/USDC,short,dist_prior_day_low_0_023332626_loc_vwap_dev_z_48_-0_85210818_dist_ema_fast_0_003809185_ret24h_-1_0786834,,,,,False,portfolio_rejected,hard_limit_block,,0.9431258790436006,,0.8502,,,,,,,,0.0,,,,,0.005013712837050359,,50.13712837050359,,,,,24,60,False,False,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.005013712837050359,50.13712837050359,0.74,strategy_level_policy_artifact,,,,,,,,,,,,,,,,,,,,,
2026-05-10 22:02:25.903974+00:00,2026-05-10 22:02:25.903974+00:00,2026-05-10 22:02:25.903974+00:00,SEI/USDC,short,dist_prior_day_low_0_023332626_loc_vwap_dev_z_48_-0_85210818_dist_ema_fast_0_003809185_ret24h_-1_0786834,20260510_233301:347463633,20260510_233301:347463633|enter|entry_placed|2026-05-11T00:02:36.347231|347463638|,2026-05-11 00:02:36.347231+00:00,,True,traded,,,0.9248735622922568,0.9431258790436006,0.85,0.07579000294208527,0.075375,0.07532,0.07532,,0.0,,0.0,11.940298507463583,13.267790874381786,,,0.005013712837050359,,50.13712837050359,170.42453412625002,114.73439109849437,107.35382205689703,,24,60,True,True,,0.017042453412625003,,-120.28740575574643,-120.28740575574643,55.69014302775565,0.0,7.38056904159734,0.0,0.0,0.0,,,,-57.21669368639344,,,0.0,0.0,,0.005013712837050359,50.13712837050359,0.74,strategy_level_policy_artifact,-0.007594577592962004,-0.01302868702761939,-0.013748865100103314,0.007176122022787501,-0.00928098876705652,0.0009302357294400654,-0.015424818190247103,0.021566313131470283,0.015972527552536864,0.015231187731437279,0.024327620114049653,-0.014434264998266166,0.017975370787965073,-0.020546136974616602,0.017042453412625003,0.011473439109849437,0.010735382205689703,0.04178695129419907,-0.021559456759747575,0.035326429944061655,-0.02762714268304589
2026-05-10 23:02:58.192030+00:00,2026-05-10 23:02:58.192030+00:00,2026-05-10 23:02:58.192030+00:00,ETHFI/USDC,short,dist_prior_day_low_0_023332626_loc_vwap_dev_z_48_-0_85210818_dist_ema_fast_0_003809185_ret24h_-1_0786834,20260511_005900:126610241,20260511_005900:126610241|enter|entry_placed|2026-05-11T01:03:25.027544|126610242|,2026-05-11 01:03:25.027544+00:00,,True,traded,,,0.9604926213559603,0.9640690928270044,0.68,0.4659999907016754,0.4655,0.465,0.465,,0.0,,0.0,21.48227712137488,21.48227712137488,,,0.005013712837050359,,50.13712837050359,264.31706205289896,253.30405091024576,242.2908349586761,,24,60,True,True,,0.026431706205289895,,-214.17993368239536,-214.17993368239536,11.013011142653198,0.0,11.013215951569663,0.0,0.0,0.0,,,,-192.1537065881725,,,0.0,0.0,,0.005013712837050359,50.13712837050359,0.74,strategy_level_policy_artifact,0.021929803636027145,0.020833332799592874,0.019736841572095987,0.026431706205289895,-0.002141363835935328,0.02422908349586761,-0.004282671513319736,0.015250543389195403,0.01416123900787758,0.013071914368771198,0.026431706205289895,-0.002141363835935328,0.02422908349586761,-0.004282671513319736,0.026431706205289895,0.025330405091024577,0.02422908349586761,0.04954951508131744,-0.002141363835935328,0.04729728380026321,-0.004282671513319736
2026-05-10 23:02:58.192030+00:00,2026-05-10 23:02:58.192030+00:00,2026-05-10 23:02:58.192030+00:00,LDO/USDC,short,dist_prior_day_low_0_023332626_loc_vwap_dev_z_48_-0_85210818_dist_ema_fast_0_003809185_ret24h_-1_0786834,,,,,False,portfolio_rejected,cooldown_active,,0.9624428621659634,,0.68,,,,,,,,0.0,,,,,0.005013712837050359,,50.13712837050359,,,,,24,60,False,False,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.005013712837050359,50.13712837050359,0.74,strategy_level_policy_artifact,,,,,,,,,,,,,,,,,,,,,
2026-05-10 23:02:58.192030+00:00,2026-05-10 23:02:58.192030+00:00,2026-05-10 23:02:58.192030+00:00,RUNE/USDC,short,dist_prior_day_low_0_023332626_loc_vwap_dev_z_48_-0_85210818_dist_ema_fast_0_003809185_ret24h_-1_0786834,20260511_005900:180829845,20260511_005900:180829845|enter|entry_placed|2026-05-11T01:03:27.281447|180829846|,2026-05-11 01:03:27.281447+00:00,,True,traded,,,0.9247950942589949,0.9275228551336148,0.68,0.6110000014305115,0.6114999999999999,0.611,0.611,,0.0,,0.0,16.353229762878183,16.353229762878183,,,0.005013712837050359,,50.13712837050359,-176.8485202523562,-168.8099577707791,-176.8485432509337,,24,60,True,True,,-0.01768485202523562,,226.9856486228598,226.9856486228598,-8.038562481577088,0.0,8.03858548015458,0.0,0.0,0.0,,,,226.9856716214373,,,0.0,0.0,,0.005013712837050359,50.13712837050359,0.74,strategy_level_policy_artifact,0.013267025553193923,0.014096210597547731,0.013267023180869586,0.014950171704942283,-0.0016339659217254887,0.01495016932867732,-0.0016339682591626215,0.008250817129509258,0.009075897268739919,0.008250814768929304,0.014950171704942283,-0.0016339659217254887,0.01495016932867732,-0.0016339682591626215,-0.01768485202523562,-0.016880995777077912,-0.01768485432509337,0.030354143060596916,-0.02239999771118162,0.030354140648267247,-0.022399999999999975
2026-05-11 02:02:50.535293+00:00,2026-05-11 02:02:50.535293+00:00,2026-05-11 02:02:50.535293+00:00,PEOPLE/USDC,short,dist_prior_day_low_0_023332626_loc_vwap_dev_z_48_-0_85210818_dist_ema_fast_0_003809185_ret24h_-1_0786834,20260511_032725:136894526,20260511_032725:136894526|enter|entry_placed|2026-05-11T04:03:02.739248|136894529|,2026-05-11 04:03:02.739248+00:00,,True,traded,,,0.9863707213651853,1.0,0.68,0.008559999987483025,0.008525,0.00852,0.00852,,0.0,,0.0,11.730205278591898,11.730205278591898,,,0.005013712837050359,,50.13712837050359,178.35878819100648,136.74168180019652,130.7963787610178,,24,60,True,True,,0.017835878819100648,,-128.2216598205029,-128.2216598205029,41.617106390809965,0.0,5.945303039178725,0.0,0.0,0.0,,,,-80.65925039051422,,,0.0,0.0,,0.005013712837050359,50.13712837050359,0.74,strategy_level_policy_artifact,0.016627094673918652,0.012470326491614836,0.01187650225320347,0.027611088172772913,0.014218007386800346,0.022809168695619553,0.009478672379808373,0.013017796087298805,0.008875785545828796,0.0082840695425761,0.027611088172772913,0.007058767327803306,0.022809168695619553,0.00235288670319056,0.017835878819100648,0.013674168180019652,0.01307963787610178,0.033816458810008054,0.007058767327803306,0.028985542282833565,0.00235288670319056
