,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
mfe_2h,0.056113567,0.006527932,0.4823476,331.16666,23.786667,4610.623,125.262535,20.155926,778.46594,0.036394216,0.0054326444,0.2438111,5.0,1.0,0.7402873,0.8268672,0.9130435,1.0,0.0,5.0,0.6666667,0.89794314,1.0
ffd_cvar_5pct_06,0.063421726,0.0068665026,0.5857881,351.0,24.698177,4988.2627,138.6346,24.089045,797.85455,0.03930661,0.0066230684,0.23327701,3.0,0.69662386,1.0,0.9466163,0.84782606,1.0,0.069367185,2.5,1.1666666,0.8087958,2.0
rvol_hod_base,0.044377863,0.004010161,0.49110118,288.83334,22.311556,3739.08,98.45946,14.910255,650.17426,0.028091839,0.0041017937,0.19239178,6.0,0.4538006,0.54014677,0.63456994,0.8695652,1.0,0.07223806,6.5,1.0,0.69580716,3.0
impact_24,0.066554226,0.0065304,0.6782839,385.0,25.553865,5800.4927,144.58276,15.946779,1310.8713,0.04177859,0.0045963256,0.37974915,1.0,0.0064082295,0.26798052,0.99794436,0.8695652,1.0,0.0,2.5,1.0,0.6124837,4.0
atr_state,0.06667968,0.0061753276,0.71999085,373.5,20.524376,6796.906,141.44821,15.485796,1291.9967,0.041753724,0.0046804035,0.37248355,2.0,0.0,0.13265671,1.0,0.8695652,1.0,0.0,2.5,1.0,0.6108696,5.0
mfe_8h,0.039380502,0.007853541,0.19746815,301.5,31.658333,2871.353,80.78203,15.572728,419.04898,0.02411548,0.0045261476,0.12848817,9.0,0.5338333,0.668159,0.55268484,0.6956522,0.6666667,0.0,7.5,2.3333333,0.58508176,6.0
dir_path_short_2h,0.058571626,0.00825597,0.41553393,316.5,40.53702,2471.1301,126.93,18.860725,854.2208,0.036881816,0.005495899,0.24750607,4.0,0.0,0.0,0.86714417,0.82608694,1.0,0.07497862,3.5,1.3333334,0.5816467,7.0
kf_vol_ratio_mean,0.039127827,0.00787241,0.19447498,266.33334,33.683163,2105.902,82.91931,20.049997,342.92337,0.024341056,0.0059140776,0.100182496,11.0,0.0,0.23865615,0.5485446,0.8043478,1.0,0.14508572,7.0,1.5,0.53084034,8.0
dist_from_high_event_12h,0.030775676,0.008007605,0.118280336,366.0,48.152534,2781.9097,56.89411,17.3673,186.3813,0.019347265,0.0054908753,0.06817068,15.5,0.4920684,0.29670557,0.41168904,0.6086956,0.6666667,0.0,10.0,3.0,0.52531594,9.0
atr_pct,0.030215971,0.0036588593,0.24953268,216.83333,14.553541,3230.6018,61.004837,6.238163,596.5843,0.019338006,0.0018801054,0.19890295,7.0,0.24590835,0.5263835,0.4025179,0.8695652,0.16666667,0.37334067,11.0,1.0,0.44702014,10.0
t_be_proxy,0.032216895,0.007438089,0.13954236,245.83333,26.35284,2293.2642,66.056885,15.928098,273.95062,0.019836042,0.0046775485,0.08411854,12.0,0.0,0.26798052,0.4353044,0.76086956,0.6666667,0.072064586,9.0,1.8333334,0.43049312,11.0
ret6h,0.014368892,0.0033499198,0.06163283,206.0,28.21938,1503.7893,26.21291,7.1261644,96.42167,0.008989879,0.0023704846,0.034093417,29.0,0.87076354,0.8048446,0.14285299,0.36956522,0.0,0.32922742,23.5,4.8333335,0.409988,12.0
rng_z,0.018963955,0.0033469265,0.10745129,243.0,25.350872,2329.269,36.00164,6.304688,205.58006,0.011704413,0.0019852333,0.069006145,14.0,0.47586453,0.43397865,0.21814616,0.73913044,0.0,0.0,18.5,2.0,0.39722043,13.0
mfe_4h,0.029130999,0.0027198305,0.3120103,245.33333,25.551691,2355.5562,59.629467,6.9048142,514.9557,0.018107902,0.0018500758,0.17723387,8.0,0.0,0.26798052,0.38473994,0.8043478,0.33333334,0.07739163,12.0,1.5,0.3695516,14.0
impact_12,0.0236169,0.003254929,0.17135796,195.66667,20.130133,1901.8973,49.248077,9.623898,252.01569,0.014402816,0.0026958198,0.07694917,13.0,0.16232552,0.4385538,0.29438776,0.73913044,0.16666667,0.1692954,13.5,2.0,0.3563931,15.0
dist_from_high_48h,0.024952281,0.007042657,0.08840645,225.83333,37.54294,1358.463,52.228783,18.39317,148.30756,0.015333851,0.0050482326,0.0465761,19.0,0.05114171,0.32172075,0.31626886,0.65217394,0.33333334,0.25959677,15.0,2.6666667,0.33808154,16.0
