fold_id,seed,group,used_feature_count,split_count
0,42,location,38,247
0,42,regime,54,564
1,42,location,36,196
1,42,regime,54,352
2,42,location,4,4
2,42,regime,5,6
3,42,location,11,15
3,42,regime,17,25
4,42,location,36,159
4,42,regime,48,291
