regime_families_combo,count
trend|volatility,1675
volatility,308
trend|volatility|volatility_term_structure,138
trend,34
volatility|volatility_term_structure,29
compression|trend|volatility,19
compression|volatility,6
,4
trend|volatility_term_structure,4
