canonical_key,trigger,location,regime,mean_net_ret,directional_mean_ret,std_net_ret,mean_within_fold_std,mean_support_pct,std_support_pct,presence_freq,presence_freq_units,sign_consistency,min_support_actual,mean_uplift,mean_baseline_ret,mean_oos_ic,p25_oos_ic,p50_oos_ic,p75_oos_ic,mean_delta_ic,positive_ic_fraction,mean_ic,ic_tstat,ic_sign_consistency,decile_spread_sharpe,mask_ic_uplift,regression_beta,regression_slope_fit,learnability_step_c_score,trade_path_quality_score,quality_stability_score,path_smoothness_term,path_survivability_term,path_stability_term,path_realized_profit_consistency_term,path_trajectory_smoothness_term,full_quality_score,composite_score,required_hurdle,hurdle_excess,n_folds,discovery_count,n_instances,display_arity,structural_depth,pipeline_stage,parent_context_key,side,rule_type,accepted,rejection_reason,preset,min_support_actual_pct,within_mask_ic,delta_within_mask_ic,entropy_reduction,support_objective_score,source_target,source_horizon,composite_score_step1,support_score,diversity_score,stage_b_score,stage_b_rejection_reason,top10_mean_ret,top10_net_ret,rule_type_class,production_classification,classification_diagnostics
(*)|(dist_vwap_atr<=0.0079709301&loc_initial_balance_pos_48>0.078971386)|(bollinger_band_width<=0.021006316&prior_volatility>-0.010359899&range_expansion_ratio>-0.67409652&return_autocorr_48>-1.3657134),*,dist_vwap_atr<=0.0079709301&loc_initial_balance_pos_48>0.078971386,bollinger_band_width<=0.021006316&prior_volatility>-0.010359899&range_expansion_ratio>-0.67409652&return_autocorr_48>-1.3657134,0.002927064138930291,0.002927064138930291,0.00040041089849761477,0.03425720566883683,0.07883333333333334,0.04234809453931913,1.0,1.0,0.6014285714285714,673,,,0.04983762621363265,0.037854934496426525,0.06522300993819607,0.0772057016554022,,0.75,0.09773715590760142,2.1760319082464292,0.75,0.13585320115089417,0.025891147243510028,0.3984522521495819,0.4655968869765766,,,,,,,,,,,9.191822500000002e-05,0.002835145913930291,4,1,1,6,6,stage_a_context,,long,6-way,False,b_uplift_too_low,production,0.044866666666666666,0.09773715590760142,0.025891147243510028,0.07409021258354187,0.6613333333333333,primary_target,0,,0.4414666666666667,,0.48773084143536044,b_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002927064138930291, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 673, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(bars_in_high_vol_state_log_norm>0.71787053)|(range_expansion_ratio>-0.15852219),*,bars_in_high_vol_state_log_norm>0.71787053,range_expansion_ratio>-0.15852219,0.003958074492402375,0.003958074492402375,0.002280807268504411,0.04120825883001089,0.06675,0.04165400807712133,1.0,1.0,0.5092989985693849,438,,,0.03514502744410419,0.026574665111057678,0.03287822868566877,0.041448591018715286,,1.0,0.12932913276111674,2.297468054208593,0.75,0.2500380165874958,0.05748312409702537,0.7528755962848663,0.31265377261862237,,,,,,,,,,,8.788410312500001e-05,0.0038701903892773746,4,1,1,2,2,stage_a_context,,long,2-way,False,b_uplift_too_low|b_sign_consistency_too_low,production,0.0292,0.12932913276111674,0.05748312409702537,0.09578987956047058,0.468,primary_target,0,,0.3738,,0.5028052445897263,b_uplift_too_low|b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.003958074492402375, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 438, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_uplift_too_low|b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_ema20_atr<=0.22531874)|(prior_range>0.64772475&prior_volatility>-0.95461458),*,dist_ema20_atr<=0.22531874,prior_range>0.64772475&prior_volatility>-0.95461458,0.002189346676459536,0.002189346676459536,0.002027394186808454,0.0342838279902935,0.07506666666666667,0.03575816922979512,1.0,1.0,0.5435745937961596,631,,,0.04471665349693307,0.01816616057277215,0.03429582108838759,0.06084631401254852,,1.0,0.1263069366671597,3.2791488840186407,1.0,0.23254366219043732,0.0544609280030683,0.816922765225172,0.32353624994889724,,,,,,,,,,,7.174533644444445e-05,0.0021176013400150914,4,1,1,3,3,stage_a_context,,long,3-way,False,b_uplift_too_low|b_sign_consistency_too_low,production,0.04206666666666667,0.1263069366671597,0.0544609280030683,0.0786651223897934,0.6010666666666666,primary_target,0,,0.4203733333333333,,0.4620534457808945,b_uplift_too_low|b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002189346676459536, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 631, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_uplift_too_low|b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_weekly_vwap<=-0.070940733)|(prior_volatility>0.014432041),*,dist_weekly_vwap<=-0.070940733,prior_volatility>0.014432041,0.0031558021437376738,0.0031558021437376738,0.0016929109899481473,0.027905674651265144,0.05608333333333333,0.017919348636475478,1.0,1.0,0.5176110260336907,383,,,0.05905278387332284,0.04820547059544186,0.07024140809842656,0.08108872137630754,,1.0,0.11499827505567009,5.809160646099382,1.0,0.1524987705051899,0.0431522663915787,1.1151717230677605,0.20149625599022042,,,,,,,,,,,8.903708090277779e-05,0.003066765062834896,4,1,1,2,2,stage_a_context,,long,2-way,False,b_uplift_too_low|b_sign_consistency_too_low,production,0.025533333333333335,0.11499827505567009,0.0431522663915787,0.13340690732002258,0.2973333333333333,primary_target,0,,0.31406666666666666,,0.5043334077471092,b_uplift_too_low|b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0031558021437376738, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 383, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_uplift_too_low|b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(*)|(amihud_illiq>0.47396803&realized_volatility_24h>1.0337007),*,*,amihud_illiq>0.47396803&realized_volatility_24h>1.0337007,0.0043371914071030915,0.0043371914071030915,0.003235244253073337,0.046257882844656706,0.04961666666666667,0.029855852766994356,1.0,1.0,0.5422535211267606,252,,,0.03178209146892392,0.016017864345704232,0.031686096724059885,0.047450323847279575,,1.0,0.14581530561437375,7.21881423423319,1.0,0.2782154902815819,0.07396929695028236,2.112069070339203,0.40019640098735243,,,,,,,,,,,8.983024990277779e-05,0.004247361157200313,4,1,1,2,2,stage_a_context,,long,2-way,False,b_support_too_low|b_min_fold_support_too_low|b_uplift_too_low|b_sign_consistency_too_low,production,0.0168,0.14581530561437375,0.07396929695028236,0.08270706236362457,-inf,primary_target,0,,0.27785333333333334,,0.49918761640574444,b_support_too_low|b_min_fold_support_too_low|b_uplift_too_low|b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0043371914071030915, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 252, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_support_too_low|b_min_fold_support_too_low|b_uplift_too_low|b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_rolling_7d_high<=0.2785382)|(prior_volatility>0.44371006&return_autocorr_48<=-0.29959884),*,dist_rolling_7d_high<=0.2785382,prior_volatility>0.44371006&return_autocorr_48<=-0.29959884,0.0035404662339715287,0.0035404662339715287,0.0036070796160038083,0.03863068763166666,0.06416666666666666,0.046114410859175996,1.0,1.0,0.5659509202453987,391,,,0.028612321684851522,0.024922890698611234,0.027403212089506943,0.03109264307574723,,1.0,0.08957539201664982,9.933964183486532,1.0,0.11207049583026674,0.01772938335255844,0.8928667604923248,0.3149108419078511,,,,,,,,,,,7.259048611111112e-05,0.0034678757478604177,4,1,1,3,3,stage_a_context,,long,3-way,False,b_uplift_too_low|b_sign_consistency_too_low,production,0.026066666666666665,0.08957539201664982,0.01772938335255844,0.10291646420955658,0.4266666666666666,primary_target,0,,0.3593333333333333,,0.4752275295358189,b_uplift_too_low|b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0035404662339715287, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 391, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_uplift_too_low|b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(*)|(realized_volatility_24h>0.98590124&volume_autocorr_48<=0.69064939),*,*,realized_volatility_24h>0.98590124&volume_autocorr_48<=0.69064939,0.002702221740037203,0.002702221740037203,0.0020056947522198378,0.036997740156948566,0.0902,0.04973757801367761,1.0,1.0,0.5583090379008746,602,,,0.02482931563197277,0.003052821718673217,0.02345574432246362,0.045232238235763174,,1.0,0.10373046236892759,4.237774838818877,1.0,0.19309267681092024,0.0318844537048362,1.6141507998108864,0.33359460001999597,,,,,,,,,,,8.602938400000001e-05,0.002616192356037203,4,1,1,2,2,stage_a_context,,long,2-way,False,b_uplift_too_low|b_sign_consistency_too_low,production,0.04013333333333333,0.10373046236892759,0.0318844537048362,0.07687564194202423,0.8432,primary_target,0,,0.50512,,0.4637422072551011,b_uplift_too_low|b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002702221740037203, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 602, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_uplift_too_low|b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(bars_in_high_vol_state_log_norm>1.6610748&loc_prior_bar_pos_48<=0.055558279)|(*),*,bars_in_high_vol_state_log_norm>1.6610748&loc_prior_bar_pos_48<=0.055558279,*,0.0037127432005945593,0.0037127432005945593,0.0018944145648509408,0.03643605159595609,0.052000000000000005,0.02573121752959925,1.0,1.0,0.5446685878962536,387,,,0.0346163612683948,0.013713974993957611,0.022909373167899448,0.043811759442336624,,1.0,0.14848765388638735,5.500826252449075,1.0,0.2593511901795864,0.07664164522229597,1.5782828629016876,0.4012602686080601,,,,,,,,,,,8.952965000000001e-05,0.0036232135505945592,4,1,1,2,2,stage_a_context,,long,2-way,False,b_uplift_too_low|b_sign_consistency_too_low,production,0.0258,0.14848765388638735,0.07664164522229597,0.14444071054458618,0.23200000000000004,primary_target,0,,0.2912,,0.4935611967745059,b_uplift_too_low|b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0037127432005945593, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 387, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_uplift_too_low|b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_weekly_vwap<=-0.074709289)|(range_24h_pct>0.078547657),*,dist_weekly_vwap<=-0.074709289,range_24h_pct>0.078547657,0.0039299362688325346,0.0039299362688325346,0.0015704347224671312,0.030219318345189095,0.05023333333333333,0.01373159374095617,1.0,1.0,0.5077399380804953,496,,,0.05060368172735823,0.04709705040722073,0.05723712005416612,0.060743751374303614,,1.0,0.14414361613920817,2.506119583094721,1.0,0.22315937373787165,0.07229760747511679,1.0789373852312565,0.11579630928078767,,,,,,,,,,,8.975154627777779e-05,0.003840184722554757,4,1,1,2,2,stage_a_context,,long,2-way,False,b_uplift_too_low|b_sign_consistency_too_low,production,0.03306666666666667,0.14414361613920817,0.07229760747511679,0.10344825685024261,0.20373333333333327,primary_target,0,,0.2813066666666666,,0.5217714844281399,b_uplift_too_low|b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0039299362688325346, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 496, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_uplift_too_low|b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_weekly_vwap<=-0.090452477&zscore_price_50<=0.26436001)|(range_24h_pct>0.059647292),*,dist_weekly_vwap<=-0.090452477&zscore_price_50<=0.26436001,range_24h_pct>0.059647292,0.00429428432835266,0.00429428432835266,0.002981834282715686,0.028661563992500305,0.053483333333333334,0.0163926389306637,1.0,1.0,0.5171875,484,,,0.05758394226454647,0.04501573027315368,0.06027582012313849,0.07284403211453129,,1.0,0.10764456134546117,1.6731872210569632,0.75,0.08209307491779327,0.03579855268136978,1.5606691241264343,0.2707308739447588,,,,,,,,,,,7.358024352777777e-05,0.004220704084824882,4,1,1,3,3,stage_a_context,,long,3-way,False,b_uplift_too_low|b_sign_consistency_too_low,production,0.032266666666666666,0.10764456134546117,0.03579855268136978,0.09218013286590576,0.2557333333333333,primary_target,0,,0.2995066666666666,,0.5200708410574989,b_uplift_too_low|b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.00429428432835266, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 484, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_uplift_too_low|b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
