symbol,rows,n_features,nan_cells,nan_pct_overall,leading_nan_cells,interior_nan_cells,trailing_nan_cells,all_nan_features,constant_features,features_with_interior_nan
TAO/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,33,0
TFUEL/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,34,0
THE/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
THETA/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
TIA/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
TKO/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
TLM/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,35,0
TNSR/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
TON/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
TOWNS/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,35,0
TRB/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
TREE/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,35,0
TRU/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
TRUMP/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,30,0
TRX/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
TST/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
TURBO/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,34,0
TURTLE/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,40,0
TUT/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
TWT/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
UMA/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
UNI/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
USD1/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
USDC/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,24,0
USDE/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
USTC/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
USUAL/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
UTK/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
VANA/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
VANRY/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
VELODROME/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,32,0
VET/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,30,0
VIC/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
VIRTUAL/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
VTHO/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
W/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
WAL/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,33,0
WAN/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
WAXP/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,34,0
WBETH/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,38,0
WBTC/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,38,0
WCT/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,31,0
WIF/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
WIN/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,40,0
WLD/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
WLFI/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,33,0
WOO/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
XAI/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
XEC/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,41,0
XLM/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
XNO/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,28,0
XPL/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,33,0
XRP/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
XTZ/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
XVG/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,30,0
XVS/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,29,0
YB/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,32,0
YFI/USDT,35984,641,503776,2.1840873634945397,503776,0,0,14,39,0
YGG/USDT,35984,639,503776,2.190923317683881,503776,0,0,14,29,0
ZBT/USDT,35984,639,503776,2.190923317683881,503776,0,0,14,29,0
ZEC/USDT,35984,639,503776,2.190923317683881,503776,0,0,14,33,0
ZEN/USDT,35984,639,503776,2.190923317683881,503776,0,0,14,30,0
ZIL/USDT,35984,639,503776,2.190923317683881,503776,0,0,14,33,0
ZK/USDT,35984,639,503776,2.190923317683881,503776,0,0,14,29,0
ZKC/USDT,35984,639,503776,2.190923317683881,503776,0,0,14,29,0
ZKP/USDT,35984,639,503776,2.190923317683881,503776,0,0,14,37,0
ZRO/USDT,35984,639,503776,2.190923317683881,503776,0,0,14,29,0
ZRX/USDT,35984,639,503776,2.190923317683881,503776,0,0,14,29,0
币安人生/USDT,35984,639,503776,2.190923317683881,503776,0,0,14,39,0
