symbol,feature,rows,nan_count,nan_pct,leading_nan_count,interior_nan_count,trailing_nan_count,is_all_nan,is_constant_non_nan
0G/USDT,ATR_decay_rate,35984,0,0.0,0,0,0,False,True
0G/USDT,ATR_ratio_short_long,35984,0,0.0,0,0,0,False,False
0G/USDT,ATR_spike_ratio,35984,0,0.0,0,0,0,False,False
0G/USDT,G_EXH_EFFORT,35984,0,0.0,0,0,0,False,False
0G/USDT,G_EXH_GIVEBACK,35984,0,0.0,0,0,0,False,False
0G/USDT,G_EXH_TAIL_FAIL,35984,0,0.0,0,0,0,False,False
0G/USDT,G_LIQ_EXCEL,35984,0,0.0,0,0,0,False,False
0G/USDT,G_LIQ_GOOD,35984,0,0.0,0,0,0,False,False
0G/USDT,G_LIQ_GREAT,35984,0,0.0,0,0,0,False,False
0G/USDT,G_META_EXH,35984,0,0.0,0,0,0,False,False
0G/USDT,G_MR_SPIKE,35984,0,0.0,0,0,0,False,False
0G/USDT,G_TF_TREND,35984,0,0.0,0,0,0,False,False
0G/USDT,G_VOL_LIQ_GT1,35984,0,0.0,0,0,0,False,False
0G/USDT,G_VOL_LIQ_GT2,35984,0,0.0,0,0,0,False,False
0G/USDT,G_VOL_LIQ_GT3,35984,0,0.0,0,0,0,False,False
0G/USDT,S,35984,0,0.0,0,0,0,False,False
0G/USDT,a_funding_proxy,35984,0,0.0,0,0,0,False,False
0G/USDT,abs_mkt_ret24h_z,35984,0,0.0,0,0,0,False,False
0G/USDT,accel,35984,0,0.0,0,0,0,False,False
0G/USDT,accel_5h,35984,0,0.0,0,0,0,False,False
0G/USDT,accept_gt66,35984,0,0.0,0,0,0,False,False
0G/USDT,adx_10,35984,0,0.0,0,0,0,False,False
0G/USDT,adx_10_gt25,35984,0,0.0,0,0,0,False,False
0G/USDT,adx_10_slope,35984,0,0.0,0,0,0,False,False
0G/USDT,adx_14,35984,0,0.0,0,0,0,False,False
0G/USDT,adx_14_gt25,35984,0,0.0,0,0,0,False,False
0G/USDT,adx_14_slope,35984,0,0.0,0,0,0,False,False
0G/USDT,adx_7,35984,0,0.0,0,0,0,False,False
0G/USDT,adx_7_gt25,35984,0,0.0,0,0,0,False,False
0G/USDT,adx_7_slope,35984,0,0.0,0,0,0,False,False
0G/USDT,adx_di_minus_10,35984,0,0.0,0,0,0,False,False
0G/USDT,adx_di_minus_14,35984,0,0.0,0,0,0,False,False
0G/USDT,adx_di_minus_7,35984,0,0.0,0,0,0,False,False
0G/USDT,adx_di_plus_10,35984,0,0.0,0,0,0,False,False
0G/USDT,adx_di_plus_14,35984,0,0.0,0,0,0,False,False
0G/USDT,adx_di_plus_7,35984,0,0.0,0,0,0,False,False
0G/USDT,align,35984,0,0.0,0,0,0,False,False
0G/USDT,ambig,35984,0,0.0,0,0,0,False,False
0G/USDT,amihud_illiq,35984,0,0.0,0,0,0,False,False
0G/USDT,amihud_z,35984,0,0.0,0,0,0,False,False
0G/USDT,asset_atr_level,35984,0,0.0,0,0,0,False,False
0G/USDT,asset_vol_level,35984,0,0.0,0,0,0,False,False
0G/USDT,asym_ft,35984,0,0.0,0,0,0,False,False
0G/USDT,asym_ratio,35984,0,0.0,0,0,0,False,False
0G/USDT,atr_change_rate,35984,0,0.0,0,0,0,False,False
0G/USDT,atr_compression_ratio,35984,0,0.0,0,0,0,False,False
0G/USDT,atr_expansion,35984,0,0.0,0,0,0,False,False
0G/USDT,atr_expansion_z,35984,0,0.0,0,0,0,False,False
0G/USDT,atr_pct,35984,35984,100.0,35984,0,0,True,False
0G/USDT,atr_pct_base,35984,0,0.0,0,0,0,False,False
0G/USDT,atr_pct_change,35984,0,0.0,0,0,0,False,False
0G/USDT,atr_percentile,35984,0,0.0,0,0,0,False,False
0G/USDT,atr_slope,35984,0,0.0,0,0,0,False,False
0G/USDT,autocorr_24h,35984,0,0.0,0,0,0,False,False
0G/USDT,autocorr_6h,35984,0,0.0,0,0,0,False,False
0G/USDT,bar_direction_entropy,35984,0,0.0,0,0,0,False,False
0G/USDT,bars_in_high_vol_state_log_norm,35984,0,0.0,0,0,0,False,False
0G/USDT,bars_outside_ema20_atr_band_log_norm,35984,0,0.0,0,0,0,False,False
0G/USDT,bars_since_ema20_ema50_cross_log_norm,35984,0,0.0,0,0,0,False,False
0G/USDT,bb_pos_12,35984,0,0.0,0,0,0,False,False
0G/USDT,bb_pos_24,35984,0,0.0,0,0,0,False,False
0G/USDT,be_vol_units,35984,0,0.0,0,0,0,False,False
0G/USDT,bidirectional_range_ratio,35984,0,0.0,0,0,0,False,False
0G/USDT,blowoff_risk,35984,0,0.0,0,0,0,False,False
0G/USDT,blowoff_risk_surprise,35984,0,0.0,0,0,0,False,False
0G/USDT,body_pct,35984,0,0.0,0,0,0,False,False
0G/USDT,body_ratio,35984,0,0.0,0,0,0,False,False
0G/USDT,body_ratio_15m,35984,0,0.0,0,0,0,False,False
0G/USDT,bollinger_band_width,35984,0,0.0,0,0,0,False,False
0G/USDT,bounce_signal,35984,0,0.0,0,0,0,False,False
0G/USDT,breakout_24h,35984,0,0.0,0,0,0,False,False
0G/USDT,breakout_confirmed,35984,0,0.0,0,0,0,False,False
0G/USDT,breakout_min,35984,0,0.0,0,0,0,False,False
0G/USDT,breakout_soft,35984,0,0.0,0,0,0,False,False
0G/USDT,breakout_t,35984,0,0.0,0,0,0,False,False
0G/USDT,chop_score,35984,0,0.0,0,0,0,False,False
0G/USDT,choppiness_index_20,35984,0,0.0,0,0,0,False,True
0G/USDT,churn,35984,0,0.0,0,0,0,False,False
0G/USDT,climax,35984,0,0.0,0,0,0,False,False
0G/USDT,climax_decay,35984,0,0.0,0,0,0,False,False
0G/USDT,climax_range_12,35984,0,0.0,0,0,0,False,False
0G/USDT,climax_range_24,35984,0,0.0,0,0,0,False,False
0G/USDT,climax_vol_12,35984,0,0.0,0,0,0,False,False
0G/USDT,climax_vol_24,35984,0,0.0,0,0,0,False,False
0G/USDT,close_location_in_bar,35984,0,0.0,0,0,0,False,False
0G/USDT,close_position_in_range,35984,0,0.0,0,0,0,False,False
0G/USDT,clv,35984,0,0.0,0,0,0,False,False
0G/USDT,clv_collapse,35984,0,0.0,0,0,0,False,False
0G/USDT,clv_mean_2,35984,0,0.0,0,0,0,False,False
0G/USDT,clv_mean_24,35984,0,0.0,0,0,0,False,False
0G/USDT,clv_mean_4,35984,0,0.0,0,0,0,False,False
0G/USDT,clv_pullback,35984,0,0.0,0,0,0,False,False
0G/USDT,clv_t,35984,0,0.0,0,0,0,False,False
0G/USDT,coh,35984,0,0.0,0,0,0,False,False
