regime_families_combo,count
trend|volatility,4479
trend|volatility|volatility_term_structure,420
volatility,159
trend,36
trend|volatility_term_structure,17
volatility|volatility_term_structure,8
,5
compression|trend|volatility,2
volatility_term_structure,1
compression|volatility,1
