rejection_reason,count
b_sign_consistency_too_low,1611
b_mask_ic_uplift_too_low,1294
b_support_too_low,318
b_min_fold_support_too_low,318
b_support_too_high,21
b_positive_ic_fraction_too_low,254
b_oos_ic_too_low,9
b_support_instability_too_high,2
low_support,3
b_decile_spread_too_low,2
