fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,0.016775535,0.5242516,-0.9967762,0.016221939,0.99483293
1,0.015957193,0.5246829,-0.99673617,0.013856819,0.9948259
2,0.02137077,0.52566725,-0.99691904,0.02183356,0.99477834
3,0.022190461,0.5234896,-0.99681187,0.026136145,0.99482334
4,0.0241531,0.52803004,-0.9968806,0.025932789,0.99493223
