fold_id,seed,group,used_feature_count,split_count
0,42,location,44,642
0,42,regime,128,1998
1,42,location,44,571
1,42,regime,128,1825
2,42,location,44,540
2,42,regime,125,1574
3,42,location,44,1380
3,42,regime,128,4375
4,42,location,44,741
4,42,regime,128,2005
