canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_local_swing<=0.00030999258)|(ob_pressure_mkt_resid>-2.5011921),2,2,location|regime,residual,context,context|residual
(*)|(dist_local_swing>0.00030999258)|(mark_vs_perp_bps<=1.1342534&price_trend_15d_vol_norm<=-0.041748378),3,3,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(dist_local_swing>0.00030999258)|(asset_funding_rate_mean_15d<=-0.0000049183536&mark_vs_perp_bps>1.1342534),3,3,location|regime,perp_tradeability,context,context|perp_tradeability
(*)|(dist_local_swing>0.00030999258)|(asset_funding_rate_mean_15d>-0.0000049183536&dist_funding_pressure_price_96h_atr<=0.57114297&mark_vs_perp_bps>1.1342534),4,4,location|regime,perp_tradeability,context,context|perp_tradeability
(*)|(dist_local_swing>0.0013899989)|(price_trend_15d_vol_norm<=-0.08105614),2,2,location|regime,open_interest,context,context|open_interest
(*)|(dist_local_swing>0.0013899989)|(log_oi_to_volume_7d<=1.2537228&mark_perp_dislocation<=0.00010624051&price_trend_15d_vol_norm>-0.08105614),4,4,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(dist_ema20_atr>-0.1171048&dist_local_swing>0.0013899989)|(log_oi_to_volume_7d>1.2537228&price_trend_15d_vol_norm>-0.08105614&range_expansion_ratio>-0.61298549),5,5,location|regime,open_interest|volatility_term_structure,context,context|open_interest|volatility_term_structure
(*)|(*)|(log_oi_to_volume_7d<=39.392899&mark_vs_perp_bps<=-0.40166184&price_trend_15d_vol_norm>-0.061126608&xasset_asset_minus_mkt_funding<=-0.057862997),4,4,regime,asset_relative_funding|open_interest|perp_tradeability,,asset_relative_funding|open_interest|perp_tradeability
(*)|(*)|(log_oi_to_volume_7d<=39.392899&mark_vs_perp_bps<=-0.40166184&price_trend_15d_vol_norm>-0.061126608&xasset_asset_minus_mkt_funding>-0.057862997),4,4,regime,asset_relative_funding|open_interest|perp_tradeability,,asset_relative_funding|open_interest|perp_tradeability
(*)|(*)|(log_oi_to_volume_7d>39.392899&mark_vs_perp_bps<=-0.40166184),2,2,regime,open_interest|perp_tradeability,,open_interest|perp_tradeability
(*)|(dist_prior_day_low<=0.018427284)|(log_oi_to_volume_1d<=40.481667&mark_vs_perp_bps>-0.40166184&prior_volatility>-0.81218117),4,4,location|regime,context|open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(*)|(mark_perp_dislocation>0.00017855466&ob_imbalance_mkt_resid<=-0.0010430813),2,2,regime,perp_tradeability|residual,,perp_tradeability|residual
(*)|(pullback_depth<=1.6354877)|(mark_perp_dislocation>0.00010624051&ob_imbalance_mkt_resid>-0.0010430813&oi_value_z_30d<=0.015934547),4,4,location|regime,open_interest|perp_tradeability|residual,context,context|open_interest|perp_tradeability|residual
(*)|(pullback_depth>1.6354877)|(ob_imbalance_mkt_resid>-0.0010430813),2,2,location|regime,residual,context,context|residual
(*)|(*)|(dist_funding_pressure_price_96h_atr<=-0.4882451&log_oi_to_volume_1d<=41.481293&ob_pressure_mkt_resid>-0.0014901161&oi_rank<=0.13541667),4,4,regime,open_interest|perp_tradeability|residual,,open_interest|perp_tradeability|residual
(*)|(*)|(dist_funding_pressure_price_96h_atr>-0.4882451&log_oi_to_volume_1d<=41.481293&mark_vs_perp_bps>0.03977786&ob_pressure_mkt_resid>-0.0014901161),4,4,regime,open_interest|perp_tradeability|residual,,open_interest|perp_tradeability|residual
(*)|(loc_prev_week_range_pos_24>0.4322032)|(log_oi_to_volume_1d>41.481293),2,2,location|regime,open_interest,context,context|open_interest
(*)|(*)|(compression_ratio>-0.12787785&ob_imbalance_mkt_resid<=-0.0010430813),2,2,regime,residual|volatility_term_structure,,residual|volatility_term_structure
(*)|(dist_prior_day_low>0.057193164)|(log_oi_to_volume_1d<=40.942062&ob_imbalance_mkt_resid>-0.0010430813),3,3,location|regime,open_interest|residual,context,context|open_interest|residual
(*)|(*)|(dist_funding_pressure_price_96h_atr>0.23856796&log_oi_to_volume_1d>40.942062&ob_imbalance_mkt_resid>-0.0010430813),3,3,regime,open_interest|perp_tradeability|residual,,open_interest|perp_tradeability|residual
(*)|(pullback_depth<=1.0400543)|(dist_oiw_signed_delta_12h_atr>0.15175858&mark_vs_perp_bps<=1.2789949&range_24h_pct>0.048285652),4,4,location|regime,compression|perp_tradeability,context,compression|context|perp_tradeability
(*)|(*)|(mark_vs_perp_bps>1.2789949&ob_imbalance_mkt_resid<=-0.0010430813),2,2,regime,perp_tradeability|residual,,perp_tradeability|residual
(*)|(*)|(dist_oiw_z_delta_96h_atr>-1.3130169&log_oi_to_volume_1d>2.4910657&mark_vs_perp_bps>1.2789949&ob_imbalance_mkt_resid>-0.0010430813),4,4,regime,open_interest|perp_tradeability|residual,,open_interest|perp_tradeability|residual
(*)|(loc_prior_bar_pos_48>0.84704125)|(mark_vs_perp_bps<=-0.1203505&spike_score_surprise>-0.15586439),3,3,location|regime,perp_tradeability|residual,context,context|perp_tradeability|residual
(*)|(*)|(dist_funding_pressure_price_96h_atr<=-0.98090351&log_oi_to_volume_7d<=1.1686382&mark_vs_perp_bps>-0.1203505&prior_volatility>-0.63734132),4,4,regime,context|open_interest|perp_tradeability,,context|open_interest|perp_tradeability
(*)|(*)|(dist_funding_pressure_price_96h_atr>-0.98090351&log_oi_to_volume_7d<=1.1686382&mark_vs_perp_bps>-0.1203505&prior_volatility>-0.63734132),4,4,regime,context|open_interest|perp_tradeability,,context|open_interest|perp_tradeability
(*)|(dist_local_swing>0.0060002804)|(atr_percentile>-0.68958336&mark_vs_perp_bps<=0.14863421&xasset_ob_liquidity_peer_resid<=0.58720088),4,4,location|regime,compression|perp_tradeability|residual,context,compression|context|perp_tradeability|residual
(*)|(loc_prev_day_range_pos_24<=0.28824893&loc_prior_bar_pos_48<=-0.039791074)|(log_oi_to_volume_1d<=41.525242&mark_vs_perp_bps>0.14863421),4,4,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(loc_prior_bar_pos_48>-0.039791074)|(atr_compression_ratio<=0.11620452&log_oi_to_volume_1d<=41.525242&mark_vs_perp_bps>0.14863421),4,4,location|regime,open_interest|perp_tradeability|volatility_term_structure,context,context|open_interest|perp_tradeability|volatility_term_structure
(*)|(dist_local_swing>0.000040001236)|(ob_pressure_mkt_resid<=-0.0010430813),2,2,location|regime,residual,context,context|residual
(*)|(*)|(atr_compression_ratio<=0.25935081&log_oi_to_volume_1d<=5.2786617&mark_vs_perp_bps<=-1.0560659&ob_pressure_mkt_resid>-0.0010430813),4,4,regime,open_interest|perp_tradeability|residual|volatility_term_structure,,open_interest|perp_tradeability|residual|volatility_term_structure
(*)|(dist_ema50_atr<=-0.0038621537)|(log_oi_to_volume_1d<=5.2786617&mark_vs_perp_bps>-1.0560659&ob_pressure_mkt_resid>-0.0010430813),4,4,location|regime,open_interest|perp_tradeability|residual,context,context|open_interest|perp_tradeability|residual
(*)|(*)|(log_oi_to_volume_1d>5.2786617&ob_pressure_mkt_resid>-0.0010430813&oi_value_z_90d>-0.36088911&prior_volatility<=0.16830486),4,4,regime,context|open_interest|residual,,context|open_interest|residual
(*)|(*)|(mark_perp_dislocation>-0.00069917919&ob_pressure_mkt_resid<=-2.5011921),2,2,regime,perp_tradeability|residual,,perp_tradeability|residual
(*)|(*)|(dist_oiw_z_delta_96h_atr<=-1.7972746&ob_pressure_mkt_resid>-2.5011921&price_trend_15d_vol_norm>-0.031213256),3,3,regime,open_interest|perp_tradeability|residual,,open_interest|perp_tradeability|residual
