fold_id,seed,group,gain,split
0,42,location,3390.9492,642.0
0,42,regime,10081.973,1998.0
1,42,location,2854.4963,571.0
1,42,regime,9496.674,1825.0
2,42,location,2961.4666,540.0
2,42,regime,8756.909,1574.0
3,42,location,4598.431,1380.0
3,42,regime,15109.9795,4375.0
4,42,location,3165.1377,741.0
4,42,regime,9452.492,2005.0
