feature_name,group,usage_count
mark_vs_perp_bps,regime,532
mark_perp_dislocation,regime,515
log_oi_to_volume_1d,regime,454
price_trend_15d_vol_norm,regime,441
price_trend_7d_vol_norm,regime,399
dist_prior_day_low,location,397
range_24h_pct,regime,349
up_down_semivol_ratio_tanh,regime,344
dist_rolling_7d_high,location,320
prior_volatility,regime,311
log_oi_to_volume_7d,regime,289
asset_atr_level_pct,regime,283
trend_acceleration,regime,277
asset_funding_rate_abs_mean_7d,regime,270
bars_in_high_vol_state_log_norm,location,256
ob_pressure_mkt_resid,regime,234
ob_imbalance_mkt_resid,regime,231
price_trend_10d_vol_norm,regime,223
price_rv_7d_robust_z,regime,218
oi_value_log_7d_robust_z,regime,215
zscore_price_200,location,215
pullback_depth,location,188
price_rv_15d_robust_z,regime,186
loc_bb_channel_pos_48,location,180
dist_local_swing,location,175
compression_score,regime,146
variance_ratio_10_48,regime,139
up_down_return_mass_ratio_tanh,regime,137
range_expansion_ratio,regime,135
loc_swing_range_pos_24,location,135
funding_mean_10d_robust_z,regime,134
loc_prior_bar_pos_24,location,133
asset_funding_rate_mean_3d,regime,132
loc_swing_range_pos_48,location,131
prior_range,regime,130
dist_funding_pressure_price_96h_atr,regime,128
asset_vol_level_pct,regime,128
loc_session_pos_24,location,127
loc_pullback_depth_48,location,125
amihud_illiq,regime,125
funding_persistence,regime,121
oiw_z_delta_entry_dist_14d_atr,location,119
return_autocorr_48,regime,119
dist_oiw_signed_delta_12h_atr,regime,119
oi_vol_15d_robust_z,regime,109
dist_range_mid_atr,location,109
dist_funding_pressure_price_12h_atr,regime,108
oi_expansion_compression_balance_96h,regime,104
dist_oiw_intensity_96h_atr,regime,101
loc_pullback_depth_24,location,101
oiw_pos_delta_entry_dist_14d_atr,location,101
oiw_entry_zone_1d_atr,regime,99
oiw_z_delta_entry_dist_7d_atr,location,98
oi_expansion_compression_balance_24h,regime,98
funding_mom_2h,regime,97
dist_oiw_z_delta_96h_atr,regime,95
price_rv_10d_robust_z,regime,94
asset_funding_rate_mean_7d,regime,91
asset_minus_mkt_oi_1d_peer_resid,regime,91
rolling_range_20,regime,90
funding_vol_15d_robust_z,regime,90
oi_value_log_1d_robust_z,regime,89
oi_chg_8h_mkt_resid,regime,89
oi_value_z_90d,regime,87
loc_prior_bar_pos_48,location,87
