model,kind,tail_lambda,composite,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
ridge,ridge,0.0,0.13362324606238568,35266,0.08625743750938632,0.08625743750938632,0.029710996727056405,0.001130271931831316,-0.001047305735269182,0.002177577667100498,0.003006899068017141,0.35072313073069294,0.30598355232063523,0.6940164476793648
huber,huber,0.0,0.13030960746906642,35266,0.07413987348901246,0.07413987348901246,0.020889062659818155,0.000967425930494578,-0.0005951577778511013,0.0015625837083456792,0.003146231309183866,0.35544947537574445,0.30172984214008886,0.6982701578599112
extratrees,extratrees,0.0,0.1838483288821008,35266,0.10562491405354653,0.10562491405354653,0.03676488897881854,0.001386451573590303,-0.0013287065835959001,0.002715158157186203,0.004352296552234554,0.34023064561867855,0.30579449853483315,0.6942055014651668
extratrees_tailweighted,extratrees,2.0,0.15913856733375623,35266,0.09740947930813063,0.09740947930813063,0.023373369293091077,0.0012691494990998105,-0.001236799437566578,0.0025059489366663886,0.003772092160752555,0.332290386614992,0.31108800453729085,0.6889119954627091
xgb_basic,xgb,0.0,0.008453659251644055,35266,0.022489882505849903,0.022489882505849903,0.0,0.00015263617693365774,-1.8919113446469497e-05,0.00017155529038012724,-1.8076458356530202e-05,0.7716324794404008,0.3243217695434351,0.6756782304565649
xgb_robust,xgb,0.0,0.008453659251644055,35266,0.022489882505849903,0.022489882505849903,0.0,0.00015263617693365774,-1.8919113446469497e-05,0.00017155529038012724,-1.8076458356530202e-05,0.7716324794404008,0.3243217695434351,0.6756782304565649
