model,kind,tail_lambda,composite,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
ridge,ridge,0.0,0.07947779996307454,70016,0.050043800934354676,0.050043800934354676,0.03486018418870738,0.001479025018291935,0.00026137895279384094,0.001217646065498094,0.0016334074777573486,0.3325461816796801,0.28732622357646165,0.7126737764235384
huber,huber,0.0,0.06481557442349983,70016,0.04772430960513822,0.04772430960513822,0.05034114748663724,0.0012119688633066752,0.0006941858144095229,0.0005177830488971522,0.0010207835445151122,0.3389259188725957,0.269615311369263,0.730384688630737
extratrees,extratrees,0.0,0.09006473545472021,70016,0.056020215290066705,0.056020215290066705,0.017693110590216082,0.0016071542815738523,0.00019522622337995397,0.0014119280581938983,0.002078290538720957,0.33335555132355743,0.2823747857550943,0.7176252142449058
extratrees_tailweighted,extratrees,2.0,0.0830541982046097,70016,0.0570427967329182,0.0570427967329182,0.012130458690431683,0.001648573622175358,0.00018428559879010055,0.0014642880233852575,0.0018865980634770972,0.33059417253856405,0.28427918491715864,0.7157208150828414
xgb_basic,xgb,0.0,0.008807611814867458,70016,-0.0013194417408673895,-0.0013194417408673895,0.0,0.0010619610567122954,0.0006575394199032387,0.00040442163680905674,0.00031117961704048053,0.7297467149114455,0.2963245096172158,0.7036754903827842
xgb_robust,xgb,0.0,0.008807611814867458,70016,-0.0013194417408673895,-0.0013194417408673895,0.0,0.0010619610567122954,0.0006575394199032387,0.00040442163680905674,0.00031117961704048053,0.7297467149114455,0.2963245096172158,0.7036754903827842
