regime_families_combo,count
volatility,1060
trend|volatility,651
volatility|volatility_term_structure,35
trend|volatility|volatility_term_structure,32
trend,25
,13
compression|volatility,7
trend|volatility_term_structure,2
volatility_term_structure,1
