canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(*)|(atr_percentile>-0.4482908&range_expansion_ratio<=-0.27725768),2,2,regime,compression|volatility_term_structure,,compression|volatility_term_structure
(*)|(dist_local_swing<=-0.18443939&loc_swing_range_pos_48<=-0.22222024)|(range_expansion_ratio>-0.27725768),3,3,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(dist_local_swing<=-0.18443939&loc_swing_range_pos_48>-0.22222024)|(range_expansion_ratio>-0.27725768),3,3,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(dist_local_swing>-0.18443939&dist_rolling_7d_high<=-0.029630043&dist_vwap_atr<=-0.13824202)|(range_expansion_ratio>-0.27725768&volume_trend_48<=0.164359),5,5,location|regime,liquidity|volatility_term_structure,context,context|liquidity|volatility_term_structure
(*)|(dist_local_swing>-0.18443939&dist_rolling_7d_high<=-0.029630043&dist_vwap_atr<=0.222222&dist_vwap_atr>-0.13824202)|(range_expansion_ratio>-0.27725768&volume_trend_48<=0.164359),6,6,location|regime,liquidity|volatility_term_structure,context,context|liquidity|volatility_term_structure
(*)|(dist_local_swing>-0.18443939&dist_rolling_7d_high>-0.029630043&dist_vwap_atr<=0.040490758)|(range_expansion_ratio>-0.27725768&volume_trend_48<=0.164359),5,5,location|regime,liquidity|volatility_term_structure,context,context|liquidity|volatility_term_structure
(*)|(dist_local_swing>-0.18443939&dist_rolling_7d_high>-0.029630043&dist_vwap_atr<=0.222222&dist_vwap_atr>0.040490758)|(range_expansion_ratio>-0.27725768&volume_trend_48<=0.164359),6,6,location|regime,liquidity|volatility_term_structure,context,context|liquidity|volatility_term_structure
(*)|(dist_local_swing>-0.18443939&dist_vwap_atr<=0.47577912&dist_vwap_atr>0.222222&loc_vwap_dev_z_24<=0.27421817)|(range_expansion_ratio>-0.27725768),5,5,location|regime,volatility_term_structure,context|liquidity,context|liquidity|volatility_term_structure
(*)|(dist_local_swing>-0.18443939&dist_vwap_atr<=0.400397&dist_vwap_atr>0.222222&loc_vwap_dev_z_24>0.27421817)|(range_expansion_ratio>-0.27725768),5,5,location|regime,volatility_term_structure,context|liquidity,context|liquidity|volatility_term_structure
(*)|(dist_prior_day_low<=-0.27353719&dist_prior_day_low>-0.46747199)|(atr_compression_ratio>-0.39711034),3,3,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(dist_local_swing<=-0.19217789&dist_prior_day_low>-0.27353719&loc_prev_day_range_pos_24<=-0.20512885)|(*),3,3,location,,context,context
(*)|(dist_local_swing>-0.19217789&dist_prior_day_low>-0.27353719&loc_vwap_dev_z_24<=-0.1409111)|(*),3,3,location,,context|liquidity,context|liquidity
(*)|(dist_local_swing>-0.19217789&dist_prior_day_low>-0.27353719&distance_to_ema<=-0.0093808174&loc_vwap_dev_z_24>-0.1409111&zscore_price_200<=0.13859712)|(trend_acceleration<=0.23532341),6,6,location|regime,trend,context|liquidity,context|liquidity|trend
(*)|(dist_local_swing>-0.19217789&dist_prior_day_low>-0.27353719&distance_to_ema>-0.0093808174&loc_vwap_dev_z_24>-0.1409111&zscore_price_200<=0.13859712)|(trend_acceleration<=0.23532341),6,6,location|regime,trend,context|liquidity,context|liquidity|trend
(*)|(dist_local_swing>-0.19217789&dist_prior_day_low>-0.27353719&loc_session_pos_24<=0.18106203&loc_vwap_dev_z_24>-0.1409111&zscore_price_200>0.13859712)|(trend_acceleration<=0.23532341),6,6,location|regime,trend,context|liquidity,context|liquidity|trend
(*)|(dist_local_swing>-0.19217789&dist_prior_day_low>-0.27353719&loc_session_pos_24>0.18106203&loc_vwap_dev_z_24>-0.1409111&zscore_price_200>0.13859712)|(trend_acceleration<=0.23532341),6,6,location|regime,trend,context|liquidity,context|liquidity|trend
(*)|(dist_local_swing>-0.19217789&dist_prior_day_low>-0.27353719&loc_prev_week_range_pos_24<=0.29284129&loc_vwap_dev_z_24>-0.1409111)|(trend_acceleration>0.23532341),5,5,location|regime,trend,context|liquidity,context|liquidity|trend
(*)|(dist_local_swing>-0.19217789&dist_prior_day_low>-0.27353719&loc_prev_week_range_pos_24>0.31242448&loc_vwap_dev_z_24>-0.1409111)|(trend_acceleration>0.23532341),5,5,location|regime,trend,context|liquidity,context|liquidity|trend
(*)|(loc_initial_balance_pos_48>-0.46747199)|(bars_since_ema20_ema50_cross_log_norm<=-0.28453222),2,2,location|regime,trend,context,context|trend
(*)|(dist_weekly_vwap<=-0.2166197)|(bars_since_ema20_ema50_cross_log_norm>-0.28453222&prior_range<=-0.21367587&volume_zscore_48h<=-0.19217789),4,4,location|regime,context|liquidity|trend,context,context|liquidity|trend
(*)|(dist_ema50_atr>-0.18696243&loc_pivot_ladder_pos_48<=0.071482144)|(bars_since_ema20_ema50_cross_log_norm>-0.28453222&return_autocorr_48<=-0.052381013&volume_zscore_48h>-0.19217789),5,5,location|regime,liquidity|momentum|trend,context,context|liquidity|momentum|trend
(*)|(loc_pivot_ladder_pos_48<=0.071482144)|(bars_since_ema20_ema50_cross_log_norm>-0.28453222&return_autocorr_48<=0.031866331&return_autocorr_48>-0.052381013&volume_zscore_48h>-0.19217789),5,5,location|regime,liquidity|momentum|trend,context,context|liquidity|momentum|trend
(*)|(loc_pivot_ladder_pos_48<=0.071482144)|(bars_since_ema20_ema50_cross_log_norm>-0.28453222&return_autocorr_48>0.031866331&volume_zscore_48h>-0.19217789),4,4,location|regime,liquidity|momentum|trend,context,context|liquidity|momentum|trend
(*)|(loc_pivot_ladder_pos_48<=0.21568684&loc_pivot_ladder_pos_48>0.071482144&zscore_price_50<=0.14220509)|(bars_since_ema20_ema50_cross_log_norm>-0.28453222&volume_zscore_48h>-0.19217789),5,5,location|regime,liquidity|trend,context,context|liquidity|trend
(*)|(loc_pivot_ladder_pos_48<=0.21568684&loc_pivot_ladder_pos_48>0.071482144&zscore_price_50>0.14220509)|(bars_since_ema20_ema50_cross_log_norm>-0.28453222&volume_zscore_48h>-0.19217789),5,5,location|regime,liquidity|trend,context,context|liquidity|trend
(*)|(loc_pivot_ladder_pos_48<=0.27822694&loc_pivot_ladder_pos_48>0.21568684)|(bars_since_ema20_ema50_cross_log_norm>-0.28453222&volume_zscore_48h>-0.19217789),4,4,location|regime,liquidity|trend,context,context|liquidity|trend
(*)|(loc_pivot_ladder_pos_48>0.27822694)|(bars_since_ema20_ema50_cross_log_norm>-0.28453222&volume_zscore_48h>-0.19217789),3,3,location|regime,liquidity|trend,context,context|liquidity|trend
(*)|(loc_session_pos_24>-0.37127453)|(efficiency_ratio_20<=-0.29090774),2,2,location|regime,path_structure,context,context|path_structure
(*)|(loc_prev_day_range_pos_24<=-0.19457418)|(compression_ratio<=-0.24561332&efficiency_ratio_20>-0.29090774),3,3,location|regime,path_structure|volatility_term_structure,context,context|path_structure|volatility_term_structure
(*)|(loc_prev_day_range_pos_24<=-0.19457418)|(compression_ratio>-0.24561332&efficiency_ratio_20>-0.29090774),3,3,location|regime,path_structure|volatility_term_structure,context,context|path_structure|volatility_term_structure
(*)|(dist_range_mid_atr<=0.4243592&loc_prev_day_range_pos_24<=0.32293862&loc_prev_day_range_pos_24>-0.19457418)|(efficiency_ratio_20<=0.33883876&efficiency_ratio_20>-0.29090774&range_expansion_ratio<=-0.11920989),6,6,location|regime,path_structure|volatility_term_structure,context,context|path_structure|volatility_term_structure
(*)|(loc_pivot_ladder_pos_48>-0.43627179&loc_prev_week_range_pos_24<=-0.29845932&zscore_price_50>-0.4482908)|(*),3,3,location,,context,context
(*)|(loc_prev_week_range_pos_24>-0.29845932)|(compression_score<=-0.18001391&volume_zscore_48h<=-0.2166197),3,3,location|regime,liquidity|volatility_term_structure,context,context|liquidity|volatility_term_structure
(*)|(loc_prev_week_range_pos_24>-0.29845932)|(compression_score<=-0.18001391&volume_zscore_48h>-0.2166197),3,3,location|regime,liquidity|volatility_term_structure,context,context|liquidity|volatility_term_structure
(*)|(dist_ema20_atr<=-0.066335879&loc_pivot_ladder_pos_24<=0.02333854&loc_prev_week_range_pos_24>-0.29845932&loc_range_pos_48<=0.059730738)|(compression_score>-0.18001391&trend_acceleration<=-0.069745295),6,6,location|regime,trend|volatility_term_structure,context,context|trend|volatility_term_structure
(*)|(dist_ema20_atr>-0.066335879&loc_pivot_ladder_pos_24<=0.02333854&loc_prev_week_range_pos_24>-0.29845932&loc_range_pos_48<=0.059730738)|(compression_score>-0.18001391),5,5,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(loc_pivot_ladder_pos_24<=0.16163863&loc_prev_week_range_pos_24<=0.22516666&loc_prev_week_range_pos_24>-0.29845932&loc_range_pos_48>0.059730738)|(compression_score>-0.18001391&volume_autocorr_48>0.075175658),6,6,location|regime,liquidity|volatility_term_structure,context,context|liquidity|volatility_term_structure
(*)|(loc_prev_week_range_pos_24>0.22516666&loc_range_pos_48<=0.32293862&loc_range_pos_48>0.059730738)|(compression_score>-0.18001391),4,4,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(loc_prev_week_range_pos_24>0.22516666&loc_range_pos_48>0.32293862)|(compression_score>-0.18001391),3,3,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(bars_in_high_vol_state_log_norm<=-0.28095466&loc_prior_bar_pos_48>-0.36253256)|(*),2,2,location,,context,context
(*)|(bars_in_high_vol_state_log_norm>-0.28095466&zscore_price_200<=-0.21964115)|(direction_entropy_20<=-0.19711074),3,3,location|regime,path_structure,context,context|path_structure
(*)|(bars_in_high_vol_state_log_norm>-0.28095466&loc_initial_balance_pos_48<=-0.014668153&loc_pivot_ladder_pos_48<=-0.055464026&loc_prev_week_range_pos_24>-0.18443939)|(direction_entropy_20>-0.19711074),5,5,location|regime,path_structure,context,context|path_structure
(*)|(bars_in_high_vol_state_log_norm>-0.28095466&loc_initial_balance_pos_48>-0.014668153)|(atr_percentile<=0.084848702&bollinger_band_width<=0.21911147&compression_score<=0.071482144&direction_entropy_20>-0.19711074),6,6,location|regime,compression|path_structure|volatility_term_structure,context,compression|context|path_structure|volatility_term_structure
(*)|(bars_in_high_vol_state_log_norm>-0.28095466&loc_initial_balance_pos_48>-0.014668153&loc_vwap_dev_z_24<=0.12227881)|(atr_percentile>0.084848702&bollinger_band_width<=0.21911147&direction_entropy_20>-0.19711074),6,6,location|regime,compression|path_structure,context|liquidity,compression|context|liquidity|path_structure
(*)|(bars_in_high_vol_state_log_norm>-0.28095466&loc_initial_balance_pos_48>-0.014668153&loc_vwap_dev_z_24>0.12227881)|(atr_percentile>0.084848702&bollinger_band_width<=0.21911147&direction_entropy_20>-0.19711074),6,6,location|regime,compression|path_structure,context|liquidity,compression|context|liquidity|path_structure
(*)|(bars_in_high_vol_state_log_norm>-0.28095466&loc_initial_balance_pos_48>-0.014668153)|(atr_percentile>0.24181299&bollinger_band_width>0.21911147&direction_entropy_20>-0.19711074),5,5,location|regime,compression|path_structure,context,compression|context|path_structure
(*)|(dist_prior_day_high<=-0.27725768&loc_vwap_dev_z_48>-0.46747199)|(*),2,2,location,,context|liquidity,context|liquidity
(*)|(dist_prior_day_high>-0.27725768&loc_initial_balance_pos_48<=-0.16923557)|(efficiency_ratio_20>-0.25733176),3,3,location|regime,path_structure,context,context|path_structure
(*)|(dist_prior_day_high>-0.27725768&dist_weekly_vwap>-0.15513276&loc_initial_balance_pos_48>-0.16923557&loc_prev_day_range_pos_24<=-0.066335879&loc_vwap_dev_z_24<=-0.11111165)|(prior_range<=-0.063274384),6,6,location|regime,context,context|liquidity,context|liquidity
(*)|(dist_prior_day_high>-0.27725768&dist_weekly_vwap>-0.15513276&loc_initial_balance_pos_48>-0.16923557&loc_prev_day_range_pos_24<=-0.066335879&loc_vwap_dev_z_24>-0.11111165)|(prior_range<=-0.063274384),6,6,location|regime,context,context|liquidity,context|liquidity
(*)|(dist_prior_day_high>-0.27725768&dist_weekly_vwap>-0.15513276&loc_initial_balance_pos_48>-0.16923557)|(prior_range<=0.057129275&prior_range>-0.038725108),5,5,location|regime,context,context,context
(*)|(loc_pullback_depth_24<=-0.28767142&loc_pullback_depth_24>-0.46747199&pullback_depth>-0.38753098)|(*),3,3,location,,context|path_structure,context|path_structure
(*)|(dist_prior_day_low<=-0.18443939&dist_range_mid_atr<=-0.20791039&loc_pullback_depth_24>-0.28767142)|(*),3,3,location,,context|path_structure,context|path_structure
(*)|(dist_ma100_atr>-0.1818732&dist_prior_day_low>-0.18443939&loc_initial_balance_pos_24>-0.16923557&loc_pullback_depth_24>-0.28767142)|(true_range_percentile<=0.23532341&true_range_percentile>0.071482144),6,6,location|regime,volatility,context|path_structure,context|path_structure|volatility
(*)|(dist_ma100_atr>-0.1818732&dist_prior_day_low>-0.18443939&loc_ema_stack_pos_24<=0.33333361&loc_initial_balance_pos_24>-0.16923557&loc_pullback_depth_24>-0.28767142)|(true_range_percentile>0.23532341),6,6,location|regime,volatility,context|path_structure|trend,context|path_structure|trend|volatility
(*)|(dist_ma100_atr>-0.1818732&dist_prior_day_low>-0.18443939&loc_ema_stack_pos_24>0.33333361&loc_initial_balance_pos_24>-0.16923557&loc_pullback_depth_24>-0.28767142)|(true_range_percentile>0.23532341),6,6,location|regime,volatility,context|path_structure|trend,context|path_structure|trend|volatility
(*)|(dist_prior_day_high<=-0.28453222&loc_range_pos_24>-0.66618538)|(*),2,2,location,,context,context
(*)|(dist_prior_day_high>-0.28453222&distance_to_ema>-0.26433831)|(true_range_percentile<=-0.18001391),3,3,location|regime,volatility,context,context|volatility
(*)|(dist_prior_day_high>-0.28453222&distance_to_ema<=0.21911147&loc_initial_balance_pos_24<=0.35098144&loc_pullback_depth_24<=0.31242448)|(compression_score>0.082250997&true_range_percentile>-0.18001391),6,6,location|regime,volatility|volatility_term_structure,context|path_structure,context|path_structure|volatility|volatility_term_structure
(*)|(dist_prior_day_high>-0.28453222&distance_to_ema>0.21911147&loc_initial_balance_pos_24<=0.35098144&loc_pullback_depth_24<=0.31242448)|(true_range_percentile>-0.18001391&variance_ratio_10_48<=0.28848884),6,6,location|regime,volatility,context|path_structure,context|path_structure|volatility
(*)|(distance_to_ema>-0.35508123)|(volatility_ratio_short_long<=-0.29436448),2,2,location|regime,volatility,context,context|volatility
(*)|(dist_prior_day_low<=0.35698777&dist_range_mid_atr>-0.29090774&loc_ema_stack_pos_24<=0.400397&loc_ema_stack_pos_24>0.222222)|(volatility_ratio_short_long<=0.30689454&volatility_ratio_short_long>-0.29436448),6,6,location|regime,volatility,context|trend,context|trend|volatility
(*)|(dist_ema200_atr>-0.49596679&loc_prev_week_range_pos_48<=-0.28767142&zscore_price_50<=-0.28095466)|(*),3,3,location,,context,context
(*)|(dist_ema200_atr>-0.49596679&pullback_depth<=-0.18443939&zscore_price_50>-0.28095466)|(prior_range<=-0.2166197),4,4,location|regime,context,context,context
