fold_id,seed,feature_name,group,regime_family,source_family,gain,split
0,42,bars_since_ema20_ema50_cross_log_norm,regime,trend,trend,11.108527,7.0
0,42,dist_ema20_atr,location,,context,9.732233,6.0
0,42,bars_outside_ema20_atr_band_log_norm,regime,volatility,volatility,2.3177664,5.0
0,42,dist_ema50_atr,location,,context,0.9762189,3.0
0,42,up_down_semivol_ratio_tanh,regime,path_structure,path_structure,1.2043298,3.0
0,42,dist_ema200_atr,location,,context,11.096387,5.0
0,42,up_down_return_mass_ratio_tanh,regime,path_structure,path_structure,6.222541,7.0
0,42,dist_vwap_atr,location,,context,6.4982243,8.0
0,42,tail_asymmetry_q90_q10_atr_norm,regime,path_structure,path_structure,4.4689198,5.0
0,42,dist_weekly_vwap,location,,context,4.5044346,8.0
0,42,atr_compression_ratio,regime,volatility_term_structure,volatility_term_structure,6.178175,9.0
0,42,dist_prior_day_high,location,,context,16.313925,11.0
0,42,atr_percentile,regime,compression,compression,9.635259,12.0
0,42,dist_prior_day_low,location,,context,24.20379,14.0
0,42,bollinger_band_width,regime,compression,compression,5.3564878,9.0
0,42,dist_rolling_7d_high,location,,context,4.0783896,11.0
0,42,choppiness_index_20,regime,path_structure,path_structure,2.7517588,9.0
0,42,dist_local_swing,location,,context,11.520654,7.0
0,42,compression_ratio,regime,volatility_term_structure,volatility_term_structure,4.265298,4.0
0,42,dist_range_mid_atr,location,,context,8.200268,10.0
0,42,compression_score,regime,volatility_term_structure,volatility_term_structure,6.411152,9.0
0,42,dist_ma100_atr,location,,context,1.833323,3.0
0,42,direction_entropy_20,regime,path_structure,path_structure,8.467589,10.0
0,42,distance_to_ema,location,,context,3.515019,8.0
0,42,efficiency_ratio_20,regime,path_structure,path_structure,11.602445,8.0
0,42,pullback_depth,location,,context,7.513675,12.0
0,42,ema20_slope_5h,regime,trend,trend,5.433699,6.0
0,42,zscore_price_50,location,,context,8.132743,10.0
0,42,ema50_slope,regime,trend,trend,0.2010694,2.0
0,42,zscore_price_200,location,,context,5.627817,5.0
0,42,ema_slope_norm,regime,trend,trend,13.180565,7.0
0,42,loc_ema_stack_pos_24,location,,trend,12.333449,13.0
0,42,prior_range,regime,context,context,9.455578,10.0
0,42,loc_ema_stack_pos_48,location,,trend,2.9946928,6.0
0,42,prior_volatility,regime,context,context,1.8819,4.0
0,42,loc_vwap_dev_z_24,location,,liquidity,4.815449,12.0
0,42,range_expansion_ratio,regime,volatility_term_structure,volatility_term_structure,14.699192,10.0
0,42,loc_vwap_dev_z_48,location,,liquidity,11.183818,14.0
0,42,realized_volatility_24h,regime,volatility,volatility,0.6692875,4.0
0,42,loc_range_pos_24,location,,context,7.743991,8.0
0,42,return_autocorr_48,regime,momentum,momentum,8.537076,11.0
0,42,loc_range_pos_48,location,,context,6.2777863,7.0
0,42,rolling_range_20,regime,compression,compression,4.039372,10.0
0,42,loc_prior_bar_pos_24,location,,context,5.746863,5.0
0,42,trend_acceleration,regime,trend,trend,9.990072,9.0
0,42,loc_prior_bar_pos_48,location,,context,7.2977643,10.0
0,42,true_range_percentile,regime,volatility,volatility,9.14495,8.0
0,42,loc_swing_range_pos_24,location,,context,7.798217,7.0
0,42,variance_ratio_10_48,regime,volatility,volatility,2.1837199,6.0
0,42,loc_swing_range_pos_48,location,,context,5.113888,5.0
0,42,volatility_ratio_short_long,regime,volatility,volatility,8.109648,5.0
0,42,loc_session_pos_24,location,,context,3.532887,7.0
0,42,volume_autocorr_48,regime,liquidity,liquidity,12.14564,10.0
0,42,loc_session_pos_48,location,,context,4.152911,5.0
0,42,volume_percentile,regime,liquidity,liquidity,1.7221979,6.0
0,42,loc_initial_balance_pos_24,location,,context,7.6679044,9.0
0,42,volume_trend_48,regime,liquidity,liquidity,5.239504,5.0
0,42,loc_initial_balance_pos_48,location,,context,13.366868,10.0
0,42,volume_zscore_48h,regime,liquidity,liquidity,8.506965,9.0
0,42,loc_prev_day_range_pos_24,location,,context,13.613994,13.0
0,42,loc_prev_day_range_pos_48,location,,context,4.5640726,7.0
0,42,loc_prev_week_range_pos_24,location,,context,13.744941,11.0
0,42,loc_prev_week_range_pos_48,location,,context,12.7588825,9.0
0,42,loc_bb_channel_pos_24,location,,compression,3.4535282,6.0
0,42,loc_bb_channel_pos_48,location,,compression,1.033276,3.0
0,42,loc_pullback_depth_24,location,,path_structure,11.07471,8.0
0,42,loc_pullback_depth_48,location,,path_structure,8.571487,9.0
0,42,loc_pivot_ladder_pos_24,location,,context,3.9805744,6.0
0,42,loc_pivot_ladder_pos_48,location,,context,7.1568313,11.0
0,42,bars_in_high_vol_state_log_norm,location,,context,22.164568,11.0
1,42,bars_since_ema20_ema50_cross_log_norm,regime,trend,trend,25.2067,7.0
1,42,dist_ema20_atr,location,,context,9.815927,3.0
1,42,bars_outside_ema20_atr_band_log_norm,regime,volatility,volatility,2.9154193,3.0
1,42,dist_ema50_atr,location,,context,3.0248508,4.0
1,42,dist_ema200_atr,location,,context,0.397138,1.0
1,42,up_down_return_mass_ratio_tanh,regime,path_structure,path_structure,5.43467,5.0
1,42,dist_vwap_atr,location,,context,2.906982,3.0
1,42,tail_asymmetry_q90_q10_atr_norm,regime,path_structure,path_structure,14.5171585,7.0
1,42,dist_weekly_vwap,location,,context,0.7505539,2.0
1,42,atr_compression_ratio,regime,volatility_term_structure,volatility_term_structure,0.35964298,2.0
1,42,dist_prior_day_high,location,,context,5.3875766,7.0
1,42,atr_percentile,regime,compression,compression,5.1785107,5.0
1,42,dist_prior_day_low,location,,context,1.7816479,3.0
1,42,bollinger_band_width,regime,compression,compression,8.160203,5.0
1,42,dist_rolling_7d_high,location,,context,5.0020437,8.0
1,42,choppiness_index_20,regime,path_structure,path_structure,0.830871,1.0
1,42,dist_local_swing,location,,context,2.267393,3.0
1,42,compression_ratio,regime,volatility_term_structure,volatility_term_structure,2.8380134,4.0
1,42,dist_range_mid_atr,location,,context,2.463017,3.0
1,42,compression_score,regime,volatility_term_structure,volatility_term_structure,8.7667,11.0
1,42,dist_ma100_atr,location,,context,4.420283,5.0
1,42,direction_entropy_20,regime,path_structure,path_structure,6.715073,5.0
1,42,distance_to_ema,location,,context,2.740584,3.0
1,42,efficiency_ratio_20,regime,path_structure,path_structure,10.201399,7.0
1,42,pullback_depth,location,,context,4.92302,4.0
1,42,ema20_slope_5h,regime,trend,trend,3.29879,1.0
1,42,zscore_price_50,location,,context,0.1103722,3.0
1,42,ema50_slope,regime,trend,trend,2.932832,4.0
1,42,zscore_price_200,location,,context,3.2250872,4.0
1,42,ema_slope_norm,regime,trend,trend,18.977512,9.0
1,42,loc_ema_stack_pos_24,location,,trend,6.708158,2.0
1,42,prior_range,regime,context,context,0.9317917,4.0
1,42,loc_ema_stack_pos_48,location,,trend,3.7975307,5.0
1,42,prior_volatility,regime,context,context,11.348,1.0
1,42,loc_vwap_dev_z_24,location,,liquidity,2.160052,3.0
1,42,range_expansion_ratio,regime,volatility_term_structure,volatility_term_structure,13.805823,6.0
1,42,loc_vwap_dev_z_48,location,,liquidity,13.655736,6.0
1,42,realized_volatility_24h,regime,volatility,volatility,29.215221,4.0
1,42,loc_range_pos_24,location,,context,3.593266,3.0
1,42,return_autocorr_48,regime,momentum,momentum,3.315502,3.0
1,42,loc_range_pos_48,location,,context,7.9542823,6.0
1,42,rolling_range_20,regime,compression,compression,2.369863,4.0
1,42,loc_prior_bar_pos_24,location,,context,19.897514,7.0
1,42,trend_acceleration,regime,trend,trend,9.384059,10.0
1,42,loc_prior_bar_pos_48,location,,context,3.9056435,5.0
1,42,true_range_percentile,regime,volatility,volatility,6.210494,7.0
1,42,loc_swing_range_pos_24,location,,context,8.59427,4.0
1,42,variance_ratio_10_48,regime,volatility,volatility,5.668636,4.0
1,42,loc_swing_range_pos_48,location,,context,6.007381,5.0
1,42,volatility_ratio_short_long,regime,volatility,volatility,2.019895,2.0
1,42,loc_session_pos_24,location,,context,0.634452,2.0
1,42,volume_autocorr_48,regime,liquidity,liquidity,5.039233,7.0
1,42,loc_session_pos_48,location,,context,10.990724,6.0
1,42,volume_percentile,regime,liquidity,liquidity,4.08254,4.0
1,42,loc_initial_balance_pos_24,location,,context,10.98388,2.0
1,42,volume_trend_48,regime,liquidity,liquidity,9.346872,6.0
1,42,loc_initial_balance_pos_48,location,,context,8.286355,9.0
1,42,volume_zscore_48h,regime,liquidity,liquidity,1.2093308,2.0
