feature_name,group,usage_count
dist_prior_day_low,location,45
loc_vwap_dev_z_48,location,43
loc_prev_day_range_pos_24,location,43
loc_pullback_depth_24,location,36
dist_local_swing,location,36
compression_score,regime,36
loc_prev_week_range_pos_48,location,34
range_expansion_ratio,regime,34
tail_asymmetry_q90_q10_atr_norm,regime,33
loc_swing_range_pos_24,location,32
loc_initial_balance_pos_48,location,32
atr_percentile,regime,32
trend_acceleration,regime,31
loc_prev_week_range_pos_24,location,31
dist_prior_day_high,location,31
volume_zscore_48h,regime,31
ema_slope_norm,regime,30
bars_in_high_vol_state_log_norm,location,30
dist_rolling_7d_high,location,29
efficiency_ratio_20,regime,28
bars_since_ema20_ema50_cross_log_norm,regime,28
true_range_percentile,regime,27
loc_initial_balance_pos_24,location,26
bollinger_band_width,regime,26
loc_pivot_ladder_pos_48,location,25
realized_volatility_24h,regime,24
pullback_depth,location,24
dist_ema20_atr,location,24
loc_range_pos_48,location,23
volume_trend_48,regime,23
loc_pivot_ladder_pos_24,location,23
loc_ema_stack_pos_24,location,22
volume_autocorr_48,regime,22
loc_pullback_depth_48,location,22
prior_range,regime,21
dist_range_mid_atr,location,21
loc_vwap_dev_z_24,location,21
direction_entropy_20,regime,20
up_down_return_mass_ratio_tanh,regime,20
dist_ma100_atr,location,20
rolling_range_20,regime,20
variance_ratio_10_48,regime,19
loc_swing_range_pos_48,location,19
loc_session_pos_48,location,19
zscore_price_50,location,19
loc_prev_day_range_pos_48,location,18
loc_prior_bar_pos_24,location,17
dist_ema200_atr,location,17
return_autocorr_48,regime,16
dist_weekly_vwap,location,15
choppiness_index_20,regime,15
volume_percentile,regime,15
distance_to_ema,location,15
atr_compression_ratio,regime,15
loc_prior_bar_pos_48,location,15
loc_bb_channel_pos_24,location,14
zscore_price_200,location,14
loc_ema_stack_pos_48,location,13
dist_vwap_atr,location,12
compression_ratio,regime,12
loc_session_pos_24,location,11
ema20_slope_5h,regime,10
loc_range_pos_24,location,10
prior_volatility,regime,10
dist_ema50_atr,location,9
ema50_slope,regime,8
volatility_ratio_short_long,regime,5
bars_outside_ema20_atr_band_log_norm,regime,4
loc_bb_channel_pos_48,location,3
up_down_semivol_ratio_tanh,regime,3
