timestamp,symbol,timeframe,run_optimization,loaded_from,bundle_path,n_bars,start,end,kalman_Q,kalman_R,volume_weight,volume_adaptive,total_loss,smoothness_penalty,tracking_penalty,volume_weight_used,volume_adaptive_used,parameter_regularization,volume_kalman_snr_improvement,volume_kalman_noise_reduction,volume_kalman_tracking_rmse,moving_average_snr_improvement,moving_average_noise_reduction,moving_average_tracking_rmse,fisher_snr_improvement,fisher_noise_reduction,fisher_tracking_rmse
20260130_104843,BNBUSDT,15m,True,,outcomes/meta_labeling_hpo_sample_weighted/BNBUSDT_15m_20260130_114804/layer0_kalman_bundle.joblib,35345,2025-07-06 20:45:00,2026-01-02 20:45:00,0.0017782794100389228,0.1,0.0,True,2968.955482564537,2543.8974271839284,425.0314356158637,0.6000000000000001,False,0.026619764744595622,1.5841887884647943,-0.6750910470656706,40.65942943679198,57.899136876857014,0.9827790668306094,4.100471880278823,0.001334698054926659,-0.001971609952600817,875.35998801341
