,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,blended_mu,blended_std,blended_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
zscore_price_50,0.01694698,0.0022676853,0.12664905,29.666666,2.8087165,313.3499,57.996098,10.200452,329.74496,0.018991705,0.0031343237,0.11507581,0.3291553,0.06525462,1.6603147,1.0,0.0,0.0,1.0,0.94490355,1.0,0.0,4.5,3.3333333,0.9362259,1.0
G_VOL,0.016212262,0.0032364347,0.081212044,48.833332,4.775516,499.35846,64.75876,11.166804,375.55026,0.01826614,0.0035758524,0.09330695,0.36409238,0.040234793,3.2947416,2.0,0.0,0.0,0.9534814,0.9724518,1.0,0.0,2.0,1.6666666,0.9175277,2.0
adx_14_slope,0.014731959,0.0040285895,0.053872608,31.5,6.751543,146.9664,55.456448,15.204117,202.27531,0.016445873,0.0047119213,0.05740053,0.31484014,0.088719204,1.1172814,3.0,0.0,0.0,0.8597562,0.8539945,0.8333333,0.0,3.0,8.833333,0.81136453,3.0
compression_ratio_G_VOL_1,0.012699389,0.0029568349,0.05454294,27.5,4.8562675,155.7266,46.46684,11.955704,180.59726,0.014590629,0.0040698275,0.052308474,0.2584982,0.059567954,1.1217661,4.0,0.0,0.0,0.7310642,0.8953168,1.0,0.0,8.0,6.3333335,0.77591455,4.0
adx_7_slope,0.013863064,0.005887268,0.032644097,26.666666,7.1802197,99.03751,45.78083,21.292847,98.43139,0.014656406,0.0069401274,0.030951915,0.25407484,0.107313834,0.60154426,26.0,0.0,0.0,0.8047422,0.6280992,0.8333333,0.0,10.0,22.5,0.72463304,5.0
adx_10_slope,0.013893375,0.005503209,0.03507515,30.5,10.144785,91.69736,49.133743,18.712273,129.01292,0.015374308,0.0060786246,0.038885336,0.27654737,0.102710046,0.74460536,19.0,0.0,0.0,0.8066613,0.59504133,0.8333333,0.0,5.0,24.5,0.71742404,6.0
loc_pullback_depth_48,0.012809137,0.004199222,0.039072473,27.666666,7.015855,109.10209,43.81747,13.52686,141.93764,0.0143915275,0.0046544177,0.044498812,0.24453273,0.06892584,0.8675448,14.0,0.0,0.0,0.7380129,0.7355372,0.8333333,0.0,9.5,16.0,0.7147914,7.0
impact_24,0.0098664295,0.0030131969,0.032306697,24.666666,6.209312,97.98903,39.091846,10.684892,143.02179,0.01108409,0.0032609566,0.03767516,0.22328387,0.08442618,0.5905241,20.0,0.0,0.0,0.5516957,0.8512397,1.0,0.20641674,18.5,9.0,0.67656344,8.0
up_down_semivol_ratio_tanh,0.010148655,0.0025482231,0.040418435,27.5,2.291288,330.05457,35.785625,7.394183,173.19168,0.010902595,0.00238962,0.049742877,0.19944806,0.04347575,0.91498196,8.0,0.0,0.0,0.56956476,0.8181818,1.0,0.0,22.0,11.0,0.667806,9.0
vol_expansion_ratio,0.011276754,0.0034423242,0.036941662,22.666666,5.7057476,90.045654,37.034138,11.455809,119.723305,0.011873629,0.0035967093,0.039197788,0.20775461,0.07609521,0.56721014,16.0,1.0,0.0,0.64099026,0.7107438,0.8333333,0.0,18.0,17.5,0.6552306,10.0
