fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon,total_splits,total_gain,is_healthy_fold,health_reason
0,42,44,0.002028362983645034,6,64,18,quantile,0.35,quantile,quantile,returns_target,3,480,480.26724,True,healthy
1,42,25,0.001672263538903501,6,64,24,quantile,0.35,quantile,quantile,returns_target,3,291,426.1101,True,healthy
2,42,1,0.0014856656053735449,6,64,30,quantile,0.35,quantile,quantile,returns_target,3,10,22.142282,False,low_iterations_or_gain
