fold_id,seed,group,gain,split
0,42,location,283.12817,287.0
0,42,regime,197.13905,193.0
1,42,location,223.90135,166.0
1,42,regime,202.20874,125.0
2,42,location,13.811571,4.0
2,42,regime,8.330711,6.0
