fold_id,seed,regime_family,gain,split
0,42,compression,27.487911,22.0
0,42,context,10.809283,13.0
0,42,liquidity,27.656685,27.0
0,42,momentum,5.6419554,12.0
0,42,path_structure,45.988853,35.0
0,42,trend,35.270332,35.0
0,42,volatility,7.0579686,15.0
0,42,volatility_term_structure,37.226067,34.0
1,42,compression,19.049776,13.0
1,42,context,20.832664,9.0
1,42,liquidity,42.239952,16.0
1,42,momentum,5.17165,6.0
1,42,path_structure,30.808723,28.0
1,42,trend,17.569231,14.0
1,42,volatility,57.291626,25.0
1,42,volatility_term_structure,9.24512,14.0
2,42,compression,4.68115,2.0
2,42,liquidity,1.7016131,2.0
2,42,path_structure,1.03651,1.0
2,42,volatility,0.911438,1.0
