families_combo,count
context|open_interest,131
context|path_structure,89
context|open_interest|path_structure,87
context,75
open_interest|path_structure,65
compression|context|open_interest,63
context|open_interest|volatility_term_structure,56
open_interest,52
context|open_interest|perp_tradeability,46
context|open_interest|path_structure|perp_tradeability,37
compression|open_interest,36
context|open_interest|open_interest_location,35
compression|context,34
context|path_structure|perp_tradeability,33
context|volatility_term_structure,32
context|open_interest_location,32
compression|context|open_interest|path_structure,28
open_interest|open_interest_location|path_structure,26
open_interest|path_structure|perp_tradeability,25
compression|context|path_structure,24
context|momentum|open_interest,23
open_interest|perp_tradeability,23
open_interest|open_interest_location,23
compression|context|open_interest|perp_tradeability,21
context|perp_tradeability,21
open_interest|volatility_term_structure,20
context|open_interest|volatility,20
context|funding|open_interest,20
compression|open_interest|path_structure,19
context|open_interest|path_structure|volatility_term_structure,18
context|path_structure|volatility_term_structure,18
momentum|open_interest,17
context|residual,17
context|open_interest|residual,17
context|open_interest_location|path_structure,17
context|momentum,16
compression|context|volatility_term_structure,16
open_interest_location|path_structure,15
context|open_interest|open_interest_location|perp_tradeability,14
context|open_interest_location|perp_tradeability,14
compression|path_structure,14
open_interest|perp_tradeability|residual,14
funding|open_interest|path_structure,13
context|liquidity,13
open_interest|path_structure|volatility_term_structure,13
context|funding|open_interest|path_structure,13
context|open_interest_location|path_structure|perp_tradeability,13
context|liquidity|open_interest,13
compression|open_interest|perp_tradeability,12
context|open_interest|perp_tradeability|volatility_term_structure,12
context|momentum|path_structure,11
context|open_interest|path_structure|residual,11
path_structure|perp_tradeability,11
context|crowding|open_interest,11
compression|context|perp_tradeability,11
context|funding,11
context|open_interest|open_interest_location|volatility_term_structure,11
context|open_interest|residual|volatility_term_structure,11
momentum,10
context|liquidity|path_structure,10
compression|context|path_structure|perp_tradeability,10
context|trend,10
compression|context|momentum|open_interest,10
compression|open_interest|volatility_term_structure,10
context|path_structure|perp_tradeability|residual,10
context|momentum|open_interest|path_structure,10
compression|open_interest|path_structure|perp_tradeability,10
compression|context|open_interest|open_interest_location,10
context|path_structure|residual,10
open_interest|residual,9
path_structure,9
open_interest|open_interest_location|perp_tradeability,9
open_interest|path_structure|residual,9
path_structure|volatility_term_structure,9
context|perp_tradeability|volatility_term_structure,9
context|open_interest|open_interest_location|residual,9
open_interest|perp_tradeability|volatility_term_structure,9
context|open_interest|trend,8
compression|path_structure|volatility_term_structure,8
context|crowding|path_structure,8
compression|context|open_interest|volatility_term_structure,8
momentum|open_interest|perp_tradeability,8
compression|context|liquidity,8
compression|momentum|open_interest,8
asset_state|context|open_interest,8
context|perp_tradeability|residual,8
context|open_interest|open_interest_location|path_structure,8
open_interest|open_interest_location|residual,8
context|open_interest_location|residual,8
perp_tradeability|residual,8
compression|context|open_interest|path_structure|perp_tradeability,8
context|path_structure|perp_tradeability|volatility_term_structure,8
liquidity|open_interest,7
