canonical_key,trigger,location,regime,mean_net_ret,directional_mean_ret,std_net_ret,mean_within_fold_std,mean_support_pct,std_support_pct,presence_freq,presence_freq_units,sign_consistency,min_support_actual,mean_uplift,mean_baseline_ret,mean_oos_ic,p25_oos_ic,p50_oos_ic,p75_oos_ic,mean_delta_ic,positive_ic_fraction,mean_ic,ic_tstat,ic_sign_consistency,decile_spread_sharpe,mask_ic_uplift,regression_beta,regression_slope_fit,learnability_step_c_score,trade_path_quality_score,quality_stability_score,path_smoothness_term,path_survivability_term,path_stability_term,path_realized_profit_consistency_term,path_trajectory_smoothness_term,full_quality_score,composite_score,required_hurdle,hurdle_excess,n_folds,discovery_count,n_instances,display_arity,structural_depth,pipeline_stage,parent_context_key,side,rule_type,accepted,rejection_reason,preset,min_support_actual_pct,within_mask_ic,delta_within_mask_ic,entropy_reduction,support_objective_score,source_target,source_horizon,composite_score_step1,support_score,diversity_score,stage_b_score,stage_b_rejection_reason,top10_mean_ret,top10_net_ret,rule_type_class,production_classification,classification_diagnostics,rule_gain_score,rule_split_score,rule_model_importance_score,is_too_narrow,is_too_broad,comp_bonus,pruner_rank_score,within_leaf_mean_ic,within_leaf_positive_ic_fraction,within_leaf_mean_top_quantile_spread,within_leaf_mean_edge_uplift,within_leaf_hit_lift,within_leaf_valid_folds,within_leaf_future_edge_learnability_score,learnability_definition,leaf_reconstructability_score,stage_c_rejection_reason,cheap_rank,step1_bucket_side,step1_bucket_horizon
(*)|(dist_local_swing<=0.023000479)|(funding_vol_7d_robust_z>-0.00000000000000000000000000000000001&price_trend_15d_vol_norm>0.024557304),*,dist_local_swing<=0.023000479,funding_vol_7d_robust_z>-0.00000000000000000000000000000000001&price_trend_15d_vol_norm>0.024557304,0.004785101534798742,0.004785101534798742,0.007244527620651869,0.02765428349375725,0.13245200851490108,0.07135524328780224,1.0,1.0,0.609,137,,,0.013655258725328006,0.012711317455190971,0.013891283290002238,0.040582564597608124,,0.8,0.0790459813795469,5.521390642292215,1.0,0.15397254563868046,0.0014864436503540038,0.6938409358263016,0.4418127256441286,0.0,0.005207961754434932,12.0,0.999329299739067,0.7219672520810401,0.37994896225522495,0.37996745472001087,0.025899484753608704,0.10621873162238905,0.10621873162238905,7.001943635081715e-05,0.004715082098447925,5,1,1,3,3,stage_a_context,,long,3-way,False,b_min_fold_support_too_low,production,0.03431004257450539,0.0790459813795469,0.0014864436503540038,-0.03077414631843567,1.0,primary_target,0,,0.9582687523165538,,0.5360661019406271,b_min_fold_support_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.004785101534798742, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 137, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_min_fold_support_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.8475762833726598,False,False,0.3,0.8475762833726598,-0.04077770908876173,0.25,-0.00486418375819282,-0.002892006817625244,-0.02008273010867942,4,0.0,within_leaf_future_edge,0.42655798687004925,,0.8475762833726598,long,0
(*)|(dist_funding_pressure_price_12h_atr>0.40456429&loc_bb_channel_pos_48<=0.67246938)|(overext_surprise<=2.2679374),*,dist_funding_pressure_price_12h_atr>0.40456429&loc_bb_channel_pos_48<=0.67246938,overext_surprise<=2.2679374,0.002026745700277388,0.002026745700277388,0.003148738286056019,0.018818632699549198,0.11531856749311294,0.013157175877779669,1.0,1.0,0.5685685685685685,440,,,0.045028522091505985,-0.019766062955389997,0.01135592084969842,0.06915197409520062,,0.6,0.12837356990603968,3.2559960178741925,1.0,0.2708290383219719,0.027065459032095496,0.9156676471233368,0.34487859331477944,0.47534828701860854,0.0023862460789064567,7.711563893344491,0.999329299739067,0.19920486645366084,0.9883649123234127,0.24256008692000963,0.019743631593883038,0.08418456431178287,0.08418456431178287,7.006561109476977e-05,0.0019566800891826185,5,1,1,3,3,stage_a_context,,long,3-way,False,b_sign_consistency_too_low,production,0.1,0.12837356990603968,0.027065459032095496,-0.000579667091369629,1.0,primary_target,0,,0.9457839779614323,,0.5113513683011621,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002026745700277388, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 440, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.5863151547806255,False,False,0.3,0.5863151547806255,0.047984575893848705,0.6,0.0009869203338597223,0.0002778320193415956,0.020700688444348424,5,0.47534828701860854,within_leaf_future_edge,0.5728261454587852,,0.5863151547806255,long,0
(*)|(dist_local_swing<=0.017500103&dist_ma100_atr>-0.019105755)|(amihud_illiq>-0.00000000000000000000000000000000001&atr_compression_ratio>-1.4026746&price_rv_10d_robust_z<=0.0090534259&price_trend_10d_vol_norm<=0.11052509),*,dist_local_swing<=0.017500103&dist_ma100_atr>-0.019105755,amihud_illiq>-0.00000000000000000000000000000000001&atr_compression_ratio>-1.4026746&price_rv_10d_robust_z<=0.0090534259&price_trend_10d_vol_norm<=0.11052509,0.0019340105820447207,0.0019340105820447207,0.003028637776294867,0.017691220715641977,0.12981681442524415,0.04380526792855539,1.0,1.0,0.6596596596596597,420,,,0.030411893056904886,0.0023494140769682315,0.03597422629429489,0.07036898484726417,,0.8,0.042808355192713775,0.6024811796055757,0.6,0.08090013395994902,-0.058499755681230406,0.10317018628120422,0.22808513599747232,0.37218676522187943,0.02299820408644737,9.844202539479669,0.999329299739067,0.6871500276980358,0.9971801326692823,0.6717228358802407,0.02889999281615019,0.05930227588816348,0.05930227588816348,9.001044076554326e-05,0.0018440001412791775,5,1,1,6,6,stage_a_context,,long,6-way,False,b_mask_ic_uplift_too_low,production,0.08105,0.042808355192713775,-0.058499755681230406,-0.05841785669326782,1.0,primary_target,0,,0.9730258392186326,,0.46361558337500447,b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0019340105820447207, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 420, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.694897743819519,False,False,0.1,0.694897743819519,0.014718435160925802,0.6,0.0009887101951298436,0.0004313527828188982,0.011197633626173976,5,0.37218676522187943,within_leaf_future_edge,0.020370951997791223,,0.694897743819519,long,0
(*)|(*)|(amihud_illiq>1.6657294),*,*,amihud_illiq>1.6657294,0.002259522513486445,0.002259522513486445,0.0011140761545717194,0.023966664075851442,0.14687654395191582,0.0129743819764908,1.0,1.0,0.549,531,,,0.0363619635143691,0.01641623688399542,0.028385975149520012,0.05617730183135687,,1.0,0.1432226031505311,2.274307474614204,1.0,0.32819303721189497,0.0419144922765869,0.9091826409101487,0.3183386653652249,0.644819413715577,0.00038986239487075625,6.953790695554084,0.999329299739067,0.01,0.9807907687375929,0.15910592293841255,0.0291095320135355,0.045085232652516155,0.045085232652516155,0.00010023929158764005,0.002159283221898805,5,1,1,1,1,stage_a_context,,long,1-way,False,b_sign_consistency_too_low,production,0.1303,0.1432226031505311,0.0419144922765869,0.03179399967193604,1.0,primary_target,0,,0.8774913538692712,,0.5144542553721108,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002259522513486445, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 531, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.47142045105289127,False,False,0.0,0.47142045105289127,0.026315943015107417,0.8,0.002027268912429838,0.0021667420544559048,0.019585100359967588,5,0.644819413715577,within_leaf_future_edge,0.580039759005351,,0.47142045105289127,long,0
(*)|(bars_in_high_vol_state_log_norm<=0.89488989&dist_funding_pressure_price_12h_atr>0.25341079&loc_pullback_depth_48>0.19085781)|(compression_score>-0.75848705),*,bars_in_high_vol_state_log_norm<=0.89488989&dist_funding_pressure_price_12h_atr>0.25341079&loc_pullback_depth_48>0.19085781,compression_score>-0.75848705,0.001914567843778059,0.001914567843778059,0.003006517075591457,0.019370245561003686,0.1327734760831455,0.01140916597598186,1.0,1.0,0.530060120240481,496,,,0.04229952056970671,-0.026496229379499827,0.008005679329512957,0.07580074370024271,,0.6,0.16879233990931994,2.22866779282472,1.0,0.37222705483436586,0.06748422903537578,1.2066823959350585,0.43316475531774945,0.0,0.00018095685656645862,6.516233616369941,0.999329299739067,0.01,0.9743678403093282,0.07433673335357384,0.022684592753648758,0.0342859170304788,0.0342859170304788,9.002719211868686e-05,0.0018245406516593722,5,1,1,4,4,stage_a_context,,long,4-way,False,b_sign_consistency_too_low,production,0.11895,0.16879233990931994,0.06748422903537578,-0.009727680683135986,1.0,primary_target,0,,0.9564685339343852,,0.48914360416832514,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.001914567843778059, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 496, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.6310705451434696,False,False,0.1,0.6310705451434696,-0.0569740046376516,0.4,-0.003004060620452433,-0.001658615576160745,-0.0336008225308469,5,0.0,within_leaf_future_edge,0.6118144943391726,,0.6310705451434696,long,0
(*)|(loc_bb_channel_pos_48<=0.63256526&zscore_price_200<=-0.64289832)|(xasset_asset_minus_basket_fund_z>0.1707595),*,loc_bb_channel_pos_48<=0.63256526&zscore_price_200<=-0.64289832,xasset_asset_minus_basket_fund_z>0.1707595,0.0022282416379312054,0.0022282416379312054,0.0021573981139390527,0.01964098457247019,0.1450028324567994,0.05261666296357625,1.0,1.0,0.512,945,,,0.05331847191914196,0.05395084898948252,0.05811597515597002,0.07454590706410975,,0.8,0.13532675006872136,4.706385722856527,1.0,0.25867689177393915,0.03401863919477718,1.155854207277298,0.2102697776810031,0.7454030044906822,0.0001751919292583337,6.776109197876415,0.999329299739067,0.01,0.9784011907433995,0.07167182994077305,0.018488257192075253,0.033185397074266064,0.033185397074266064,7.014003965720317e-05,0.0021581015982740023,5,1,1,3,3,stage_a_context,,long,3-way,False,b_sign_consistency_too_low,production,0.0954,0.13532675006872136,0.03401863919477718,0.005484294891357422,1.0,primary_target,0,,0.8879841382419233,,0.5172658597089134,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0022282416379312054, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 945, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.8826800400303049,False,False,0.3,0.8826800400303049,0.05863469533301254,0.8,0.002535642483664588,0.0011742816063261667,0.040533896359233636,5,0.7454030044906822,within_leaf_future_edge,0.5603837710582478,,0.8826800400303049,long,0
(*)|(dist_prior_day_low<=0.052833442)|(efficiency_ratio_20<=-0.64601761&range_expansion_ratio>-0.05552559),*,dist_prior_day_low<=0.052833442,efficiency_ratio_20<=-0.64601761&range_expansion_ratio>-0.05552559,0.001712567958747968,0.001712567958747968,0.0017492037425869615,0.020240584015846254,0.1094640971700476,0.009735689159256364,1.0,1.0,0.517,389,,,0.038566639285324535,0.007019239414812424,0.009139828872327527,0.04157854254806258,,0.8,0.10368214222281269,2.4659553608661877,1.0,0.18885945305228233,0.002374031348868502,0.9563537627458573,0.16630705464582865,0.0,0.0002704145932774131,6.623512366397407,0.999329299739067,0.01,0.9761158845681494,0.1108868676018026,0.02465282380580902,0.03303250618558342,0.03303250618558342,7.01689549937192e-05,0.0016423990037542488,5,1,1,3,3,stage_a_context,,long,3-way,False,b_sign_consistency_too_low,production,0.09742048585023792,0.10368214222281269,0.002374031348868502,0.017135119438171385,1.0,primary_target,0,,0.9129989441522666,,0.4672015695822521,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.001712567958747968, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 389, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.9991514454042948,False,False,0.3,0.9991514454042948,-0.017307674155373275,0.4,-0.0008564110886248868,-0.0003169067508965335,-0.008200862334791347,5,0.0,within_leaf_future_edge,0.3885558790619989,,0.9991514454042948,long,0
(*)|(loc_pivot_ladder_pos_24>-0.037586961)|(funding_mean_10d_robust_z<=-0.36226022&rolling_range_20<=0.28766519),*,loc_pivot_ladder_pos_24>-0.037586961,funding_mean_10d_robust_z<=-0.36226022&rolling_range_20<=0.28766519,0.0018087395234033465,0.0018087395234033465,0.0007785915697409657,0.018984545581042768,0.13917705484598047,0.03870041168706504,1.0,1.0,0.5270541082164328,765,,,0.03462941276116767,0.024617019410558626,0.03720258637451442,0.05003961297558987,,1.0,0.09315409417356067,1.5146655639546749,0.8,0.1859249986708164,-0.008154016700383515,0.4532763183116913,0.37874992739371366,0.39644185888183237,0.00037566301919485164,6.596835574124482,0.999329299739067,0.01,0.8846682871745363,0.16996885772030262,0.025123964995145798,0.032665773053538544,0.032665773053538544,7.007034610943708e-05,0.0017386691772939093,5,1,1,3,3,stage_a_context,,long,3-way,False,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,0.0806,0.09315409417356067,-0.008154016700383515,-0.04829603433609009,1.0,primary_target,0,,0.9206084928625093,,0.46730573431233446,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0018087395234033465, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 765, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,1.1132387570419477,False,False,0.3,1.1132387570419477,0.017204183322372953,0.6,0.0012492553649783257,0.0005278576168774733,-0.004017701650064265,5,0.39644185888183237,within_leaf_future_edge,0.26290492453756764,,1.1132387570419477,long,0
(*)|(*)|(asset_vol_level_pct>0.20587213&compression_score<=-0.99787366),*,*,asset_vol_level_pct>0.20587213&compression_score<=-0.99787366,0.0017528563606902027,0.0017528563606902027,0.0010701800236259955,0.01941765770316124,0.13408882294014526,0.009530407638409346,1.0,1.0,0.522,557,,,0.031217331557352658,0.01890640457041851,0.02181363357237678,0.05234163191133494,,0.8,0.20470674413477932,3.1686647368119396,1.0,0.4090022139251232,0.10339863326083516,0.7718429356813431,0.592772181144074,0.06802008912694786,0.00014064790925958747,6.672244640003024,0.999329299739067,0.01,0.9028211007015525,0.062356675115819354,0.018691230565309525,0.03190032290266406,0.03190032290266406,8.503510784853586e-05,0.0016678212528416668,5,1,1,2,2,stage_a_context,,long,2-way,False,b_sign_consistency_too_low,production,0.12185,0.20470674413477932,0.10339863326083516,-0.0219154953956604,1.0,primary_target,0,,0.9491025915351865,,0.47314661261871144,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0017528563606902027, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 557, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.7523676187476984,False,False,0.15,0.7523676187476984,0.0009746533916167949,0.6,-0.0005768134339658304,-0.0001740256553762436,-0.01360914797896894,5,0.06802008912694786,within_leaf_future_edge,0.664346615285674,,0.7523676187476984,long,0
(*)|(dist_oiw_abs_delta_12h_atr>-1.2789168&loc_swing_range_pos_24>1.0909089)|(funding_per_hour_mkt_resid<=1.0352901),*,dist_oiw_abs_delta_12h_atr>-1.2789168&loc_swing_range_pos_24>1.0909089,funding_per_hour_mkt_resid<=1.0352901,0.002344254544004798,0.002344254544004798,0.002243356883779914,0.025011807680130005,0.1273082168795392,0.012320754739104442,1.0,1.0,0.5250501002004008,436,,,0.024470047486329402,-0.00579004929438315,0.013068391805939019,0.03800071195257281,,0.6,0.1056209836474529,1.5518577984583142,0.8,0.2348208859562874,0.004312872773508713,0.6855686664581299,0.23431761913672897,0.0,0.0001724647013624399,6.627186209013953,0.999329299739067,0.01,0.9761736146025327,0.07071711365044617,0.018405061215162277,0.02953003759975338,0.02953003759975338,7.000186475280705e-05,0.0022742526792519906,5,1,1,3,3,stage_a_context,,long,3-way,False,b_sign_consistency_too_low,production,0.10919108439769597,0.1056209836474529,0.004312872773508713,-0.025585615634918214,1.0,primary_target,0,,0.9870739854745805,,0.48315551864449735,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002344254544004798, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 436, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.7253585659087385,False,False,0.3,0.7253585659087385,-0.03373870904035976,0.4,-0.0005668368337190613,-7.112842371358313e-05,-0.012274444663706663,5,0.0,within_leaf_future_edge,0.3965600529391838,,0.7253585659087385,long,0
