fold_id,seed,group,gain,split
0,42,location,5254.276,1265.0
0,42,regime,11219.53,2853.0
1,42,location,3435.6338,647.0
1,42,regime,8051.1206,1524.0
2,42,location,2225.4312,317.0
2,42,regime,3579.5537,673.0
3,42,location,1788.7632,261.0
3,42,regime,3330.9297,542.0
4,42,location,6168.485,2013.0
4,42,regime,12283.351,4245.0
