canonical_key,trigger,location,regime,mean_net_ret,directional_mean_ret,std_net_ret,mean_within_fold_std,mean_support_pct,std_support_pct,presence_freq,presence_freq_units,sign_consistency,min_support_actual,mean_uplift,mean_baseline_ret,mean_oos_ic,p25_oos_ic,p50_oos_ic,p75_oos_ic,mean_delta_ic,positive_ic_fraction,mean_ic,ic_tstat,ic_sign_consistency,decile_spread_sharpe,mask_ic_uplift,regression_beta,regression_slope_fit,learnability_step_c_score,trade_path_quality_score,quality_stability_score,path_smoothness_term,path_survivability_term,path_stability_term,path_realized_profit_consistency_term,path_trajectory_smoothness_term,full_quality_score,composite_score,required_hurdle,hurdle_excess,n_folds,discovery_count,n_instances,display_arity,structural_depth,pipeline_stage,parent_context_key,side,rule_type,accepted,rejection_reason,preset,min_support_actual_pct,within_mask_ic,delta_within_mask_ic,entropy_reduction,support_objective_score,source_target,source_horizon,composite_score_step1,support_score,diversity_score,stage_b_score,stage_b_rejection_reason,top10_mean_ret,top10_net_ret,rule_type_class,production_classification,classification_diagnostics,rule_gain_score,rule_split_score,rule_model_importance_score,preset,is_too_narrow,is_too_broad,comp_bonus,pruner_rank_score,within_leaf_mean_ic,within_leaf_positive_ic_fraction,within_leaf_mean_top_quantile_spread,within_leaf_mean_edge_uplift,within_leaf_hit_lift,within_leaf_valid_folds,within_leaf_future_edge_learnability_score,learnability_definition,leaf_reconstructability_score,stage_c_rejection_reason
(*)|(dist_range_mid_atr>-0.002984518)|(ema50_slope<=0.33524674&realized_volatility_24h>0.68079209),*,dist_range_mid_atr>-0.002984518,ema50_slope<=0.33524674&realized_volatility_24h>0.68079209,0.0020943899944541045,0.0020943899944541045,0.001654431534242665,0.025532711762934923,0.05526666666666666,0.037629568751773444,1.0,1.0,0.729050279329609,269,,,0.03111117192799892,0.020084766569604635,0.028090836202595813,0.0391172415609901,,1.0,0.09895098080956083,3.6894786681255045,1.0,0.19011452863924205,0.027104972145469447,1.3650574507191777,0.2552103473447342,0.5803091407679132,0.030862912397904455,12.0,0.999329299739067,0.01,0.999329299739067,0.999329299739067,0.6185019016265869,0.1857830374123306,0.1857830374123306,7.340391644444444e-05,0.00202098607800966,4,1,1,3,3,stage_a_context,,long,3-way,False,b_min_fold_support_too_low,production,0.017933333333333332,0.09895098080956083,0.027104972145469447,0.09352685511112213,0.2842666666666665,primary_target,0,,0.3094933333333333,,0.44557695013210535,b_min_fold_support_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0020943899944541045, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 269, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_min_fold_support_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.3310320036098219,production,False,False,0.3,0.3310320036098219,0.02029941794734589,0.5,0.003076038438999631,0.0019789278300323893,-0.016940107388828715,4,0.5803091407679132,within_leaf_future_edge,0.5228045757778252,
(*)|(dist_rolling_7d_high>0.26418477&loc_prior_bar_pos_24<=0.11764847)|(*),*,dist_rolling_7d_high>0.26418477&loc_prior_bar_pos_24<=0.11764847,*,0.0028300403500907123,0.0028300403500907123,0.0021540424102516292,0.032296037301421165,0.05476666666666667,0.014000357138301866,1.0,1.0,0.5168067226890757,525,,,0.030457038296577178,0.025625257571827847,0.03287717723566931,0.03770895796041865,,1.0,0.14251307142933478,5.4059803399445885,1.0,0.2510314187966287,0.07066706276524341,1.7660817876458168,0.2616417027605785,0.770329780957278,0.0020852670203754,11.099437338807945,0.999329299739067,0.9999844534768673,0.8346795956351379,0.01,0.011679747141897678,0.07132753030436513,0.07132753030436513,8.919281294444445e-05,0.002740847537146268,4,1,1,2,2,stage_a_context,,long,2-way,False,b_sign_consistency_too_low,production,0.035,0.14251307142933478,0.07066706276524341,0.0748576670885086,0.2762666666666667,primary_target,0,,0.3066933333333333,,0.4554025737748018,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0028300403500907123, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 525, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.34770209513535816,production,False,False,0.15,0.34770209513535816,0.03368560851310903,0.75,0.004087293477017964,0.0037457903757092143,0.03836322910163964,4,0.770329780957278,within_leaf_future_edge,0.5721505875550404,
(*)|(dist_rolling_7d_high>0.2407236&loc_bb_channel_pos_48<=0.31661499)|(*),*,dist_rolling_7d_high>0.2407236&loc_bb_channel_pos_48<=0.31661499,*,0.0021617516031255946,0.0021617516031255946,0.002380198488446229,0.027752311900258064,0.06166666666666667,0.01722394973414764,1.0,1.0,0.5089820359281437,557,,,0.03778726580801841,0.02829579446703634,0.04476840106607281,0.054259872407054884,,0.75,0.09880188847308517,1.9698977615418294,0.75,0.16872749477624893,0.02695587980899379,1.687550351023674,0.3204050411985031,0.6265817335043593,0.00213484917406466,11.061835046307111,0.999329299739067,0.997102033121009,0.8569963385827755,0.01,0.012826147489249706,0.06777197479345376,0.06777197479345376,8.840944444444446e-05,0.00207334215868115,4,1,1,2,2,stage_a_context,,long,2-way,False,b_sign_consistency_too_low,production,0.03713333333333333,0.09880188847308517,0.02695587980899379,0.05918791890144348,0.38666666666666666,primary_target,0,,0.3453333333333334,,0.44082439945413926,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0021617516031255946, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 557, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.5701884768088289,production,False,False,0.15,0.5701884768088289,0.037016562873413324,0.75,0.0012392356357679754,0.0013109211249911945,0.05541506979458441,4,0.6265817335043593,within_leaf_future_edge,0.4721256045081481,
(*)|(bars_in_high_vol_state_log_norm>1.2434152)|(ema50_slope<=0.11715104),*,bars_in_high_vol_state_log_norm>1.2434152,ema50_slope<=0.11715104,0.002777785455691628,0.002777785455691628,0.002426094528799215,0.02696118876338005,0.06568333333333333,0.04369862380238332,1.0,1.0,0.5718432510885341,419,,,0.041236097910082974,0.011972758735954731,0.03743707477218862,0.06670041394631687,,1.0,0.11448378980782709,2.0245750017627446,0.75,0.20378855802118778,0.04263778114373572,0.8679709881544113,0.3147906129011761,0.48439695136004146,0.001120902305711691,7.517709962226065,0.999329299739067,0.01,0.6207496292793422,0.722774237366262,0.028911719098687172,0.05855476158205009,0.05855476158205009,8.799069690277778e-05,0.0026897947587888505,4,1,1,2,2,stage_a_context,,long,2-way,False,b_sign_consistency_too_low,production,0.027933333333333334,0.11448378980782709,0.04263778114373572,0.1719450056552887,0.45093333333333324,primary_target,0,,0.36782666666666664,,0.4881318900349431,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002777785455691628, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 419, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.49008471978275425,production,False,False,0.15,0.49008471978275425,0.018646349676347804,0.75,0.0024776551232511446,0.00040387045451365216,-0.019003028373869926,4,0.48439695136004146,within_leaf_future_edge,0.49867531385757063,
(*)|(*)|(realized_volatility_24h>0.98590124&volume_autocorr_48<=0.69064939),*,*,realized_volatility_24h>0.98590124&volume_autocorr_48<=0.69064939,0.002702221740037203,0.002702221740037203,0.0020056947522198378,0.036997740156948566,0.0902,0.04973757801367761,1.0,1.0,0.5583090379008746,602,,,0.02482931563197277,0.003052821718673217,0.02345574432246362,0.045232238235763174,,1.0,0.10373046236892759,4.237774838818877,1.0,0.19309267681092024,0.0318844537048362,1.6141507998108864,0.33359460001999597,0.7051506120472982,0.00013801378508880365,11.963861060265637,0.999329299739067,0.01,0.9993129501983397,0.01,0.055280545726418495,0.030877455397076148,0.030877455397076148,8.602938400000001e-05,0.002616192356037203,4,1,1,2,2,stage_a_context,,long,2-way,False,b_sign_consistency_too_low,production,0.04013333333333333,0.10373046236892759,0.0318844537048362,0.07687564194202423,0.8432,primary_target,0,,0.50512,,0.4637422072551011,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002702221740037203, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 602, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.45801790086298355,production,False,False,0.15,0.45801790086298355,0.04985472371433279,1.0,0.002126261778040351,0.0010756533451412712,0.02791438889254344,4,0.7051506120472982,within_leaf_future_edge,0.5511454562045547,
(*)|(bars_in_high_vol_state_log_norm>1.7709476)|(*),*,bars_in_high_vol_state_log_norm>1.7709476,*,0.0021447836043080315,0.0021447836043080315,0.0016375986143996593,0.03677105950191617,0.09578333333333333,0.047956169224268395,1.0,1.0,0.5687134502923976,670,,,0.019131529585348472,-0.011080995771158769,0.014285929026969901,0.04449845438347714,,0.5,0.1286068883084573,4.418128444895039,1.0,0.23698649555444717,0.056760879644365894,1.3185179680585861,0.5043608238222298,0.6909759934980313,0.0001204226265512416,6.00000024999999,0.999329299739067,0.01,0.9640275859633849,0.036979333264262206,0.02564634010195732,0.0301360690904996,0.0301360690904996,0.00010085361361111112,0.0020439299906969202,4,1,1,1,1,stage_a_context,,long,1-way,False,b_sign_consistency_too_low,production,0.04466666666666667,0.1286068883084573,0.056760879644365894,0.12117078900337219,0.9325333333333332,primary_target,0,,0.5363866666666666,,0.4407394908374751,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0021447836043080315, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 670, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.36823473579064553,production,False,False,0.0,0.36823473579064553,0.05211688793259063,1.0,0.003994007340061348,0.0006951924047370649,0.005205665187321226,4,0.6909759934980313,within_leaf_future_edge,0.5994485429325744,
(*)|(dist_vwap_atr<=0.0079709301&loc_initial_balance_pos_48>0.078971386)|(bollinger_band_width<=0.021006316&prior_volatility>-0.010359899&range_expansion_ratio>-0.67409652&return_autocorr_48>-1.3657134),*,dist_vwap_atr<=0.0079709301&loc_initial_balance_pos_48>0.078971386,bollinger_band_width<=0.021006316&prior_volatility>-0.010359899&range_expansion_ratio>-0.67409652&return_autocorr_48>-1.3657134,0.002927064138930291,0.002927064138930291,0.00040041089849761477,0.03425720566883683,0.07883333333333334,0.04234809453931913,1.0,1.0,0.6014285714285714,673,,,0.04983762621363265,0.037854934496426525,0.06522300993819607,0.0772057016554022,,0.75,0.09773715590760142,2.1760319082464292,0.75,0.13585320115089417,0.025891147243510028,0.3984522521495819,0.4655968869765766,0.5927775917818215,0.00015075342701538442,6.00000024999999,0.999329299739067,0.01,0.9599144516004384,0.06286168730430723,0.040461696684360504,0.030044281466592174,0.030044281466592174,9.191822500000002e-05,0.002835145913930291,4,1,1,6,6,stage_a_context,,long,6-way,True,,production,0.044866666666666666,0.09773715590760142,0.025891147243510028,0.07409021258354187,0.6613333333333333,primary_target,0,,0.4414666666666667,,0.48773084143536044,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002927064138930291, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 673, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.49161399010906137,production,False,False,0.1,0.49161399010906137,0.025018169669726413,0.75,0.0030640112654872933,0.0012642685388194607,-0.004198187457686409,4,0.5927775917818215,within_leaf_future_edge,0.47184853436195073,
(*)|(bars_in_high_vol_state_log_norm>1.8083997)|(*),*,bars_in_high_vol_state_log_norm>1.8083997,*,0.0021932432864559814,0.0021932432864559814,0.0016923441901092982,0.036841309163719416,0.09369999999999999,0.046807893446393085,1.0,1.0,0.5547112462006079,651,,,0.020000615927069153,-0.011479774517713414,0.014309330718984672,0.04578972116376724,,0.5,0.12992436190863585,4.595444028312261,1.0,0.23670467361807823,0.05807835324454445,1.3489084094762802,0.47931783091958885,0.5812271832390665,0.0001204226265512416,6.00000024999999,0.999329299739067,0.01,0.9640275859633849,0.042223105691821604,0.02564634010195732,0.02990671723400227,0.02990671723400227,0.00010097969,0.0020922635964559814,4,1,1,1,1,stage_a_context,,long,1-way,False,b_sign_consistency_too_low,production,0.0434,0.12992436190863585,0.05807835324454445,0.11989358067512512,0.8991999999999998,primary_target,0,,0.52472,,0.44169577905152757,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0021932432864559814, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 651, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.3349946626876554,production,False,False,0.0,0.3349946626876554,0.04415173457889946,0.75,0.0017497289384035065,0.0006849995724907908,0.017568169108335294,4,0.5812271832390665,within_leaf_future_edge,0.5973149840030979,
(*)|(bars_in_high_vol_state_log_norm>0.9641825)|(ema50_slope<=-0.12211242),*,bars_in_high_vol_state_log_norm>0.9641825,ema50_slope<=-0.12211242,0.0026656210065993946,0.0026656210065993946,0.0019998637426812344,0.02771265199407935,0.06376666666666667,0.0442675828218448,1.0,1.0,0.5797101449275363,373,,,0.04110610979406255,0.024315973453552457,0.04086289622754995,0.057653032568060036,,1.0,0.11614066905171988,2.8546840298147673,1.0,0.21131164475809783,0.04429466038762849,1.0969983339309692,0.34461994425250897,0.5240374836373721,0.00013832960818881257,6.003670158279211,0.999329299739067,0.01,0.5207964913606787,0.10631596061583164,0.029898105189204216,0.02895016286741784,0.02895016286741784,8.818709294444445e-05,0.00257743391365495,4,1,1,2,2,stage_a_context,,long,2-way,False,b_min_fold_support_too_low|b_sign_consistency_too_low,production,0.024866666666666665,0.11614066905171988,0.04429466038762849,0.15709039568901062,0.4202666666666666,primary_target,0,,0.3570933333333333,,0.48366220585362246,b_min_fold_support_too_low|b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0026656210065993946, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 373, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_min_fold_support_too_low|b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.45713380186607294,production,False,False,0.15,0.45713380186607294,0.031172088113299058,0.75,0.0017593786482601437,0.0007891416277456498,-0.000803760819668875,4,0.5240374836373721,within_leaf_future_edge,0.5477967332750632,
(*)|(dist_ema50_atr<=-0.01152907&dist_rolling_7d_high>0.24307989)|(*),*,dist_ema50_atr<=-0.01152907&dist_rolling_7d_high>0.24307989,*,0.0022860781755298376,0.0022860781755298376,0.0021263767236615835,0.028424165677279234,0.07388333333333333,0.02119194684570323,1.0,1.0,0.5602941176470588,648,,,0.03341736512831795,0.02631085301923672,0.03917629297327921,0.046282805082360434,,0.75,0.12110324602190489,4.461374653360982,1.0,0.1664344072341919,0.0492572373578135,1.4392450186423957,0.4367148213750217,0.9055086447114025,0.00011455773316247995,11.029656466591755,0.999329299739067,0.01,0.9170769490488622,0.01,0.01122711831703782,0.027521983078206292,0.027521983078206292,8.722097656944445e-05,0.002198857198960393,4,1,1,2,2,stage_a_context,,long,2-way,False,b_sign_consistency_too_low,production,0.0432,0.12110324602190489,0.0492572373578135,0.05736842751502991,0.5821333333333332,primary_target,0,,0.4137466666666666,,0.452814908377983,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0022860781755298376, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 648, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.2995477228147724,production,False,False,0.15,0.2995477228147724,0.05300307753708705,1.0,0.003767788298227292,0.00381164669689285,0.06487872233505239,4,0.9055086447114025,within_leaf_future_edge,0.5510639717746513,
