reason,usage_count
all_negative_path,160
group_violation_location_2,95
group_violation_location_3,28
contradiction_reg_atr_change_rate_ts_bot20,4
contradiction_reg_atr_change_rate_ts_top30,4
group_violation_location_4,4
contradiction_reg_atr_change_rate_ts_band25_75,2
contradiction_reg_atr_change_rate_ts_band20_80,1
contradiction_reg_atr_change_rate_ts_top80,1
