fold_id,tr_rows_before,tr_rows_after,tr_dropped,tr_drop_pct,tr_nan_feat,tr_nan_ret,tr_nan_norm,va_rows_before,va_rows_after,va_dropped,va_drop_pct,va_nan_feat,va_nan_ret,va_nan_norm
0,7915,7307,608,7.681617182564751,0,0,608,1584,1452,132,8.333333333333332,0,0,132
1,9499,8759,740,7.790293715127908,0,0,740,1583,1223,360,22.74162981680354,0,0,360
2,11082,9982,1100,9.92600613607652,0,0,1100,1583,1105,478,30.195830701200254,0,0,478
3,12665,11087,1578,12.459534149230162,0,0,1578,1583,1204,379,23.94188250157928,0,0,379
4,14248,12291,1957,13.735261089275689,0,0,1957,1583,1144,439,27.732154137713206,0,0,439
