canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(*)|(choppiness_index_20>0.020408805&return_autocorr_48<=0.50500125&variance_ratio_10_48<=0.10869588),3,3,regime,momentum|path_structure|volatility,,momentum|path_structure|volatility
(*)|(*)|(choppiness_index_20>0.020408805&return_autocorr_48<=0.50500125&true_range_percentile<=0.23613389&variance_ratio_10_48>0.10869588),4,4,regime,momentum|path_structure|volatility,,momentum|path_structure|volatility
(*)|(dist_ema20_atr<=0.58181024&dist_vwap_atr<=0.58666694&loc_range_pos_48<=0.84958506)|(return_autocorr_48>0.50500125),4,4,location|regime,momentum,context,context|momentum
(*)|(loc_prev_day_range_pos_48<=0.95692599&loc_range_pos_48>0.84958506)|(return_autocorr_48>0.50500125),3,3,location|regime,momentum,context,context|momentum
(*)|(loc_prior_bar_pos_48>0.039335284&loc_swing_range_pos_48<=0.091059871)|(efficiency_ratio_20<=0.87896258&realized_volatility_24h<=0.5441364),4,4,location|regime,path_structure|volatility,context,context|path_structure|volatility
(*)|(dist_prior_day_high<=0.18638164&loc_prior_bar_pos_48>0.039335284&loc_swing_range_pos_48>0.091059871)|(direction_entropy_20<=0.44925675&efficiency_ratio_20<=0.87896258&realized_volatility_24h<=0.5441364),6,6,location|regime,path_structure|volatility,context,context|path_structure|volatility
(*)|(loc_prior_bar_pos_48>0.039335284&loc_swing_range_pos_48>0.091059871)|(bars_since_ema20_ema50_cross_log_norm>0.47418249&direction_entropy_20>0.44925675&efficiency_ratio_20<=0.87896258&realized_volatility_24h<=0.5441364),6,6,location|regime,path_structure|trend|volatility,context,context|path_structure|trend|volatility
(*)|(loc_prev_week_range_pos_24<=0.95652157&loc_prior_bar_pos_48>0.039335284)|(efficiency_ratio_20>0.87896258),3,3,location|regime,path_structure,context,context|path_structure
(*)|(dist_rolling_7d_high<=0.51451379&loc_session_pos_48>0.36604211)|(atr_percentile<=0.8682301&compression_score<=0.42105201&prior_volatility>0.026999921&variance_ratio_10_48>0.035377543),6,6,location|regime,compression|context|volatility|volatility_term_structure,context,compression|context|volatility|volatility_term_structure
(*)|(dist_rolling_7d_high<=0.51451379&loc_session_pos_48>0.36604211)|(atr_percentile<=0.8682301&compression_score>0.42105201&prior_volatility>0.026999921&variance_ratio_10_48>0.035377543),6,6,location|regime,compression|context|volatility|volatility_term_structure,context,compression|context|volatility|volatility_term_structure
(*)|(dist_rolling_7d_high>0.51451379&loc_prev_week_range_pos_48>0.81028157)|(atr_percentile<=0.8682301&prior_volatility>0.026999921),4,4,location|regime,compression|context,context,compression|context
(*)|(loc_pullback_depth_48<=0.94742215)|(atr_percentile>0.8682301&prior_volatility>0.026999921),3,3,location|regime,compression|context,path_structure,compression|context|path_structure
(*)|(dist_prior_day_low<=0.5315389&loc_initial_balance_pos_48>0.035377543)|(efficiency_ratio_20>0.026999921&trend_acceleration<=0.11934819&variance_ratio_10_48<=0.1428573&volatility_ratio_short_long<=0.85755962),6,6,location|regime,path_structure|trend|volatility,context,context|path_structure|trend|volatility
(*)|(dist_prior_day_low<=0.5315389&dist_rolling_7d_high>0.39540213&loc_initial_balance_pos_48>0.035377543)|(efficiency_ratio_20>0.026999921&variance_ratio_10_48>0.1428573&volatility_ratio_short_long<=0.85755962),6,6,location|regime,path_structure|volatility,context,context|path_structure|volatility
(*)|(dist_local_swing<=0.69133097&dist_prior_day_low>0.5315389&loc_pullback_depth_24<=0.78571451)|(efficiency_ratio_20>0.026999921&true_range_percentile<=0.85025489&volatility_ratio_short_long<=0.85755962),6,6,location|regime,path_structure|volatility,context|path_structure,context|path_structure|volatility
(*)|(dist_local_swing>0.69133097&dist_prior_day_low>0.5315389&loc_pullback_depth_24<=0.78571451)|(efficiency_ratio_20>0.026999921&true_range_percentile<=0.85025489&volatility_ratio_short_long<=0.85755962),6,6,location|regime,path_structure|volatility,context|path_structure,context|path_structure|volatility
(*)|(dist_prior_day_low>0.5315389&loc_pullback_depth_24>0.78571451)|(efficiency_ratio_20>0.026999921&true_range_percentile<=0.85025489&volatility_ratio_short_long<=0.85755962),5,5,location|regime,path_structure|volatility,context|path_structure,context|path_structure|volatility
