fold_id,seed,feature_name,group,regime_family,source_family,gain,split
0,42,dist_ema20_atr,location,,context,0.299637,1.0
0,42,dist_vwap_atr,location,,context,1.59412,1.0
0,42,choppiness_index_20,regime,path_structure,path_structure,8.51514,1.0
0,42,return_autocorr_48,regime,momentum,momentum,10.6789,1.0
0,42,loc_range_pos_48,location,,context,15.5271,2.0
0,42,true_range_percentile,regime,volatility,volatility,0.497242,1.0
0,42,variance_ratio_10_48,regime,volatility,volatility,0.953778,1.0
0,42,volume_zscore_48h,regime,liquidity,liquidity,0.0976247,1.0
0,42,loc_prev_day_range_pos_48,location,,context,1.39547,1.0
1,42,bars_since_ema20_ema50_cross_log_norm,regime,trend,trend,12.546776,7.0
1,42,dist_ema20_atr,location,,context,2.2423441,4.0
1,42,bars_outside_ema20_atr_band_log_norm,regime,volatility,volatility,21.860458,9.0
1,42,dist_ema50_atr,location,,context,1.506925,3.0
1,42,up_down_semivol_ratio_tanh,regime,path_structure,path_structure,8.16315,1.0
1,42,dist_ema200_atr,location,,context,9.576802,5.0
1,42,up_down_return_mass_ratio_tanh,regime,path_structure,path_structure,16.489603,5.0
1,42,dist_vwap_atr,location,,context,16.31521,4.0
1,42,tail_asymmetry_q90_q10_atr_norm,regime,path_structure,path_structure,24.665379,4.0
1,42,dist_weekly_vwap,location,,context,7.105013,6.0
1,42,atr_compression_ratio,regime,volatility_term_structure,volatility_term_structure,11.409087,3.0
1,42,dist_prior_day_high,location,,context,3.7263088,5.0
1,42,atr_percentile,regime,compression,compression,4.798349,2.0
1,42,dist_prior_day_low,location,,context,13.290355,6.0
1,42,bollinger_band_width,regime,compression,compression,3.5671227,4.0
1,42,dist_rolling_7d_high,location,,context,21.378649,10.0
1,42,choppiness_index_20,regime,path_structure,path_structure,15.643588,8.0
1,42,dist_local_swing,location,,context,13.290058,11.0
1,42,compression_ratio,regime,volatility_term_structure,volatility_term_structure,5.35816,2.0
1,42,dist_range_mid_atr,location,,context,11.374971,6.0
1,42,compression_score,regime,volatility_term_structure,volatility_term_structure,15.994691,7.0
1,42,dist_ma100_atr,location,,context,2.884888,4.0
1,42,direction_entropy_20,regime,path_structure,path_structure,1.669785,3.0
1,42,distance_to_ema,location,,context,2.5100381,5.0
1,42,efficiency_ratio_20,regime,path_structure,path_structure,30.411959,6.0
1,42,pullback_depth,location,,context,28.857779,7.0
1,42,ema20_slope_5h,regime,trend,trend,10.385296,5.0
1,42,zscore_price_50,location,,context,9.115345,5.0
1,42,ema50_slope,regime,trend,trend,10.709992,7.0
1,42,zscore_price_200,location,,context,10.160422,3.0
1,42,ema_slope_norm,regime,trend,trend,1.7742562,4.0
1,42,loc_ema_stack_pos_24,location,,trend,0.324286,1.0
1,42,prior_range,regime,context,context,13.49324,6.0
1,42,loc_ema_stack_pos_48,location,,trend,16.23552,8.0
1,42,prior_volatility,regime,context,context,16.304153,7.0
1,42,loc_vwap_dev_z_24,location,,liquidity,6.3301206,4.0
1,42,range_expansion_ratio,regime,volatility_term_structure,volatility_term_structure,2.5441558,4.0
1,42,loc_vwap_dev_z_48,location,,liquidity,10.074553,5.0
1,42,realized_volatility_24h,regime,volatility,volatility,22.692852,7.0
1,42,loc_range_pos_24,location,,context,4.392673,7.0
1,42,return_autocorr_48,regime,momentum,momentum,0.638044,2.0
1,42,loc_range_pos_48,location,,context,4.298944,3.0
1,42,rolling_range_20,regime,compression,compression,2.5302277,6.0
1,42,loc_prior_bar_pos_24,location,,context,12.131764,8.0
1,42,trend_acceleration,regime,trend,trend,1.4718021,4.0
1,42,loc_prior_bar_pos_48,location,,context,12.716128,3.0
1,42,true_range_percentile,regime,volatility,volatility,20.355894,7.0
1,42,loc_swing_range_pos_24,location,,context,12.377573,3.0
1,42,variance_ratio_10_48,regime,volatility,volatility,2.174987,3.0
1,42,loc_swing_range_pos_48,location,,context,11.31289,3.0
1,42,volatility_ratio_short_long,regime,volatility,volatility,11.622338,3.0
1,42,loc_session_pos_24,location,,context,3.987346,4.0
1,42,volume_autocorr_48,regime,liquidity,liquidity,1.5498159,2.0
1,42,loc_session_pos_48,location,,context,21.852407,6.0
1,42,volume_percentile,regime,liquidity,liquidity,11.01096,4.0
1,42,loc_initial_balance_pos_24,location,,context,6.553319,5.0
1,42,volume_trend_48,regime,liquidity,liquidity,23.067385,8.0
1,42,loc_initial_balance_pos_48,location,,context,5.423653,4.0
1,42,volume_zscore_48h,regime,liquidity,liquidity,13.421992,5.0
1,42,loc_prev_day_range_pos_24,location,,context,4.508434,5.0
1,42,loc_prev_day_range_pos_48,location,,context,9.387858,7.0
1,42,loc_prev_week_range_pos_24,location,,context,6.01137,8.0
1,42,loc_prev_week_range_pos_48,location,,context,2.120459,4.0
1,42,loc_bb_channel_pos_24,location,,compression,3.183299,5.0
1,42,loc_bb_channel_pos_48,location,,compression,2.486706,3.0
1,42,loc_pullback_depth_24,location,,path_structure,1.4596469,4.0
1,42,loc_pullback_depth_48,location,,path_structure,31.158207,10.0
1,42,loc_pivot_ladder_pos_24,location,,context,6.9683933,5.0
1,42,bars_in_high_vol_state_log_norm,location,,context,20.336723,7.0
2,42,bars_since_ema20_ema50_cross_log_norm,regime,trend,trend,21.198885,18.0
2,42,dist_ema20_atr,location,,context,18.755987,24.0
2,42,bars_outside_ema20_atr_band_log_norm,regime,volatility,volatility,13.622745,16.0
2,42,dist_ema50_atr,location,,context,11.457831,14.0
2,42,up_down_semivol_ratio_tanh,regime,path_structure,path_structure,28.382944,30.0
2,42,dist_ema200_atr,location,,context,29.264042,33.0
2,42,up_down_return_mass_ratio_tanh,regime,path_structure,path_structure,39.130386,28.0
2,42,dist_vwap_atr,location,,context,35.136192,21.0
2,42,tail_asymmetry_q90_q10_atr_norm,regime,path_structure,path_structure,32.78251,26.0
2,42,dist_weekly_vwap,location,,context,10.47419,20.0
2,42,atr_compression_ratio,regime,volatility_term_structure,volatility_term_structure,10.298082,23.0
2,42,dist_prior_day_high,location,,context,15.57173,23.0
2,42,atr_percentile,regime,compression,compression,21.498102,17.0
2,42,dist_prior_day_low,location,,context,25.2617,23.0
2,42,bollinger_band_width,regime,compression,compression,11.657603,17.0
2,42,dist_rolling_7d_high,location,,context,8.326843,26.0
2,42,choppiness_index_20,regime,path_structure,path_structure,10.252081,19.0
2,42,dist_local_swing,location,,context,24.067701,26.0
2,42,compression_ratio,regime,volatility_term_structure,volatility_term_structure,14.250971,29.0
2,42,dist_range_mid_atr,location,,context,10.762257,26.0
2,42,compression_score,regime,volatility_term_structure,volatility_term_structure,13.167107,22.0
2,42,dist_ma100_atr,location,,context,21.666412,24.0
2,42,direction_entropy_20,regime,path_structure,path_structure,19.244612,27.0
2,42,distance_to_ema,location,,context,26.091883,28.0
2,42,efficiency_ratio_20,regime,path_structure,path_structure,11.107811,23.0
