fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,-0.016706947,0.4948258,-0.9238013368844986,-0.03180887922644615,0.9719899886846539
1,-0.012490551,0.48783037,-0.9281679910421371,-0.015656703151762486,0.9685353904962544
2,-0.011134763,0.48364812,-0.9258659875392914,-0.011788341216742992,0.9654080420732499
