timestamp,decision_ts,signal_bar_ts,symbol,side,strategy_id,run_id,model_artifact_run_id,feature_contract_hash,feature,live_value,oos_value,abs_diff,rel_diff,live_feature_ts,oos_feature_ts,live_feature_bar_ts,oos_feature_bar_ts,live_feature_available_ts,oos_feature_available_ts,live_source_max_ts,oos_source_max_ts,feature_bar_after_decision,feature_available_after_decision,source_max_after_decision,lookahead_violation,availability_unknown,parity_status
2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,QNT_USDC,long,dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,,,,G_LIQ_EXCEL,0.0,0.0,0.0,0.0,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,,,,,False,False,False,False,True,match_asof
2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,QNT_USDC,long,dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,,,,G_LIQ_GOOD,0.0,0.0,0.0,0.0,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,,,,,False,False,False,False,True,match_asof
2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,QNT_USDC,long,dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,,,,G_LIQ_GREAT,0.0,0.0,0.0,0.0,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,,,,,False,False,False,False,True,match_asof
2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,QNT_USDC,long,dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,,,,G_MR_SPIKE,0.9960153,0.9960153,0.0,0.0,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,,,,,False,False,False,False,True,match_asof
2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,QNT_USDC,long,dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,,,,G_VOL_LIQ_GT1,0.0,0.0,0.0,0.0,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,,,,,False,False,False,False,True,match_asof
2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,QNT_USDC,long,dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,,,,G_VOL_LIQ_GT2,0.0,0.0,0.0,0.0,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,,,,,False,False,False,False,True,match_asof
2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,QNT_USDC,long,dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,,,,G_VOL_LIQ_GT3,0.0,0.0,0.0,0.0,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,,,,,False,False,False,False,True,match_asof
2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,QNT_USDC,long,dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,,,,a_funding_proxy,2.0537488,2.0537488,0.0,0.0,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,,,,,False,False,False,False,True,match_asof
2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,QNT_USDC,long,dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,,,,adx_zscore,0.42426634,0.42426634,0.0,0.0,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,,,,,False,False,False,False,True,match_asof
2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,2026-05-10 20:03:04.160509+00:00,QNT_USDC,long,dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,,,,ambig,1.2221208,1.2221208,0.0,0.0,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,2026-05-08 18:00:00+00:00,,,,,False,False,False,False,True,match_asof
