fold_id,seed,regime_family,gain,split
0,42,basis,14.197733,5.0
0,42,compression,145.2827,17.0
0,42,context,11.73742,3.0
0,42,cross_asset,745.4171,40.0
0,42,cross_asset_orderbook,144.92508,14.0
0,42,cross_sectional,77.54036,10.0
0,42,liquidity,292.17166,37.0
0,42,mark_index,31.180658,10.0
0,42,momentum,11.17919,2.0
0,42,orderbook,5.42096,2.0
0,42,path_structure,370.11047,41.0
0,42,trend,91.826164,15.0
0,42,volatility,184.63097,27.0
0,42,volatility_term_structure,269.9418,26.0
1,42,basis,51.30214,21.0
1,42,compression,307.34988,61.0
1,42,context,157.72101,29.0
1,42,cross_asset,1216.5468,105.0
1,42,cross_asset_orderbook,351.87012,45.0
1,42,cross_sectional,151.46101,25.0
1,42,liquidity,482.11438,85.0
1,42,mark_index,177.59918,45.0
1,42,momentum,107.431496,20.0
1,42,orderbook,54.9637,15.0
1,42,path_structure,435.6801,97.0
1,42,trend,250.66846,42.0
1,42,volatility,404.8793,69.0
1,42,volatility_term_structure,406.5722,56.0
2,42,basis,5.3509197,2.0
2,42,compression,22.769495,7.0
2,42,context,3.86669,1.0
2,42,cross_asset,177.34451,11.0
2,42,cross_asset_orderbook,44.3382,4.0
2,42,cross_sectional,13.862,1.0
2,42,liquidity,35.56961,5.0
2,42,mark_index,16.7521,3.0
2,42,momentum,14.7783,1.0
2,42,orderbook,6.73452,2.0
2,42,path_structure,46.60292,9.0
2,42,trend,17.93648,3.0
2,42,volatility,22.52153,6.0
2,42,volatility_term_structure,65.16437,5.0
3,42,basis,136.83377,68.0
3,42,compression,290.36578,76.0
3,42,context,178.1615,36.0
3,42,cross_asset,698.589,92.0
3,42,cross_asset_orderbook,383.662,76.0
3,42,cross_sectional,291.24606,49.0
3,42,liquidity,436.96747,114.0
3,42,mark_index,180.79675,75.0
3,42,momentum,193.15709,37.0
3,42,orderbook,29.21601,13.0
3,42,path_structure,601.67944,141.0
3,42,trend,288.18567,60.0
3,42,volatility,702.50366,137.0
3,42,volatility_term_structure,579.3344,105.0
4,42,basis,26.391294,11.0
4,42,compression,29.779991,5.0
4,42,context,76.100494,12.0
4,42,cross_asset,356.16574,20.0
4,42,cross_asset_orderbook,2.55899,1.0
4,42,cross_sectional,17.50828,4.0
4,42,liquidity,43.176086,12.0
4,42,mark_index,6.0942,3.0
4,42,orderbook,8.58906,4.0
4,42,path_structure,64.983116,12.0
4,42,trend,60.5749,6.0
4,42,volatility,106.24368,15.0
4,42,volatility_term_structure,66.42453,13.0
