fold_id,seed,group,used_feature_count,split_count
0,42,location,37,140
0,42,regime,48,249
1,42,location,38,340
1,42,regime,57,715
2,42,location,18,31
2,42,regime,34,60
3,42,location,40,506
3,42,regime,59,1079
4,42,location,29,76
4,42,regime,37,118
