fold_id,seed,group,gain,split
0,42,location,65.1076,387.0
0,42,regime,6715.5884,1511.0
1,42,location,40.47614,147.0
1,42,regime,2449.1487,546.0
2,42,location,7.069056,50.0
2,42,regime,420.864,103.0
