fold_id,seed,regime_family,gain,split
0,42,compression,0.042045858688652515,2
0,42,trend,33.40369752594415,411
0,42,volatility,147.37489963416843,1462
0,42,volatility_term_structure,2.5123111774446443,32
1,42,trend,4.01039457693696,50
1,42,volatility,74.3563987675444,257
1,42,volatility_term_structure,0.19667970016598701,3
2,42,trend,9.618870890291873,38
2,42,volatility,47.467713509083694,205
2,42,volatility_term_structure,1.5009889677166939,3
3,42,compression,0.07569749653339386,1
3,42,trend,29.498047721842795,337
3,42,volatility,116.07727106607771,1329
3,42,volatility_term_structure,1.7144471888896078,22
4,42,compression,0.028229946807186934,2
4,42,trend,23.161746732526808,373
4,42,volatility,120.99753199810355,1512
4,42,volatility_term_structure,0.9992639022821095,38
