feature_name,group,usage_count
range_24h_pct,regime,1028
dist_rolling_7d_high,location,492
dist_prior_day_low,location,446
prior_range,regime,427
up_down_semivol_ratio_tanh,regime,397
prior_volatility,regime,367
dist_weekly_vwap,location,351
choppiness_index_20,regime,303
loc_prior_bar_pos_24,location,272
realized_volatility_24h,regime,266
zscore_price_200,location,264
direction_entropy_20,regime,263
return_autocorr_48,regime,259
bars_in_high_vol_state_log_norm,location,255
loc_prior_bar_pos_48,location,231
atr_percentile,regime,222
range_expansion_ratio,regime,208
volume_autocorr_48,regime,206
dist_vwap_atr,location,203
volume_zscore_48h,regime,197
ema50_slope,regime,185
spectral_entropy_ret_24,regime,166
variance_ratio_10_48,regime,162
compression_ratio,regime,162
up_down_return_mass_ratio_tanh,regime,161
dist_ema200_atr,location,155
zscore_price_50,location,155
atr_compression_ratio,regime,145
rv_24h,regime,140
rolling_range_20,regime,140
loc_range_pos_48,location,137
dist_prior_day_high,location,134
true_range_percentile,regime,111
volume_percentile,regime,107
bollinger_band_width,regime,103
tail_asymmetry_q90_q10_atr_norm,regime,101
loc_prev_week_range_pos_48,location,100
amihud_illiq,regime,99
dist_ma100_atr,location,99
trend_acceleration,regime,95
dist_ema50_atr,location,94
volatility_ratio_short_long,regime,92
compression_score,regime,88
ema_slope_norm,regime,81
ema20_slope_5h,regime,80
dist_local_swing,location,74
loc_prev_week_range_pos_24,location,73
efficiency_ratio_20,regime,72
loc_pullback_depth_48,location,70
loc_vwap_dev_z_48,location,68
volume_trend_48,regime,67
pullback_depth,location,67
loc_bb_channel_pos_48,location,66
dist_range_mid_atr,location,64
loc_initial_balance_pos_48,location,64
dist_ema20_atr,location,62
distance_to_ema,location,62
loc_swing_range_pos_48,location,61
loc_pullback_depth_24,location,58
loc_vwap_dev_z_24,location,56
loc_initial_balance_pos_24,location,55
loc_bb_channel_pos_24,location,55
loc_ema_stack_pos_24,location,52
volume_entropy_24,regime,50
dist_ema_fast,regime,49
loc_swing_range_pos_24,location,49
loc_ema_stack_pos_48,location,46
amihud_z,regime,46
loc_pivot_ladder_pos_24,location,43
loc_session_pos_24,location,36
loc_range_pos_24,location,34
loc_session_pos_48,location,34
loc_prev_day_range_pos_48,location,33
loc_prev_day_range_pos_24,location,30
loc_pivot_ladder_pos_48,location,26
path_efficiency_24,regime,24
