feature_a,feature_b,lift,final_pair_score
amihud_z,decel_8,12.063486768029756,12.063486768029756
liq_regime,clv_mean_4_G_VOL_1,12.060010146643155,12.060010146643155
amihud_z,breakout_min,11.19423663064561,11.19423663064561
slope,amihud_z,9.6606395910002,9.6606395910002
trend_retest_success_rate,breakout_min,9.39751296287799,9.39751296287799
accel_5h,decel_8,7.145964373804006,7.145964373804006
G_VOL_LIQ_GT1,breakout_min,6.735914141740183,6.735914141740183
ffd_z_06,kf_atr_mean,6.662976298696352,6.662976298696352
liq_regime,kf_atr_mean,6.26858362192605,6.26858362192605
atr_slope,trend_regime_stability,5.955034488777053,5.955034488777053
trend_regime_stability,evr_slope,5.72905131044666,5.72905131044666
cos_hod,evr_slope,5.656917624801508,5.656917624801508
mkt_rv_ratio_G_VOL_1,sin_dow,5.442785193485411,5.442785193485411
vol_z_x_regime_trend,breakout_min,5.437908496732026,5.437908496732026
kf_atr_mean,decel_8,5.360396373465604,5.360396373465604
dist_ema_fast_G_VOL_1,press_24,5.341903620341195,5.341903620341195
accel_5h,dist_ema_fast_G_VOL_1,5.103770073457861,5.103770073457861
vov_iqr_20,mkt_rv_ratio_G_VOL_0,5.0263603631617695,5.0263603631617695
vov_iqr_20,breakout_min,4.996713378981866,4.996713378981866
liq_regime,asset_atr_level,4.9862413052721335,4.9862413052721335
trend_regime_stability,sin_dow,4.983729987173728,4.983729987173728
dist_ema_fast_G_VOL_1,vov_iqr_20,4.833456329833315,4.833456329833315
dist_ema_fast_G_VOL_1,evr_slope,4.82728639945693,4.82728639945693
amihud_z,vov_interaction,4.763088369957552,4.763088369957552
mkt_rv_ratio_G_VOL_1,asset_atr_level,4.6815988041568275,4.6815988041568275
ffd_z_24_06,ret1h_z,4.522719199404527,4.522719199404527
kf_atr_mean,evr_6,4.483052913998137,4.483052913998137
mkt_rv_ratio_G_VOL_1,kf_atr_mean,4.477019708385071,4.477019708385071
mkt_rv_ratio_G_VOL_1,liq_regime,4.448658247906324,4.448658247906324
slope,hurst_proxy_x_regime_trend_48h,4.413312131886854,4.413312131886854
amihud_z,press_24,4.357280920040186,4.357280920040186
kf_score_rm24_mean,dist_ema_fast_G_VOL_1,4.346817660091204,4.346817660091204
slope,atr_slope,4.285939891156056,4.285939891156056
mkt_rv_ratio_G_VOL_0,evr_slope,4.264427246771714,4.264427246771714
rsi_slope,asset_vol_level,4.231538183020323,4.231538183020323
clv_mean_4_G_VOL_1,decel_8,4.231355465386746,4.231355465386746
hurst_proxy_x_regime_trend_48h,decel_8,4.09417837104806,4.09417837104806
ffd_z_24_06,decel_8,4.0670149467419145,4.0670149467419145
vol_z_x_regime_trend,trend_regime_stability,4.014758769564121,4.014758769564121
mkt_rv_ratio_G_VOL_1,vov_iqr_20,4.010115034413707,4.010115034413707
accel_5h,kf_score_rm24_mean,4.000784567397413,4.000784567397413
evr_6,vov_interaction,3.9958060932436177,3.9958060932436177
decel_8,sin_dow,3.985727592630408,3.985727592630408
evr_slope,press_24,3.9205421615709373,3.9205421615709373
hurst_proxy_x_regime_trend_48h,evr_6,3.8662173752215936,3.8662173752215936
vol_price_spread,liq_regime,3.841537288192459,3.841537288192459
trend_regime_stability,kf_score_rm24_mean,3.781441592828801,3.781441592828801
mkt_rv_ratio_G_VOL_1,kf_score_rm24_mean,3.7730180459779885,3.7730180459779885
