fold_id,seed,feature_name,group,regime_family,gain,split
0,42,reg_atr_change_rate_ts_top20,regime,volatility,1.0750377,31.0
0,42,loc_dist_ema20_atr_ts_top20,location,,0.32435897,9.0
0,42,reg_atr_change_rate_ts_bot20,regime,volatility,0.033921663,3.0
0,42,loc_dist_ema20_atr_ts_bot20,location,,0.0132471,1.0
0,42,reg_atr_change_rate_ts_top30,regime,volatility,6.5875263,52.0
0,42,loc_dist_ema20_atr_ts_top30,location,,2.4813564,19.0
0,42,reg_atr_change_rate_ts_bot30,regime,volatility,0.5262518,4.0
0,42,loc_dist_ema20_atr_ts_bot30,location,,0.381203,1.0
0,42,reg_atr_change_rate_ts_top40,regime,volatility,1.5155082,42.0
0,42,loc_dist_ema20_atr_ts_top40,location,,0.3158597,10.0
0,42,reg_atr_change_rate_ts_bot40,regime,volatility,0.056956675,2.0
0,42,loc_dist_ema20_atr_ts_bot40,location,,0.00849242,1.0
0,42,reg_atr_change_rate_ts_top50,regime,volatility,6.0774975,31.0
0,42,loc_dist_ema20_atr_ts_top50,location,,3.6724565,19.0
0,42,reg_atr_change_rate_ts_bot50,regime,volatility,0.9099502,4.0
0,42,loc_dist_ema20_atr_ts_bot50,location,,0.26936653,3.0
0,42,reg_atr_change_rate_ts_top60,regime,volatility,0.0248616,1.0
0,42,loc_dist_ema20_atr_ts_top60,location,,0.112597,1.0
0,42,reg_atr_change_rate_ts_top80,regime,volatility,2.0785782,32.0
0,42,loc_dist_ema20_atr_ts_top80,location,,1.7703115,12.0
0,42,reg_atr_change_rate_ts_bot80,regime,volatility,0.8353107,6.0
0,42,loc_dist_ema20_atr_ts_bot80,location,,0.14176449,2.0
0,42,reg_atr_change_rate_ts_band20_80,regime,volatility,0.5452255,6.0
0,42,loc_dist_ema20_atr_ts_band20_80,location,,0.37236482,3.0
0,42,reg_atr_change_rate_ts_band25_75,regime,volatility,8.882032,104.0
0,42,loc_dist_ema20_atr_ts_band25_75,location,,1.9235159,23.0
0,42,reg_atr_change_rate_ts_band30_70,regime,volatility,254.10382,38.0
0,42,loc_dist_ema20_atr_ts_band30_70,location,,101.94356,14.0
0,42,reg_atr_change_rate_ts_band40_60,regime,volatility,32.13472,44.0
0,42,loc_dist_ema20_atr_ts_band40_60,location,,5.151907,5.0
0,42,loc_dist_ema50_atr_ts_top20,location,,0.0541502,1.0
0,42,reg_atr_compression_ratio_ts_top50,regime,volatility_term_structure,0.256358,1.0
0,42,loc_dist_ema50_atr_ts_band20_80,location,,0.00902663,1.0
0,42,reg_atr_compression_ratio_ts_band25_75,regime,volatility_term_structure,0.021481229,3.0
0,42,reg_atr_compression_ratio_ts_band30_70,regime,volatility_term_structure,16.61837,3.0
0,42,reg_atr_compression_ratio_ts_band40_60,regime,volatility_term_structure,3.25668,2.0
0,42,loc_dist_ema50_atr_ts_band40_60,location,,1.799545,3.0
0,42,reg_atr_percentile_ts_band20_80,regime,compression,0.0453656,1.0
0,42,loc_dist_ema200_atr_ts_band30_70,location,,4.32697,1.0
0,42,reg_ema20_gt_ema50_raw,regime,trend,14.133409,51.0
0,42,reg_ema50_gt_ema200_raw,regime,trend,7.7932487,21.0
0,42,reg_price_lt_ema200_raw,regime,trend,0.00860145,1.0
1,42,reg_atr_change_rate_ts_top20,regime,volatility,2.7098813,47.0
1,42,loc_dist_ema20_atr_ts_top20,location,,0.29702994,18.0
1,42,reg_atr_change_rate_ts_bot20,regime,volatility,0.0440543,4.0
1,42,loc_dist_ema20_atr_ts_bot20,location,,1.05486,1.0
