regime_families_combo,count
trend|volatility,1410
volatility,984
trend|volatility|volatility_term_structure,137
volatility|volatility_term_structure,92
trend,17
,14
compression|trend|volatility,4
trend|volatility_term_structure,4
volatility_term_structure,4
