generated_boolean,group,source_feature,support,support_pct,usable_support,nan_rate_before,nan_rate_ts
loc_dist_ema20_atr_ts_top20,location,dist_ema20_atr,297392,0.8008121433745419,73971,0.0,0.0
loc_dist_ema20_atr_ts_bot20,location,dist_ema20_atr,74267,0.1999849204147963,74267,0.0,0.0
loc_dist_ema20_atr_ts_top30,location,dist_ema20_atr,260252,0.7008021800771752,111111,0.0,0.0
loc_dist_ema20_atr_ts_bot30,location,dist_ema20_atr,111400,0.29997603423065844,111400,0.0,0.0
loc_dist_ema20_atr_ts_top40,location,dist_ema20_atr,223119,0.6008110662613131,148244,0.0,0.0
loc_dist_ema20_atr_ts_bot40,location,dist_ema20_atr,148540,0.39998599752802516,148540,0.0,0.0
loc_dist_ema20_atr_ts_top50,location,dist_ema20_atr,185986,0.500819952445451,185377,0.0,0.0
loc_dist_ema20_atr_ts_bot50,location,dist_ema20_atr,185675,0.49998249691003144,185675,0.0,0.0
loc_dist_ema20_atr_ts_top60,location,dist_ema20_atr,148847,0.4008126819311563,148847,0.0,0.0
loc_dist_ema20_atr_ts_bot60,location,dist_ema20_atr,222812,0.5999843818581819,148551,0.0,0.0
loc_dist_ema20_atr_ts_top70,location,dist_ema20_atr,111707,0.3008027186337896,111707,0.0,0.0
loc_dist_ema20_atr_ts_bot70,location,dist_ema20_atr,259947,0.6999808812401882,111416,0.0,0.0
loc_dist_ema20_atr_ts_top80,location,dist_ema20_atr,74573,0.20080891203485537,74573,0.0,0.0
loc_dist_ema20_atr_ts_bot80,location,dist_ema20_atr,297085,0.7999854589714107,74278,0.0,0.0
loc_dist_ema20_atr_ts_band20_80,location,dist_ema20_atr,223114,0.6007976023459526,148249,0.0,0.0
loc_dist_ema20_atr_ts_band25_75,location,dist_ema20_atr,185968,0.5007714823501533,185395,0.0,0.0
loc_dist_ema20_atr_ts_band30_70,location,dist_ema20_atr,148836,0.40078306131736335,148836,0.0,0.0
loc_dist_ema20_atr_ts_band40_60,location,dist_ema20_atr,74568,0.20079544811949493,74568,0.0,0.0
loc_dist_ema50_atr_ts_top20,location,dist_ema50_atr,297392,0.8008121433745419,73971,0.0,0.0
loc_dist_ema50_atr_ts_bot20,location,dist_ema50_atr,74267,0.1999849204147963,74267,0.0,0.0
loc_dist_ema50_atr_ts_top30,location,dist_ema50_atr,260252,0.7008021800771752,111111,0.0,0.0
loc_dist_ema50_atr_ts_bot30,location,dist_ema50_atr,111400,0.29997603423065844,111400,0.0,0.0
loc_dist_ema50_atr_ts_top40,location,dist_ema50_atr,223119,0.6008110662613131,148244,0.0,0.0
loc_dist_ema50_atr_ts_bot40,location,dist_ema50_atr,148540,0.39998599752802516,148540,0.0,0.0
loc_dist_ema50_atr_ts_top50,location,dist_ema50_atr,185986,0.500819952445451,185377,0.0,0.0
loc_dist_ema50_atr_ts_bot50,location,dist_ema50_atr,185675,0.49998249691003144,185675,0.0,0.0
loc_dist_ema50_atr_ts_top60,location,dist_ema50_atr,148847,0.4008126819311563,148847,0.0,0.0
loc_dist_ema50_atr_ts_bot60,location,dist_ema50_atr,222812,0.5999843818581819,148551,0.0,0.0
loc_dist_ema50_atr_ts_top70,location,dist_ema50_atr,111707,0.3008027186337896,111707,0.0,0.0
loc_dist_ema50_atr_ts_bot70,location,dist_ema50_atr,259947,0.6999808812401882,111416,0.0,0.0
loc_dist_ema50_atr_ts_top80,location,dist_ema50_atr,74573,0.20080891203485537,74573,0.0,0.0
loc_dist_ema50_atr_ts_bot80,location,dist_ema50_atr,297085,0.7999854589714107,74278,0.0,0.0
loc_dist_ema50_atr_ts_band20_80,location,dist_ema50_atr,223114,0.6007976023459526,148249,0.0,0.0
loc_dist_ema50_atr_ts_band25_75,location,dist_ema50_atr,185968,0.5007714823501533,185395,0.0,0.0
loc_dist_ema50_atr_ts_band30_70,location,dist_ema50_atr,148836,0.40078306131736335,148836,0.0,0.0
loc_dist_ema50_atr_ts_band40_60,location,dist_ema50_atr,74568,0.20079544811949493,74568,0.0,0.0
loc_dist_ema200_atr_ts_top20,location,dist_ema200_atr,297392,0.8008121433745419,73971,0.0,0.0
loc_dist_ema200_atr_ts_bot20,location,dist_ema200_atr,74267,0.1999849204147963,74267,0.0,0.0
loc_dist_ema200_atr_ts_top30,location,dist_ema200_atr,260252,0.7008021800771752,111111,0.0,0.0
loc_dist_ema200_atr_ts_bot30,location,dist_ema200_atr,111400,0.29997603423065844,111400,0.0,0.0
loc_dist_ema200_atr_ts_top40,location,dist_ema200_atr,223119,0.6008110662613131,148244,0.0,0.0
loc_dist_ema200_atr_ts_bot40,location,dist_ema200_atr,148540,0.39998599752802516,148540,0.0,0.0
loc_dist_ema200_atr_ts_top50,location,dist_ema200_atr,185986,0.500819952445451,185377,0.0,0.0
loc_dist_ema200_atr_ts_bot50,location,dist_ema200_atr,185675,0.49998249691003144,185675,0.0,0.0
loc_dist_ema200_atr_ts_top60,location,dist_ema200_atr,148847,0.4008126819311563,148847,0.0,0.0
loc_dist_ema200_atr_ts_bot60,location,dist_ema200_atr,222812,0.5999843818581819,148551,0.0,0.0
loc_dist_ema200_atr_ts_top70,location,dist_ema200_atr,111707,0.3008027186337896,111707,0.0,0.0
loc_dist_ema200_atr_ts_bot70,location,dist_ema200_atr,259947,0.6999808812401882,111416,0.0,0.0
loc_dist_ema200_atr_ts_top80,location,dist_ema200_atr,74573,0.20080891203485537,74573,0.0,0.0
loc_dist_ema200_atr_ts_bot80,location,dist_ema200_atr,297085,0.7999854589714107,74278,0.0,0.0
loc_dist_ema200_atr_ts_band20_80,location,dist_ema200_atr,223114,0.6007976023459526,148249,0.0,0.0
loc_dist_ema200_atr_ts_band25_75,location,dist_ema200_atr,185968,0.5007714823501533,185395,0.0,0.0
loc_dist_ema200_atr_ts_band30_70,location,dist_ema200_atr,148836,0.40078306131736335,148836,0.0,0.0
loc_dist_ema200_atr_ts_band40_60,location,dist_ema200_atr,74568,0.20079544811949493,74568,0.0,0.0
loc_dist_vwap_atr_ts_top20,location,dist_vwap_atr,297392,0.8008121433745419,73971,0.0,0.0
loc_dist_vwap_atr_ts_bot20,location,dist_vwap_atr,74267,0.1999849204147963,74267,0.0,0.0
loc_dist_vwap_atr_ts_top30,location,dist_vwap_atr,260252,0.7008021800771752,111111,0.0,0.0
loc_dist_vwap_atr_ts_bot30,location,dist_vwap_atr,111400,0.29997603423065844,111400,0.0,0.0
loc_dist_vwap_atr_ts_top40,location,dist_vwap_atr,223119,0.6008110662613131,148244,0.0,0.0
loc_dist_vwap_atr_ts_bot40,location,dist_vwap_atr,148540,0.39998599752802516,148540,0.0,0.0
loc_dist_vwap_atr_ts_top50,location,dist_vwap_atr,185986,0.500819952445451,185377,0.0,0.0
loc_dist_vwap_atr_ts_bot50,location,dist_vwap_atr,185675,0.49998249691003144,185675,0.0,0.0
loc_dist_vwap_atr_ts_top60,location,dist_vwap_atr,148847,0.4008126819311563,148847,0.0,0.0
loc_dist_vwap_atr_ts_bot60,location,dist_vwap_atr,222812,0.5999843818581819,148551,0.0,0.0
loc_dist_vwap_atr_ts_top70,location,dist_vwap_atr,111707,0.3008027186337896,111707,0.0,0.0
loc_dist_vwap_atr_ts_bot70,location,dist_vwap_atr,259947,0.6999808812401882,111416,0.0,0.0
loc_dist_vwap_atr_ts_top80,location,dist_vwap_atr,74573,0.20080891203485537,74573,0.0,0.0
loc_dist_vwap_atr_ts_bot80,location,dist_vwap_atr,297085,0.7999854589714107,74278,0.0,0.0
loc_dist_vwap_atr_ts_band20_80,location,dist_vwap_atr,223114,0.6007976023459526,148249,0.0,0.0
loc_dist_vwap_atr_ts_band25_75,location,dist_vwap_atr,185968,0.5007714823501533,185395,0.0,0.0
loc_dist_vwap_atr_ts_band30_70,location,dist_vwap_atr,148836,0.40078306131736335,148836,0.0,0.0
loc_dist_vwap_atr_ts_band40_60,location,dist_vwap_atr,74568,0.20079544811949493,74568,0.0,0.0
loc_dist_weekly_vwap_ts_top20,location,dist_weekly_vwap,297392,0.8008121433745419,73971,0.0,0.0
loc_dist_weekly_vwap_ts_bot20,location,dist_weekly_vwap,74267,0.1999849204147963,74267,0.0,0.0
loc_dist_weekly_vwap_ts_top30,location,dist_weekly_vwap,260252,0.7008021800771752,111111,0.0,0.0
loc_dist_weekly_vwap_ts_bot30,location,dist_weekly_vwap,111400,0.29997603423065844,111400,0.0,0.0
loc_dist_weekly_vwap_ts_top40,location,dist_weekly_vwap,223119,0.6008110662613131,148244,0.0,0.0
loc_dist_weekly_vwap_ts_bot40,location,dist_weekly_vwap,148540,0.39998599752802516,148540,0.0,0.0
loc_dist_weekly_vwap_ts_top50,location,dist_weekly_vwap,185986,0.500819952445451,185377,0.0,0.0
loc_dist_weekly_vwap_ts_bot50,location,dist_weekly_vwap,185675,0.49998249691003144,185675,0.0,0.0
loc_dist_weekly_vwap_ts_top60,location,dist_weekly_vwap,148847,0.4008126819311563,148847,0.0,0.0
loc_dist_weekly_vwap_ts_bot60,location,dist_weekly_vwap,222812,0.5999843818581819,148551,0.0,0.0
loc_dist_weekly_vwap_ts_top70,location,dist_weekly_vwap,111707,0.3008027186337896,111707,0.0,0.0
loc_dist_weekly_vwap_ts_bot70,location,dist_weekly_vwap,259947,0.6999808812401882,111416,0.0,0.0
loc_dist_weekly_vwap_ts_top80,location,dist_weekly_vwap,74573,0.20080891203485537,74573,0.0,0.0
loc_dist_weekly_vwap_ts_bot80,location,dist_weekly_vwap,297085,0.7999854589714107,74278,0.0,0.0
loc_dist_weekly_vwap_ts_band20_80,location,dist_weekly_vwap,223114,0.6007976023459526,148249,0.0,0.0
loc_dist_weekly_vwap_ts_band25_75,location,dist_weekly_vwap,185968,0.5007714823501533,185395,0.0,0.0
loc_dist_weekly_vwap_ts_band30_70,location,dist_weekly_vwap,148836,0.40078306131736335,148836,0.0,0.0
loc_dist_weekly_vwap_ts_band40_60,location,dist_weekly_vwap,74568,0.20079544811949493,74568,0.0,0.0
loc_dist_prior_day_high_ts_top20,location,dist_prior_day_high,297392,0.8008121433745419,73971,0.0,0.0
loc_dist_prior_day_high_ts_bot20,location,dist_prior_day_high,74267,0.1999849204147963,74267,0.0,0.0
loc_dist_prior_day_high_ts_top30,location,dist_prior_day_high,260252,0.7008021800771752,111111,0.0,0.0
loc_dist_prior_day_high_ts_bot30,location,dist_prior_day_high,111400,0.29997603423065844,111400,0.0,0.0
loc_dist_prior_day_high_ts_top40,location,dist_prior_day_high,223119,0.6008110662613131,148244,0.0,0.0
loc_dist_prior_day_high_ts_bot40,location,dist_prior_day_high,148540,0.39998599752802516,148540,0.0,0.0
loc_dist_prior_day_high_ts_top50,location,dist_prior_day_high,185986,0.500819952445451,185377,0.0,0.0
loc_dist_prior_day_high_ts_bot50,location,dist_prior_day_high,185675,0.49998249691003144,185675,0.0,0.0
loc_dist_prior_day_high_ts_top60,location,dist_prior_day_high,148847,0.4008126819311563,148847,0.0,0.0
loc_dist_prior_day_high_ts_bot60,location,dist_prior_day_high,222812,0.5999843818581819,148551,0.0,0.0
loc_dist_prior_day_high_ts_top70,location,dist_prior_day_high,111707,0.3008027186337896,111707,0.0,0.0
loc_dist_prior_day_high_ts_bot70,location,dist_prior_day_high,259947,0.6999808812401882,111416,0.0,0.0
loc_dist_prior_day_high_ts_top80,location,dist_prior_day_high,74573,0.20080891203485537,74573,0.0,0.0
loc_dist_prior_day_high_ts_bot80,location,dist_prior_day_high,297085,0.7999854589714107,74278,0.0,0.0
loc_dist_prior_day_high_ts_band20_80,location,dist_prior_day_high,223114,0.6007976023459526,148249,0.0,0.0
loc_dist_prior_day_high_ts_band25_75,location,dist_prior_day_high,185968,0.5007714823501533,185395,0.0,0.0
loc_dist_prior_day_high_ts_band30_70,location,dist_prior_day_high,148836,0.40078306131736335,148836,0.0,0.0
loc_dist_prior_day_high_ts_band40_60,location,dist_prior_day_high,74568,0.20079544811949493,74568,0.0,0.0
loc_dist_prior_day_low_ts_top20,location,dist_prior_day_low,297392,0.8008121433745419,73971,0.0,0.0
loc_dist_prior_day_low_ts_bot20,location,dist_prior_day_low,74267,0.1999849204147963,74267,0.0,0.0
loc_dist_prior_day_low_ts_top30,location,dist_prior_day_low,260252,0.7008021800771752,111111,0.0,0.0
loc_dist_prior_day_low_ts_bot30,location,dist_prior_day_low,111400,0.29997603423065844,111400,0.0,0.0
loc_dist_prior_day_low_ts_top40,location,dist_prior_day_low,223119,0.6008110662613131,148244,0.0,0.0
loc_dist_prior_day_low_ts_bot40,location,dist_prior_day_low,148540,0.39998599752802516,148540,0.0,0.0
loc_dist_prior_day_low_ts_top50,location,dist_prior_day_low,185986,0.500819952445451,185377,0.0,0.0
loc_dist_prior_day_low_ts_bot50,location,dist_prior_day_low,185675,0.49998249691003144,185675,0.0,0.0
loc_dist_prior_day_low_ts_top60,location,dist_prior_day_low,148847,0.4008126819311563,148847,0.0,0.0
loc_dist_prior_day_low_ts_bot60,location,dist_prior_day_low,222812,0.5999843818581819,148551,0.0,0.0
loc_dist_prior_day_low_ts_top70,location,dist_prior_day_low,111707,0.3008027186337896,111707,0.0,0.0
loc_dist_prior_day_low_ts_bot70,location,dist_prior_day_low,259947,0.6999808812401882,111416,0.0,0.0
loc_dist_prior_day_low_ts_top80,location,dist_prior_day_low,74573,0.20080891203485537,74573,0.0,0.0
loc_dist_prior_day_low_ts_bot80,location,dist_prior_day_low,297085,0.7999854589714107,74278,0.0,0.0
loc_dist_prior_day_low_ts_band20_80,location,dist_prior_day_low,223114,0.6007976023459526,148249,0.0,0.0
loc_dist_prior_day_low_ts_band25_75,location,dist_prior_day_low,185968,0.5007714823501533,185395,0.0,0.0
loc_dist_prior_day_low_ts_band30_70,location,dist_prior_day_low,148836,0.40078306131736335,148836,0.0,0.0
loc_dist_prior_day_low_ts_band40_60,location,dist_prior_day_low,74568,0.20079544811949493,74568,0.0,0.0
loc_dist_rolling_7d_high_ts_top20,location,dist_rolling_7d_high,297392,0.8008121433745419,73971,0.0,0.0
loc_dist_rolling_7d_high_ts_bot20,location,dist_rolling_7d_high,74267,0.1999849204147963,74267,0.0,0.0
loc_dist_rolling_7d_high_ts_top30,location,dist_rolling_7d_high,260252,0.7008021800771752,111111,0.0,0.0
loc_dist_rolling_7d_high_ts_bot30,location,dist_rolling_7d_high,111400,0.29997603423065844,111400,0.0,0.0
loc_dist_rolling_7d_high_ts_top40,location,dist_rolling_7d_high,223119,0.6008110662613131,148244,0.0,0.0
loc_dist_rolling_7d_high_ts_bot40,location,dist_rolling_7d_high,148540,0.39998599752802516,148540,0.0,0.0
loc_dist_rolling_7d_high_ts_top50,location,dist_rolling_7d_high,185986,0.500819952445451,185377,0.0,0.0
loc_dist_rolling_7d_high_ts_bot50,location,dist_rolling_7d_high,185675,0.49998249691003144,185675,0.0,0.0
