feature_name,group,source_name,source_family,model_split_count,extracted_rule_count,final_registry_count,used_in_model,used_in_extracted_rules,used_in_final_registry
loc_dist_ema20_atr_ts_top20,location,dist_ema20_atr,context,45,13,0,True,True,False
loc_dist_ema20_atr_ts_bot20,location,dist_ema20_atr,context,8,1,0,True,True,False
loc_dist_ema20_atr_ts_top30,location,dist_ema20_atr,context,32,4,0,True,True,False
loc_dist_ema20_atr_ts_bot30,location,dist_ema20_atr,context,35,4,0,True,True,False
loc_dist_ema20_atr_ts_top40,location,dist_ema20_atr,context,36,0,0,True,False,False
loc_dist_ema20_atr_ts_bot40,location,dist_ema20_atr,context,18,0,0,True,False,False
loc_dist_ema20_atr_ts_top50,location,dist_ema20_atr,context,26,0,0,True,False,False
loc_dist_ema20_atr_ts_bot50,location,dist_ema20_atr,context,33,1,0,True,True,False
loc_dist_ema20_atr_ts_top60,location,dist_ema20_atr,context,22,2,0,True,True,False
loc_dist_ema20_atr_ts_bot60,location,dist_ema20_atr,context,27,10,0,True,True,False
loc_dist_ema20_atr_ts_top70,location,dist_ema20_atr,context,18,14,0,True,True,False
loc_dist_ema20_atr_ts_bot70,location,dist_ema20_atr,context,40,37,0,True,True,False
loc_dist_ema20_atr_ts_top80,location,dist_ema20_atr,context,18,12,0,True,True,False
loc_dist_ema20_atr_ts_bot80,location,dist_ema20_atr,context,39,28,0,True,True,False
loc_dist_ema20_atr_ts_band20_80,location,dist_ema20_atr,context,20,8,0,True,True,False
loc_dist_ema20_atr_ts_band25_75,location,dist_ema20_atr,context,109,25,0,True,True,False
loc_dist_ema20_atr_ts_band30_70,location,dist_ema20_atr,context,8,6,0,True,True,False
loc_dist_ema20_atr_ts_band40_60,location,dist_ema20_atr,context,25,3,0,True,True,False
